Element 1: (2, (9, 2), ['.', 'F', '%', '.'], [(15, 7), (9, 10), (13, 3)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (9, 1))
Element 2: (2, (9, 1), ['%', '%', '', '.'], [(16, 7), (10, 10), (14, 3)], [True, True, False, False], 96, False, [False, False, False, True], 1048, 'East', (10, 1))
Element 3: (2, (10, 1), ['', '%', '.', '.'], [(16, 8), (11, 10), (14, 2)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (11, 1))
Element 4: (2, (11, 1), ['', '%', '.', '.'], [(17, 8), (12, 10), (15, 2)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (12, 1))
Element 5: (2, (12, 1), ['', '%', '.', '.'], [(18, 8), (13, 10), (16, 2)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (13, 1))
Element 6: (2, (13, 1), ['', '%', '%', '.'], [(18, 9), (14, 10), (16, 3)], [False, True, True, False], 88, False, [False, False, False, True], 1204, 'East', (14, 1))
Element 7: (2, (14, 1), ['', '%', '', '%'], [(18, 10), (15, 10), (17, 3)], [False, True, False, True], 86, False, [False, False, False, False], 1243, 'North', (14, 2))
Element 8: (2, (14, 2), ['%', '', '', ''], [(18, 11), (16, 10), (17, 4)], [True, False, False, False], 84, False, [False, False, False, False], 1272, 'East', (15, 2))
Element 9: (2, (15, 2), ['', '%', '%', ''], [(17, 11), (17, 10), (18, 4)], [False, True, True, False], 82, False, [False, False, False, False], 1301, 'East', (16, 2))
Element 10: (2, (16, 2), ['', '%', '', '%'], [(16, 11), (17, 9), (18, 5)], [False, True, False, True], 80, False, [False, False, False, False], 1330, 'North', (16, 3))
Element 11: (2, (16, 3), ['%', '', '.', ''], [(16, 12), (16, 9), (18, 6)], [True, False, False, False], 78, False, [False, False, True, False], 1359, 'North', (16, 4))
Element 12: (2, (16, 4), ['.', '', '%', ''], [(16, 13), (15, 9), (17, 6)], [False, False, True, False], 76, False, [True, False, False, False], 1398, 'West', (15, 4))
Element 13: (2, (15, 4), ['%', '%', '.', ''], [(17, 13), (15, 8), (17, 5)], [True, True, False, False], 74, False, [False, False, True, False], 1437, 'North', (15, 5))
Element 14: (2, (15, 5), ['.', '', '.', '%'], [(18, 13), (14, 8), (17, 6)], [False, False, False, True], 72, False, [True, False, True, False], 1466, 'North', (15, 6))
Element 15: (2, (15, 6), ['.', '', '', 'G'], [(17, 13), (13, 8), (16, 6)], [False, False, False, False], 70, False, [True, False, False, False], 1495, 'West', (14, 6))
Element 16: (2, (14, 6), ['.', '.', '', ''], [(16, 13), (13, 9), (16, 7)], [False, False, False, False], 68, False, [True, True, False, False], 1514, 'South', (14, 5))
Element 17: (2, (14, 5), ['.', '%', '', ''], [(16, 12), (12, 9), (16, 8)], [False, True, False, False], 66, False, [True, False, False, False], 1533, 'West', (13, 5))
Element 18: (2, (13, 5), ['.', '%', '.', ''], [(15, 12), (11, 9), (17, 8)], [False, True, False, False], 64, False, [True, False, True, False], 1562, 'North', (13, 6))
Element 19: (2, (13, 6), ['.', '', '.', ''], [(15, 11), (11, 8), (18, 8)], [False, False, False, False], 62, False, [True, False, True, False], 1591, 'North', (13, 7))
Element 20: (2, (13, 7), ['.', '', '', ''], [(14, 11), (10, 8), (18, 9)], [False, False, False, False], 60, False, [True, False, False, False], 1620, 'West', (12, 7))
Element 21: (2, (12, 7), ['%', '.', '%', ''], [(14, 12), (10, 7), (18, 10)], [True, False, True, False], 58, False, [False, True, False, False], 2639, 'South', (12, 6))
Element 22: (2, (12, 6), ['%', '.', '', ''], [(13, 12), (9, 7), (18, 11)], [True, False, False, False], 56, False, [False, True, False, False], 3658, 'South', (12, 5))
