Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(16, 10), (3, 12), (4, 10)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(17, 10), (3, 13), (5, 10)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(18, 10), (4, 13), (6, 10)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(18, 11), (5, 13), (6, 9)], [False, True, False, True], 92, False, [False, False, True, False], 4086, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(17, 11), (6, 13), (7, 9)], [False, False, True, False], 90, False, [True, False, False, True], 5115, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(16, 11), (7, 13), (8, 9)], [False, True, False, False], 88, False, [False, False, True, True], 5154, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(16, 12), (6, 13), (9, 9)], [False, True, False, False], 86, False, [False, False, True, True], 5183, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(16, 13), (5, 13), (9, 10)], [False, True, False, False], 84, False, [False, False, True, True], 5212, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(17, 13), (4, 13), (10, 10)], [False, True, True, False], 82, False, [False, False, False, True], 5241, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(18, 13), (3, 13), (11, 10)], [False, False, True, False], 80, False, [False, False, False, True], 5270, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(17, 13), (2, 13), (12, 10)], [True, True, False, False], 78, False, [False, False, False, True], 6289, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(16, 13), (2, 12), (13, 10)], [False, True, False, False], 76, False, [False, False, True, True], 6318, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(16, 12), (2, 11), (14, 10)], [False, True, False, False], 74, False, [False, False, True, True], 6347, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(15, 12), (3, 11), (14, 11)], [False, True, False, False], 72, False, [False, False, True, True], 6386, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(14, 12), (3, 10), (15, 11)], [False, True, True, False], 70, False, [False, False, False, True], 6425, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '.', '%'], [(13, 12), (2, 10), (16, 11)], [False, True, False, True], 68, False, [False, False, True, False], 6454, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '.', '.'], [(13, 11), (1, 10), (17, 11)], [True, False, False, False], 66, False, [False, False, True, True], 6483, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', '.'], [(12, 11), (1, 11), (18, 11)], [False, True, True, False], 64, False, [False, False, False, True], 6512, 'East', (16, 2))
Element 19: (1, (16, 2), ['', '%', '.', '%'], [(12, 12), (1, 12), (18, 10)], [False, True, False, True], 62, False, [False, False, True, False], 6541, 'North', (16, 3))
Element 20: (1, (16, 3), ['%', '', '.', '.'], [(12, 13), (1, 11), (18, 9)], [True, False, False, False], 60, False, [False, False, True, True], 7560, 'East', (17, 3))
Element 21: (1, (17, 3), ['', '%', '.', '%'], [(11, 13), (1, 10), (18, 8)], [False, True, False, True], 58, False, [False, False, True, False], 7589, 'North', (17, 4))
Element 22: (1, (17, 4), ['.', '', '.', '.'], [(10, 13), (2, 10), (17, 8)], [False, False, False, False], 56, False, [True, False, True, True], 7618, 'East', (18, 4))
Element 23: (1, (18, 4), ['', '%', '.', '%'], [(10, 12), (3, 10), (17, 9)], [False, True, False, True], 54, False, [False, False, True, False], 7647, 'North', (18, 5))
Element 24: (1, (18, 5), ['.', '', '.', '%'], [(10, 11), (4, 10), (16, 9)], [False, False, False, True], 52, False, [True, False, True, False], 7676, 'North', (18, 6))
Element 25: (1, (18, 6), ['.', '', '%', '%'], [(11, 11), (4, 9), (16, 8)], [False, False, True, True], 50, False, [True, False, False, False], 7715, 'West', (17, 6))
Element 26: (1, (17, 6), ['.', '.', '%', ''], [(11, 10), (5, 9), (16, 7)], [False, False, True, False], 48, False, [True, True, False, False], 7744, 'South', (17, 5))
Element 27: (1, (17, 5), ['%', '', '', ''], [(11, 9), (6, 9), (16, 6)], [True, False, False, False], 46, False, [False, False, False, False], 7773, 'North', (17, 6))
Element 28: (1, (17, 6), ['', '', '%', ''], [(12, 9), (7, 9), (15, 6)], [False, False, True, False], 44, False, [False, False, False, False], 7792, 'West', (16, 6))
Element 29: (1, (16, 6), ['', '%', '', ''], [(13, 9), (7, 10), (15, 7)], [False, True, False, False], 42, False, [False, False, False, False], 7821, 'North', (16, 7))
Element 30: (1, (16, 7), ['', '', '', '%'], [(13, 8), (7, 11), (15, 8)], [False, False, False, True], 40, False, [False, False, False, False], 8840, 'North', (16, 8))
Element 31: (1, (16, 8), ['', '', '', ''], [(14, 8), (8, 11), (15, 9)], [False, False, False, False], 38, False, [False, False, False, False], 8869, 'East', (17, 8))
Element 32: (1, (17, 8), ['', '%', '', ''], [(14, 7), (9, 11), (15, 10)], [False, True, False, False], 36, False, [False, False, False, False], 8888, 'East', (18, 8))
Element 33: (1, (18, 8), ['', '%', '', '%'], [(14, 6), (9, 12), (16, 10)], [False, True, False, True], 34, False, [False, False, False, False], 8907, 'North', (18, 9))
Element 34: (1, (18, 9), ['', '', '', '%'], [(14, 5), (10, 12), (17, 10)], [False, False, False, True], 32, False, [False, False, False, False], 8916, 'North', (18, 10))
Element 35: (1, (18, 10), ['', '', '', '%'], [(15, 5), (10, 13), (16, 10)], [False, False, False, True], 30, False, [False, False, False, False], 8925, 'North', (18, 11))
Element 36: (1, (18, 11), ['', '', '%', '%'], [(15, 4), (11, 13), (15, 10)], [False, False, True, True], 28, False, [False, False, False, False], 8934, 'West', (17, 11))
Element 37: (1, (17, 11), ['', '', '%', ''], [(16, 4), (12, 13), (15, 9)], [False, False, True, False], 26, False, [False, False, False, False], 8943, 'South', (17, 10))
Element 38: (1, (17, 10), ['', '', '', ''], [(17, 4), (12, 12), (15, 8)], [False, False, False, False], 24, False, [False, False, False, False], 8942, 'South', (17, 9))
Element 39: (1, (17, 9), ['', '', '', ''], [(18, 4), (13, 12), (14, 8)], [False, False, False, False], 22, False, [False, False, False, False], 8941, 'West', (16, 9))
Element 40: (1, (16, 9), ['', '', '', ''], [(18, 5), (14, 12), (14, 7)], [False, False, False, False], 20, False, [False, False, False, False], 8940, 'North', (16, 10))
Element 41: (1, (16, 10), ['', '', '', ''], [(18, 6), (15, 12), (13, 7)], [False, False, False, False], 18, False, [False, False, False, False], 8949, 'North', (16, 11))
Element 42: (1, (16, 11), ['', '', 'G', ''], [(17, 6), (16, 12), (13, 6)], [False, False, False, False], 16, False, [False, False, False, False], 8958, 'West', (15, 11))
Element 43: (1, (15, 11), ['', '', '', ''], [(17, 5), (16, 13), (13, 5)], [False, False, False, False], 14, False, [False, False, False, False], 8967, 'North', (15, 12))
Element 44: (1, (15, 12), ['', '', '%', ''], [(17, 6), (17, 13), (12, 5)], [False, False, True, False], 12, False, [False, False, False, False], 8976, 'East', (16, 12))
Element 45: (1, (16, 12), ['', '', '', '%'], [(16, 6), (18, 13), (12, 6)], [False, False, False, True], 10, False, [False, False, False, False], 8985, 'North', (16, 13))
Element 46: (1, (16, 13), ['%', '', '%', 'G'], [(16, 7), (17, 13), (12, 7)], [True, False, True, False], 8, False, [False, False, False, False], 8994, 'South', (16, 12))
Element 47: (1, (16, 12), ['', '', 'G', '%'], [(16, 8), (16, 13), (12, 6)], [False, False, False, True], 6, False, [False, False, False, False], 8993, 'West', (15, 12))
Element 48: (1, (15, 12), ['', '', '%', 'G'], [(17, 8), (16, 12), (12, 5)], [False, False, True, False], 4, False, [False, False, False, False], 8992, 'West', (14, 12))
Element 49: (1, (14, 12), ['', '', '%', ''], [(18, 8), (16, 11), (13, 5)], [False, False, True, False], 2, False, [False, False, False, False], 8991, 'South', (14, 11))
Element 50: (1, (14, 11), ['', '', '', ''], [(18, 8), (17, 11), (14, 5)], [False, False, False, False], 0, False, [False, False, False, False], 8990, 'Stop', (14, 11))
Element 51: #0#
