Element 1: (0, (3, 13), ['.', '.', '%', 'F'], [(1, 7), (15, 9), (17, 10)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (4, 13))
Element 2: (0, (4, 13), ['', '%', '%', 'F'], [(2, 7), (16, 9), (18, 10)], [False, True, True, False], 96, False, [False, False, False, False], 1029, 'East', (5, 13))
Element 3: (0, (5, 13), ['', '%', '%', '.'], [(3, 7), (17, 9), (18, 11)], [False, True, True, False], 94, False, [False, False, False, True], 2058, 'East', (6, 13))
Element 4: (0, (6, 13), ['', '%', '%', '.'], [(3, 8), (18, 9), (17, 11)], [False, True, True, False], 92, False, [False, False, False, True], 3087, 'East', (7, 13))
Element 5: (0, (7, 13), ['', '%', '%', '%'], [(3, 7), (18, 8), (16, 11)], [False, True, True, True], 90, False, [False, False, False, False], 3116, 'West', (6, 13))
Element 6: (0, (6, 13), ['', '%', '%', ''], [(3, 6), (17, 8), (16, 12)], [False, True, True, False], 88, False, [False, False, False, False], 3145, 'West', (5, 13))
Element 7: (0, (5, 13), ['', '%', '%', ''], [(4, 6), (16, 8), (16, 13)], [False, True, True, False], 86, False, [False, False, False, False], 3174, 'West', (4, 13))
Element 8: (0, (4, 13), ['', '%', '%', ''], [(5, 6), (16, 7), (17, 13)], [False, True, True, False], 84, False, [False, False, False, False], 3203, 'West', (3, 13))
Element 9: (0, (3, 13), ['.', '.', '%', ''], [(6, 6), (16, 6), (18, 13)], [False, False, True, False], 82, False, [True, True, False, False], 3232, 'South', (3, 12))
Element 10: (0, (3, 12), ['.', '.', '', '%'], [(6, 7), (17, 6), (17, 13)], [False, False, False, True], 80, False, [True, True, False, False], 3261, 'South', (3, 11))
Element 11: (0, (3, 11), ['.', '.', '', '%'], [(5, 7), (18, 6), (16, 13)], [False, False, False, True], 78, False, [True, True, False, False], 3290, 'South', (3, 10))
Element 12: (0, (3, 10), ['.', '%', '', '.'], [(6, 7), (18, 5), (16, 12)], [False, True, False, False], 76, False, [True, False, False, True], 3309, 'East', (4, 10))
Element 13: (0, (4, 10), ['', '.', '%', '.'], [(6, 6), (18, 4), (15, 12)], [False, False, True, False], 74, False, [False, True, False, True], 3338, 'East', (5, 10))
Element 14: (0, (5, 10), ['', '.', '.', '.'], [(6, 5), (17, 4), (15, 11)], [False, False, False, False], 72, False, [False, True, True, True], 3377, 'East', (6, 10))
Element 15: (0, (6, 10), ['', 'F', '.', '.'], [(7, 5), (17, 5), (15, 10)], [False, False, False, False], 70, False, [False, False, True, True], 3416, 'South', (6, 9))
Element 16: (0, (6, 9), ['.', '%', '', 'F'], [(7, 4), (17, 4), (16, 10)], [False, True, False, False], 68, False, [True, False, False, False], 4435, 'East', (7, 9))
Element 17: (0, (7, 9), ['', '%', '.', '.'], [(8, 4), (17, 3), (16, 9)], [False, True, False, False], 66, False, [False, False, True, True], 5454, 'East', (8, 9))
Element 18: (0, (8, 9), ['', '.', '.', '.'], [(9, 4), (16, 3), (17, 9)], [False, False, False, False], 64, False, [False, True, True, True], 5483, 'East', (9, 9))
Element 19: (0, (9, 9), ['', '.', '.', '%'], [(10, 4), (16, 4), (18, 9)], [False, False, False, True], 62, False, [False, True, True, False], 5512, 'North', (9, 10))
Element 20: (0, (9, 10), ['.', '', '.', '.'], [(10, 5), (15, 4), (18, 8)], [False, False, False, False], 60, False, [True, False, True, True], 5541, 'East', (10, 10))
Element 21: (0, (10, 10), ['', '%', '.', '.'], [(10, 6), (15, 5), (17, 8)], [False, True, False, False], 58, False, [False, False, True, True], 5570, 'East', (11, 10))
Element 22: (0, (11, 10), ['', '.', '.', '.'], [(10, 7), (15, 6), (16, 8)], [False, False, False, False], 56, False, [False, True, True, True], 6589, 'East', (12, 10))
Element 23: (0, (12, 10), ['', '.', '.', '.'], [(9, 7), (15, 7), (15, 8)], [False, False, False, False], 54, False, [False, True, True, True], 7618, 'East', (13, 10))
Element 24: (0, (13, 10), ['', '.', '.', '.'], [(9, 8), (14, 7), (14, 8)], [False, False, False, False], 52, False, [False, True, True, True], 7657, 'East', (14, 10))
Element 25: (0, (14, 10), ['', '%', '.', ''], [(10, 8), (14, 6), (13, 8)], [False, True, False, False], 50, False, [False, False, True, False], 7696, 'North', (14, 11))
Element 26: (0, (14, 11), ['.', '', '.', ''], [(11, 8), (14, 5), (13, 9)], [False, False, False, False], 48, False, [True, False, True, False], 7735, 'North', (14, 12))
Element 27: (0, (14, 12), ['.', '', '%', ''], [(11, 9), (13, 5), (12, 9)], [False, False, True, False], 46, False, [True, False, False, False], 7774, 'West', (13, 12))
Element 28: (0, (13, 12), ['.', '.', '%', ''], [(11, 10), (13, 6), (12, 10)], [False, False, True, False], 44, False, [True, True, False, False], 7793, 'South', (13, 11))
Element 29: (0, (13, 11), ['G', '', '', ''], [(11, 11), (13, 7), (12, 11)], [False, False, False, False], 42, False, [False, False, False, False], 7832, 'North', (13, 12))
Element 30: (0, (13, 12), ['G', '', '%', ''], [(10, 11), (12, 7), (12, 12)], [False, False, True, False], 40, False, [False, False, False, False], 7861, 'South', (13, 11))
Element 31: (0, (13, 11), ['', '', '', ''], [(10, 12), (12, 6), (12, 13)], [False, False, False, False], 38, False, [False, False, False, False], 8880, 'North', (13, 12))
