Element 1: (1, (10, 8), ['.', 'F', '%', '.'], [(11, 2), (15, 5), (17, 8)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (10, 7))
Element 2: (1, (10, 7), ['F', '.', '', '%'], [(12, 2), (15, 6), (18, 8)], [False, False, False, True], 96, False, [False, True, False, False], 1038, 'West', (9, 7))
Element 3: (1, (9, 7), ['%', '.', '.', ''], [(12, 3), (16, 6), (18, 9)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (9, 8))
Element 4: (1, (9, 8), ['.', '', '.', ''], [(13, 3), (17, 6), (18, 10)], [False, False, False, False], 92, False, [True, False, True, False], 2106, 'North', (9, 9))
Element 5: (1, (9, 9), ['.', '', '.', '%'], [(14, 3), (18, 6), (18, 11)], [False, False, False, True], 90, False, [True, False, True, False], 2145, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '.', '.'], [(14, 2), (18, 5), (17, 11)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '.', '.'], [(15, 2), (18, 4), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '.', '.', '.'], [(16, 2), (17, 4), (17, 9)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '.', '.', '.'], [(16, 3), (17, 5), (16, 9)], [False, False, False, False], 82, False, [False, True, True, True], 2301, 'East', (13, 10))
Element 10: (1, (13, 10), ['', '.', '.', '.'], [(17, 3), (17, 4), (16, 10)], [False, False, False, False], 80, False, [False, True, True, True], 2330, 'East', (14, 10))
Element 11: (1, (14, 10), ['', '%', '.', '.'], [(17, 4), (17, 5), (16, 11)], [False, True, False, False], 78, False, [False, False, True, True], 2349, 'East', (15, 10))
Element 12: (1, (15, 10), ['', '.', '.', ''], [(16, 4), (17, 6), (16, 12)], [False, False, False, False], 76, False, [False, True, True, False], 2378, 'North', (15, 11))
