Element 1: (2, (10, 8), ['.', 'F', '%', '.'], [(6, 2), (10, 5), (18, 8)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (10, 7))
Element 2: (2, (10, 7), ['F', 'G', '', '%'], [(7, 2), (10, 6), (18, 9)], [False, False, False, True], 96, False, [False, False, False, False], 1048, 'West', (9, 7))
Element 3: (2, (9, 7), ['%', 'G', '.', ''], [(8, 2), (9, 6), (18, 10)], [True, False, False, False], 94, False, [False, False, True, False], 2077, 'North', (9, 8))
Element 4: (2, (9, 8), ['.', '', '.', ''], [(9, 2), (9, 5), (18, 11)], [False, False, False, False], 92, False, [True, False, True, False], 2116, 'North', (9, 9))
Element 5: (2, (9, 9), ['.', '', '.', '%'], [(9, 1), (9, 4), (17, 11)], [False, False, False, True], 90, False, [True, False, True, False], 3145, 'North', (9, 10))
Element 6: (2, (9, 10), ['.', '', '.', '.'], [(10, 1), (8, 4), (17, 10)], [False, False, False, False], 88, False, [True, False, True, True], 3184, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(11, 1), (7, 4), (17, 9)], [False, True, False, False], 86, False, [False, False, True, True], 3223, 'East', (11, 10))
Element 8: (2, (11, 10), ['', '.', '.', '.'], [(12, 1), (7, 5), (17, 8)], [False, False, False, False], 84, False, [False, True, True, True], 3262, 'East', (12, 10))
Element 9: (2, (12, 10), ['', '.', '.', '.'], [(13, 1), (6, 5), (16, 8)], [False, False, False, False], 82, False, [False, True, True, True], 3301, 'East', (13, 10))
Element 10: (2, (13, 10), ['', '.', '.', '.'], [(14, 1), (6, 6), (16, 9)], [False, False, False, False], 80, False, [False, True, True, True], 3340, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(14, 2), (6, 7), (16, 10)], [False, True, False, False], 78, False, [False, False, True, True], 3379, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '.', ''], [(15, 2), (5, 7), (16, 11)], [False, False, False, False], 76, False, [False, True, True, False], 3418, 'North', (15, 11))
Element 13: (2, (15, 11), ['.', '', '.', ''], [(16, 2), (5, 6), (16, 12)], [False, False, False, False], 74, False, [True, False, True, False], 3457, 'North', (15, 12))
Element 14: (2, (15, 12), ['.', '', '%', ''], [(16, 3), (5, 5), (16, 13)], [False, False, True, False], 72, False, [True, False, False, False], 3496, 'West', (14, 12))
Element 15: (2, (14, 12), ['.', '.', '%', ''], [(17, 3), (5, 4), (17, 13)], [False, False, True, False], 70, False, [True, True, False, False], 3535, 'South', (14, 11))
Element 16: (2, (14, 11), ['.', '', '', ''], [(17, 4), (6, 4), (18, 13)], [False, False, False, False], 68, False, [True, False, False, False], 3574, 'West', (13, 11))
Element 17: (2, (13, 11), ['.', '', '.', ''], [(18, 4), (6, 3), (17, 13)], [False, False, False, False], 66, False, [True, False, True, False], 3603, 'North', (13, 12))
Element 18: (2, (13, 12), ['.', '', '%', ''], [(18, 5), (7, 3), (16, 13)], [False, False, True, False], 64, False, [True, False, False, False], 3632, 'West', (12, 12))
Element 19: (2, (12, 12), ['%', '.', 'F', ''], [(18, 6), (7, 2), (16, 12)], [True, False, False, False], 62, False, [False, True, False, False], 3651, 'North', (12, 13))
Element 20: (2, (12, 13), ['.', '', '%', '%'], [(17, 6), (8, 2), (16, 11)], [False, False, True, True], 60, False, [True, False, False, False], 4660, 'West', (11, 13))
Element 21: (2, (11, 13), ['.', '%', '%', ''], [(17, 5), (9, 2), (16, 10)], [False, True, True, False], 58, False, [True, False, False, False], 4679, 'West', (10, 13))
Element 22: (2, (10, 13), ['%', '.', '%', ''], [(17, 6), (10, 2), (16, 9)], [True, False, True, False], 56, False, [False, True, False, False], 4698, 'South', (10, 12))
Element 23: (2, (10, 12), ['.', '.', '', '%'], [(16, 6), (11, 2), (15, 9)], [False, False, False, True], 54, False, [True, True, False, False], 4737, 'South', (10, 11))
Element 24: (2, (10, 11), ['.', '', '', '.'], [(16, 7), (12, 2), (15, 8)], [False, False, False, False], 52, False, [True, False, False, True], 4776, 'East', (11, 11))
Element 25: (2, (11, 11), ['', '', '%', '.'], [(16, 8), (12, 3), (15, 7)], [False, False, True, False], 50, False, [False, False, False, True], 4805, 'East', (12, 11))
Element 26: (2, (12, 11), ['', '', '', ''], [(17, 8), (13, 3), (15, 6)], [False, False, False, False], 48, False, [False, False, False, False], 4834, 'West', (11, 11))
Element 27: (2, (11, 11), ['', '', '%', ''], [(18, 8), (14, 3), (15, 5)], [False, False, True, False], 46, False, [False, False, False, False], 4853, 'West', (10, 11))
Element 28: (2, (10, 11), ['.', '', '', ''], [(18, 9), (14, 2), (15, 4)], [False, False, False, False], 44, False, [True, False, False, False], 4862, 'West', (9, 11))
Element 29: (2, (9, 11), ['.', '', '.', ''], [(18, 10), (15, 2), (16, 4)], [False, False, False, False], 42, False, [True, False, True, False], 4881, 'North', (9, 12))
Element 30: (2, (9, 12), ['%', '', '%', ''], [(18, 11), (16, 2), (17, 4)], [True, False, True, False], 40, False, [False, False, False, False], 4890, 'South', (9, 11))
Element 31: (2, (9, 11), ['.', '', '', ''], [(17, 11), (16, 3), (18, 4)], [False, False, False, False], 38, False, [True, False, False, False], 4889, 'West', (8, 11))
Element 32: (2, (8, 11), ['F', '.', '%', ''], [(17, 10), (17, 3), (18, 5)], [False, False, True, False], 36, False, [False, True, False, False], 4898, 'West', (7, 11))
Element 33: (2, (7, 11), ['.', '.', '%', ''], [(17, 9), (17, 4), (18, 6)], [False, False, True, False], 34, False, [True, True, False, False], 5897, 'South', (7, 10))
Element 34: (2, (7, 10), ['.', 'F', '', '.'], [(16, 9), (18, 4), (17, 6)], [False, False, False, False], 32, False, [True, False, False, True], 5906, 'South', (7, 9))
Element 35: (2, (7, 9), ['F', '%', '', '.'], [(16, 10), (18, 5), (17, 5)], [False, True, False, False], 30, False, [False, False, False, True], 6905, 'West', (6, 9))
Element 36: (2, (6, 9), ['.', '%', '.', ''], [(16, 11), (18, 6), (17, 6)], [False, True, False, False], 28, False, [True, False, True, False], 7904, 'North', (6, 10))
Element 37: (2, (6, 10), ['.', '', '.', ''], [(16, 12), (17, 6), (16, 6)], [False, False, False, False], 26, False, [True, False, True, False], 7913, 'North', (6, 11))
Element 38: (2, (6, 11), ['.', '', '%', ''], [(16, 13), (17, 5), (16, 7)], [False, False, True, False], 24, False, [True, False, False, False], 7922, 'West', (5, 11))
Element 39: (2, (5, 11), ['%', '.', '%', ''], [(17, 13), (17, 6), (16, 6)], [True, False, True, False], 22, False, [False, True, False, False], 7931, 'South', (5, 10))
Element 40: (2, (5, 10), ['.', '.', '', ''], [(18, 13), (16, 6), (15, 6)], [False, False, False, False], 20, False, [True, True, False, False], 7940, 'South', (5, 9))
Element 41: (2, (5, 9), ['.', '%', '', ''], [(17, 13), (16, 7), (16, 6)], [False, True, False, False], 18, False, [True, False, False, False], 7949, 'West', (4, 9))
Element 42: (2, (4, 9), ['%', '%', '.', ''], [(16, 13), (16, 8), (16, 6)], [True, True, False, False], 16, False, [False, False, True, False], 7958, 'North', (4, 10))
Element 43: (2, (4, 10), ['.', '', '%', ''], [(16, 12), (17, 8), (16, 6)], [False, False, True, False], 14, False, [True, False, False, False], 7967, 'West', (3, 10))
Element 44: (2, (3, 10), ['.', '%', '.', ''], [(15, 12), (18, 8), (16, 6)], [False, True, False, False], 12, False, [True, False, True, False], 7976, 'North', (3, 11))
Element 45: (2, (3, 11), ['.', '', '.', '%'], [(15, 11), (18, 9), (16, 6)], [False, False, False, True], 10, False, [True, False, True, False], 7985, 'North', (3, 12))
Element 46: (2, (3, 12), ['.', '', '.', '%'], [(15, 10), (18, 10), (16, 6)], [False, False, False, True], 8, False, [True, False, True, False], 7994, 'North', (3, 13))
Element 47: (2, (3, 13), ['.', '', '%', 'F'], [(15, 9), (18, 11), (16, 6)], [False, False, True, False], 6, False, [True, False, False, False], 8003, 'East', (4, 13))
Element 48: (2, (4, 13), ['', '%', '%', 'F'], [(15, 8), (17, 11), (16, 6)], [False, True, True, False], 4, False, [False, False, False, False], 9002, 'East', (5, 13))
Element 49: (2, (5, 13), ['', '%', '%', '.'], [(14, 8), (17, 10), (16, 6)], [False, True, True, False], 2, False, [False, False, False, True], 10011, 'East', (6, 13))
Element 50: (2, (6, 13), ['', '%', '%', '.'], [(14, 8), (17, 10), (16, 6)], [False, True, True, False], 0, False, [False, False, False, True], 10020, 'Stop', (6, 13))
Element 51: #0#
