Element 1: (2, (6, 11), ['.', '.', '%', 'F'], [(6, 3), (6, 4), (15, 10)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'East', (7, 11))
Element 2: (2, (7, 11), ['', '.', '%', '.'], [(7, 3), (7, 4), (16, 10)], [False, False, True, False], 96, False, [False, True, False, True], 1048, 'East', (8, 11))
Element 3: (2, (8, 11), ['', '.', '%', '.'], [(7, 2), (8, 4), (17, 10)], [False, False, True, False], 94, False, [False, True, False, True], 1087, 'East', (9, 11))
Element 4: (2, (9, 11), ['', '.', '.', '.'], [(8, 2), (9, 4), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 1126, 'East', (10, 11))
Element 5: (2, (10, 11), ['', '.', '.', '.'], [(9, 2), (10, 4), (18, 11)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (11, 11))
Element 6: (2, (11, 11), ['', '.', '%', '.'], [(9, 1), (10, 5), (17, 11)], [False, False, True, False], 88, False, [False, True, False, True], 2194, 'East', (12, 11))
Element 7: (2, (12, 11), ['', '.', '.', '.'], [(10, 1), (10, 6), (16, 11)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (13, 11))
Element 8: (2, (13, 11), ['', '.', '.', '.'], [(11, 1), (10, 7), (16, 12)], [False, False, False, False], 84, False, [False, True, True, True], 3262, 'East', (14, 11))
Element 9: (2, (14, 11), ['', '.', '.', '.'], [(12, 1), (9, 7), (16, 13)], [False, False, False, False], 82, False, [False, True, True, True], 4291, 'East', (15, 11))
Element 10: (2, (15, 11), ['', '', '.', ''], [(13, 1), (9, 8), (17, 13)], [False, False, False, False], 80, False, [False, False, True, False], 4330, 'North', (15, 12))
Element 11: (2, (15, 12), ['.', '', '%', ''], [(14, 1), (10, 8), (18, 13)], [False, False, True, False], 78, False, [True, False, False, False], 4369, 'West', (14, 12))
Element 12: (2, (14, 12), ['.', '', '%', ''], [(14, 2), (11, 8), (17, 13)], [False, False, True, False], 76, False, [True, False, False, False], 4398, 'West', (13, 12))
Element 13: (2, (13, 12), ['.', '', '%', ''], [(15, 2), (11, 9), (16, 13)], [False, False, True, False], 74, False, [True, False, False, False], 4427, 'West', (12, 12))
Element 14: (2, (12, 12), ['%', '', 'F', ''], [(16, 2), (12, 9), (16, 12)], [True, False, False, False], 72, False, [False, False, False, False], 4456, 'North', (12, 13))
Element 15: (2, (12, 13), ['.', '', '%', '%'], [(16, 3), (13, 9), (15, 12)], [False, False, True, True], 70, False, [True, False, False, False], 5475, 'West', (11, 13))
Element 16: (2, (11, 13), ['.', '%', '%', ''], [(17, 3), (13, 10), (15, 11)], [False, True, True, False], 68, False, [True, False, False, False], 5504, 'West', (10, 13))
Element 17: (2, (10, 13), ['%', '.', '%', ''], [(17, 4), (14, 10), (14, 11)], [True, False, True, False], 66, False, [False, True, False, False], 5533, 'South', (10, 12))
Element 18: (2, (10, 12), ['.', '', '', '%'], [(18, 4), (15, 10), (14, 12)], [False, False, False, True], 64, False, [True, False, False, False], 5552, 'West', (9, 12))
Element 19: (2, (9, 12), ['%', '', '%', ''], [(18, 5), (15, 9), (13, 12)], [True, False, True, False], 62, False, [False, False, False, False], 5581, 'East', (10, 12))
Element 20: (2, (10, 12), ['', '', '', '%'], [(18, 6), (16, 9), (13, 11)], [False, False, False, True], 60, False, [False, False, False, False], 5600, 'North', (10, 13))
Element 21: (2, (10, 13), ['%', '', '%', ''], [(17, 6), (17, 9), (13, 10)], [True, False, True, False], 58, False, [False, False, False, False], 5619, 'East', (11, 13))
Element 22: (2, (11, 13), ['', '%', '%', ''], [(17, 5), (18, 9), (12, 10)], [False, True, True, False], 56, False, [False, False, False, False], 5648, 'East', (12, 13))
Element 23: (2, (12, 13), ['', '', '%', '%'], [(17, 6), (18, 8), (11, 10)], [False, False, True, True], 54, False, [False, False, False, False], 5667, 'South', (12, 12))
Element 24: (2, (12, 12), ['%', '', '', ''], [(16, 6), (17, 8), (10, 10)], [True, False, False, False], 52, False, [False, False, False, False], 5696, 'East', (13, 12))
Element 25: (2, (13, 12), ['', '', '%', ''], [(16, 7), (16, 8), (9, 10)], [False, False, True, False], 50, False, [False, False, False, False], 5725, 'East', (14, 12))
Element 26: (2, (14, 12), ['', '', '%', ''], [(15, 7), (15, 8), (9, 9)], [False, False, True, False], 48, False, [False, False, False, False], 5754, 'East', (15, 12))
Element 27: (2, (15, 12), ['', '', '%', ''], [(15, 6), (14, 8), (8, 9)], [False, False, True, False], 46, False, [False, False, False, False], 5783, 'East', (16, 12))
Element 28: (2, (16, 12), ['', '', '', '%'], [(15, 5), (14, 7), (7, 9)], [False, False, False, True], 44, False, [False, False, False, False], 6802, 'North', (16, 13))
Element 29: (2, (16, 13), ['%', '', '%', ''], [(15, 4), (14, 6), (6, 9)], [True, False, True, False], 42, False, [False, False, False, False], 7821, 'East', (17, 13))
Element 30: (2, (17, 13), ['', '%', '%', ''], [(16, 4), (14, 5), (6, 10)], [False, True, True, False], 40, False, [False, False, False, False], 7850, 'East', (18, 13))
