Element 1: (0, (6, 4), ['.', 'G', '.', '.'], [(6, 3), (7, 3), (11, 8)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (7, 4))
Element 2: (0, (7, 4), ['', '', '.', '.'], [(6, 2), (7, 2), (11, 9)], [False, False, False, False], 96, False, [False, False, True, True], 39, 'East', (8, 4))
Element 3: (0, (8, 4), ['', '%', '%', '.'], [(5, 2), (8, 2), (12, 9)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (9, 4))
Element 4: (0, (9, 4), ['', '%', '.', '.'], [(5, 3), (9, 2), (13, 9)], [False, True, False, False], 92, False, [False, False, True, True], 117, 'East', (10, 4))
Element 5: (0, (10, 4), ['', '.', '.', '%'], [(5, 4), (9, 1), (13, 10)], [False, False, False, True], 90, False, [False, True, True, False], 1146, 'North', (10, 5))
Element 6: (0, (10, 5), ['.', '', '.', '%'], [(5, 5), (10, 1), (14, 10)], [False, False, False, True], 88, False, [True, False, True, False], 1185, 'North', (10, 6))
Element 7: (0, (10, 6), ['.', '', 'F', '%'], [(6, 5), (11, 1), (15, 10)], [False, False, False, True], 86, False, [True, False, False, False], 1224, 'North', (10, 7))
Element 8: (0, (10, 7), ['F', '', '.', '%'], [(7, 5), (12, 1), (16, 10)], [False, False, False, True], 84, False, [False, False, True, False], 2253, 'West', (9, 7))
Element 9: (0, (9, 7), ['%', '.', '.', ''], [(7, 4), (13, 1), (17, 10)], [True, False, False, False], 82, False, [False, True, True, False], 3272, 'North', (9, 8))
Element 10: (0, (9, 8), ['.', '', '.', '.'], [(8, 4), (14, 1), (18, 10)], [False, False, False, False], 80, False, [True, False, True, True], 3301, 'East', (10, 8))
Element 11: (0, (10, 8), ['', '', '%', ''], [(9, 4), (14, 2), (18, 11)], [False, False, True, False], 78, False, [False, False, False, False], 3330, 'East', (11, 8))
Element 12: (0, (11, 8), ['', '%', '', '%'], [(9, 5), (15, 2), (17, 11)], [False, True, False, True], 76, False, [False, False, False, False], 3359, 'North', (11, 9))
Element 13: (0, (11, 9), ['%', '', '.', ''], [(9, 6), (16, 2), (16, 11)], [True, False, False, False], 74, False, [False, False, True, False], 3388, 'North', (11, 10))
Element 14: (0, (11, 10), ['.', '', '.', '.'], [(10, 6), (16, 3), (16, 12)], [False, False, False, False], 72, False, [True, False, True, True], 3417, 'East', (12, 10))
Element 15: (0, (12, 10), ['', '', '.', ''], [(10, 7), (17, 3), (16, 13)], [False, False, False, False], 70, False, [False, False, True, False], 3446, 'North', (12, 11))
Element 16: (0, (12, 11), ['.', '', '.', '.'], [(10, 8), (17, 4), (17, 13)], [False, False, False, False], 68, False, [True, False, True, True], 3475, 'East', (13, 11))
Element 17: (0, (13, 11), ['', '', '.', '.'], [(11, 8), (18, 4), (18, 13)], [False, False, False, False], 66, False, [False, False, True, True], 3504, 'East', (14, 11))
Element 18: (0, (14, 11), ['', '', '.', '.'], [(11, 9), (18, 5), (17, 13)], [False, False, False, False], 64, False, [False, False, True, True], 3523, 'East', (15, 11))
Element 19: (0, (15, 11), ['', '', '.', ''], [(12, 9), (18, 6), (16, 13)], [False, False, False, False], 62, False, [False, False, True, False], 3542, 'North', (15, 12))
Element 20: (0, (15, 12), ['.', '', '%', 'G'], [(13, 9), (17, 6), (16, 12)], [False, False, True, False], 60, False, [True, False, False, False], 3561, 'West', (14, 12))
Element 21: (0, (14, 12), ['.', '', '%', 'G'], [(13, 8), (17, 5), (15, 12)], [False, False, True, False], 58, False, [True, False, False, False], 3590, 'West', (13, 12))
Element 22: (0, (13, 12), ['.', '', '%', ''], [(14, 8), (17, 6), (15, 11)], [False, False, True, False], 56, False, [True, False, False, False], 3609, 'West', (12, 12))
Element 23: (0, (12, 12), ['%', '', 'F', ''], [(15, 8), (16, 6), (14, 11)], [True, False, False, False], 54, False, [False, False, False, False], 3638, 'North', (12, 13))
Element 24: (0, (12, 13), ['.', '', '%', '%'], [(16, 8), (16, 7), (14, 12)], [False, False, True, True], 52, False, [True, False, False, False], 4657, 'West', (11, 13))
Element 25: (0, (11, 13), ['.', '%', '%', ''], [(17, 8), (15, 7), (13, 12)], [False, True, True, False], 50, False, [True, False, False, False], 4686, 'West', (10, 13))
Element 26: (0, (10, 13), ['%', '.', '%', ''], [(18, 8), (15, 6), (13, 11)], [True, False, True, False], 48, False, [False, True, False, False], 4715, 'South', (10, 12))
Element 27: (0, (10, 12), ['.', '.', '', '%'], [(18, 9), (15, 5), (12, 11)], [False, False, False, True], 46, False, [True, True, False, False], 4744, 'South', (10, 11))
Element 28: (0, (10, 11), ['.', '.', '', 'G'], [(17, 9), (15, 4), (11, 11)], [False, False, False, False], 44, False, [True, True, False, False], 4783, 'South', (10, 10))
Element 29: (0, (10, 10), ['.', '%', '', 'G'], [(16, 9), (16, 4), (11, 10)], [False, True, False, False], 42, False, [True, False, False, False], 4812, 'West', (9, 10))
Element 30: (0, (9, 10), ['.', '.', '.', ''], [(15, 9), (15, 4), (12, 10)], [False, False, False, False], 40, False, [True, True, True, False], 4831, 'North', (9, 11))
Element 31: (0, (9, 11), ['.', '', '.', ''], [(15, 10), (15, 5), (11, 10)], [False, False, False, False], 38, False, [True, False, True, False], 4840, 'North', (9, 12))
Element 32: (0, (9, 12), ['%', '', '%', ''], [(16, 10), (14, 5), (10, 10)], [True, False, True, False], 36, False, [False, False, False, False], 4859, 'South', (9, 11))
Element 33: (0, (9, 11), ['.', '', '', 'G'], [(17, 10), (14, 6), (10, 11)], [False, False, False, False], 34, False, [True, False, False, False], 4868, 'West', (8, 11))
Element 34: (0, (8, 11), ['F', '.', '%', ''], [(18, 10), (14, 7), (10, 12)], [False, False, True, False], 32, False, [False, True, False, False], 4887, 'West', (7, 11))
Element 35: (0, (7, 11), ['.', '.', '%', ''], [(18, 11), (13, 7), (10, 13)], [False, False, True, False], 30, False, [True, True, False, False], 5896, 'South', (7, 10))
Element 36: (0, (7, 10), ['.', 'F', '', '.'], [(17, 11), (13, 6), (11, 13)], [False, False, False, False], 28, False, [True, False, False, True], 5915, 'South', (7, 9))
Element 37: (0, (7, 9), ['F', '%', '', '.'], [(16, 11), (13, 5), (12, 13)], [False, True, False, False], 26, False, [False, False, False, True], 6924, 'West', (6, 9))
Element 38: (0, (6, 9), ['.', '%', '.', ''], [(16, 12), (12, 5), (12, 12)], [False, True, False, False], 24, False, [True, False, True, False], 7933, 'North', (6, 10))
Element 39: (0, (6, 10), ['.', '', '.', ''], [(16, 13), (12, 6), (12, 13)], [False, False, False, False], 22, False, [True, False, True, False], 7952, 'North', (6, 11))
Element 40: (0, (6, 11), ['.', '', '%', ''], [(17, 13), (12, 7), (11, 13)], [False, False, True, False], 20, False, [True, False, False, False], 7971, 'West', (5, 11))
Element 41: (0, (5, 11), ['%', '.', '%', ''], [(18, 13), (12, 6), (10, 13)], [True, False, True, False], 18, False, [False, True, False, False], 7980, 'South', (5, 10))
Element 42: (0, (5, 10), ['.', '.', '', ''], [(17, 13), (12, 5), (10, 12)], [False, False, False, False], 16, False, [True, True, False, False], 7989, 'South', (5, 9))
Element 43: (0, (5, 9), ['.', '%', '', ''], [(16, 13), (13, 5), (9, 12)], [False, True, False, False], 14, False, [True, False, False, False], 7998, 'West', (4, 9))
Element 44: (0, (4, 9), ['%', '%', '.', ''], [(16, 12), (13, 6), (9, 11)], [True, True, False, False], 12, False, [False, False, True, False], 8007, 'North', (4, 10))
Element 45: (0, (4, 10), ['.', '', '%', ''], [(15, 12), (12, 6), (9, 10)], [False, False, True, False], 10, False, [True, False, False, False], 8016, 'West', (3, 10))
Element 46: (0, (3, 10), ['.', '%', '.', ''], [(15, 11), (13, 6), (9, 9)], [False, True, False, False], 8, False, [True, False, True, False], 8035, 'North', (3, 11))
Element 47: (0, (3, 11), ['.', '', '.', '%'], [(14, 11), (13, 7), (8, 9)], [False, False, False, True], 6, False, [True, False, True, False], 8054, 'North', (3, 12))
Element 48: (0, (3, 12), ['.', '', '.', '%'], [(14, 12), (12, 7), (8, 10)], [False, False, False, True], 4, False, [True, False, True, False], 8073, 'North', (3, 13))
