Element 1: (1, (9, 2), ['.', 'F', '%', '.'], [(6, 10), (17, 9), (18, 8)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (9, 1))
Element 2: (1, (9, 1), ['%', '%', '', '.'], [(6, 9), (18, 9), (17, 8)], [True, True, False, False], 96, False, [False, False, False, True], 2028, 'East', (10, 1))
Element 3: (1, (10, 1), ['', '%', '.', '.'], [(7, 9), (18, 10), (16, 8)], [False, True, False, False], 94, False, [False, False, True, True], 3057, 'East', (11, 1))
Element 4: (1, (11, 1), ['', '%', '.', '.'], [(8, 9), (18, 11), (16, 9)], [False, True, False, False], 92, False, [False, False, True, True], 3096, 'East', (12, 1))
Element 5: (1, (12, 1), ['', '%', '.', '.'], [(9, 9), (17, 11), (16, 10)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (13, 1))
Element 6: (1, (13, 1), ['', '%', '%', '.'], [(9, 10), (17, 10), (16, 11)], [False, True, True, False], 88, False, [False, False, False, True], 3174, 'East', (14, 1))
Element 7: (1, (14, 1), ['', '%', '.', '%'], [(10, 10), (16, 10), (16, 12)], [False, True, False, True], 86, False, [False, False, True, False], 3203, 'North', (14, 2))
Element 8: (1, (14, 2), ['%', '', '.', '.'], [(11, 10), (15, 10), (16, 13)], [True, False, False, False], 84, False, [False, False, True, True], 3242, 'East', (15, 2))
Element 9: (1, (15, 2), ['', '%', '%', '.'], [(12, 10), (15, 11), (17, 13)], [False, True, True, False], 82, False, [False, False, False, True], 3281, 'East', (16, 2))
Element 10: (1, (16, 2), ['', '%', '.', '%'], [(13, 10), (15, 12), (18, 13)], [False, True, False, True], 80, False, [False, False, True, False], 3320, 'North', (16, 3))
Element 11: (1, (16, 3), ['%', '', '.', '.'], [(14, 10), (14, 12), (17, 13)], [True, False, False, False], 78, False, [False, False, True, True], 3349, 'East', (17, 3))
Element 12: (1, (17, 3), ['', '%', '.', '%'], [(15, 10), (14, 11), (16, 13)], [False, True, False, True], 76, False, [False, False, True, False], 3368, 'North', (17, 4))
Element 13: (1, (17, 4), ['.', '', '.', '.'], [(15, 9), (13, 11), (16, 12)], [False, False, False, False], 74, False, [True, False, True, True], 3397, 'East', (18, 4))
Element 14: (1, (18, 4), ['', '%', '.', '%'], [(15, 8), (13, 12), (15, 12)], [False, True, False, True], 72, False, [False, False, True, False], 3426, 'North', (18, 5))
Element 15: (1, (18, 5), ['.', '', '.', '%'], [(15, 7), (12, 12), (15, 11)], [False, False, False, True], 70, False, [True, False, True, False], 3455, 'North', (18, 6))
Element 16: (1, (18, 6), ['.', '', '%', '%'], [(16, 7), (12, 13), (15, 10)], [False, False, True, True], 68, False, [True, False, False, False], 4474, 'West', (17, 6))
Element 17: (1, (17, 6), ['G', '.', '%', ''], [(16, 6), (11, 13), (15, 9)], [False, False, True, False], 66, False, [False, True, False, False], 4503, 'South', (17, 5))
Element 18: (1, (17, 5), ['%', '', '', ''], [(15, 6), (10, 13), (15, 8)], [True, False, False, False], 64, False, [False, False, False, False], 4532, 'North', (17, 6))
