Element 1: (1, (9, 8), ['.', 'F', '.', '.'], [(17, 6), (10, 2), (17, 11)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (9, 7))
Element 2: (1, (9, 7), ['%', '.', '', 'F'], [(18, 6), (11, 2), (18, 11)], [True, False, False, False], 96, False, [False, True, False, False], 1038, 'East', (10, 7))
Element 3: (1, (10, 7), ['', '.', '.', '%'], [(18, 5), (12, 2), (18, 10)], [False, False, False, True], 94, False, [False, True, True, False], 2067, 'North', (10, 8))
Element 4: (1, (10, 8), ['', '', '%', '.'], [(18, 4), (12, 3), (18, 9)], [False, False, True, False], 92, False, [False, False, False, True], 2106, 'East', (11, 8))
Element 5: (1, (11, 8), ['', '%', '.', '%'], [(17, 4), (13, 3), (18, 8)], [False, True, False, True], 90, False, [False, False, True, False], 2145, 'North', (11, 9))
Element 6: (1, (11, 9), ['%', '', '.', '.'], [(17, 5), (14, 3), (17, 8)], [True, False, False, False], 88, False, [False, False, True, True], 2184, 'East', (12, 9))
Element 7: (1, (12, 9), ['', '%', '.', '.'], [(17, 4), (14, 2), (17, 9)], [False, True, False, False], 86, False, [False, False, True, True], 2213, 'East', (13, 9))
Element 8: (1, (13, 9), ['', '.', '.', '%'], [(17, 3), (15, 2), (17, 10)], [False, False, False, True], 84, False, [False, True, True, False], 2252, 'North', (13, 10))
Element 9: (1, (13, 10), ['.', '', '.', '.'], [(16, 3), (16, 2), (16, 10)], [False, False, False, False], 82, False, [True, False, True, True], 2291, 'East', (14, 10))
Element 10: (1, (14, 10), ['', '%', '.', '.'], [(16, 4), (15, 2), (16, 11)], [False, True, False, False], 80, False, [False, False, True, True], 2320, 'East', (15, 10))
Element 11: (1, (15, 10), ['', '.', '.', ''], [(15, 4), (14, 2), (16, 12)], [False, False, False, False], 78, False, [False, True, True, False], 2349, 'North', (15, 11))
Element 12: (1, (15, 11), ['.', '', '.', ''], [(15, 5), (14, 1), (16, 13)], [False, False, False, False], 76, False, [True, False, True, False], 2388, 'North', (15, 12))
Element 13: (1, (15, 12), ['.', '', '%', ''], [(15, 6), (13, 1), (17, 13)], [False, False, True, False], 74, False, [True, False, False, False], 2427, 'West', (14, 12))
Element 14: (1, (14, 12), ['.', '.', '%', ''], [(15, 7), (12, 1), (18, 13)], [False, False, True, False], 72, False, [True, True, False, False], 2466, 'South', (14, 11))
Element 15: (1, (14, 11), ['.', '', '', ''], [(16, 7), (11, 1), (17, 13)], [False, False, False, False], 70, False, [True, False, False, False], 2495, 'West', (13, 11))
