Element 1: (2, (3, 7), ['.', '.', 'F', '%'], [(10, 6), (3, 11), (8, 4)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (3, 8))
Element 2: (2, (3, 8), ['%', '', '%', '%'], [(10, 7), (3, 12), (9, 4)], [True, False, True, True], 96, False, [False, False, False, False], 2038, 'South', (3, 7))
Element 3: (2, (3, 7), ['.', '.', '', '%'], [(9, 7), (3, 13), (10, 4)], [False, False, False, True], 94, False, [True, True, False, False], 3057, 'South', (3, 6))
Element 4: (2, (3, 6), ['.', '%', '', '.'], [(9, 8), (4, 13), (10, 3)], [False, True, False, False], 92, False, [True, False, False, True], 4086, 'East', (4, 6))
Element 5: (2, (4, 6), ['', '.', '%', '.'], [(10, 8), (5, 13), (11, 3)], [False, False, True, False], 90, False, [False, True, False, True], 5115, 'East', (5, 6))
Element 6: (2, (5, 6), ['', '.', '.', '.'], [(11, 8), (6, 13), (12, 3)], [False, False, False, False], 88, False, [False, True, True, True], 5154, 'East', (6, 6))
Element 7: (2, (6, 6), ['', '.', '.', '%'], [(11, 9), (7, 13), (13, 3)], [False, False, False, True], 86, False, [False, True, True, False], 5193, 'North', (6, 7))
Element 8: (2, (6, 7), ['.', '', '%', '%'], [(12, 9), (6, 13), (14, 3)], [False, False, True, True], 84, False, [True, False, False, False], 5222, 'West', (5, 7))
Element 9: (2, (5, 7), ['%', '', '%', ''], [(13, 9), (5, 13), (14, 2)], [True, False, True, False], 82, False, [False, False, False, False], 5251, 'East', (6, 7))
Element 10: (2, (6, 7), ['', '', '%', '%'], [(13, 10), (4, 13), (15, 2)], [False, False, True, True], 80, False, [False, False, False, False], 5270, 'South', (6, 6))
Element 11: (2, (6, 6), ['', '.', '', '%'], [(14, 10), (3, 13), (16, 2)], [False, False, False, True], 78, False, [False, True, False, False], 5289, 'South', (6, 5))
Element 12: (2, (6, 5), ['.', '.', '', '.'], [(15, 10), (2, 13), (16, 3)], [False, False, False, False], 76, False, [True, True, False, True], 5328, 'East', (7, 5))
Element 13: (2, (7, 5), ['', '.', '%', '%'], [(16, 10), (2, 12), (17, 3)], [False, False, True, True], 74, False, [False, True, False, False], 5367, 'South', (7, 4))
Element 14: (2, (7, 4), ['.', '.', '', ''], [(17, 10), (1, 12), (17, 4)], [False, False, False, False], 72, False, [True, True, False, False], 5406, 'South', (7, 3))
Element 15: (2, (7, 3), ['.', '.', '', '%'], [(18, 10), (1, 11), (18, 4)], [False, False, False, True], 70, False, [True, True, False, False], 5445, 'South', (7, 2))
Element 16: (2, (7, 2), ['.', '%', '', '.'], [(18, 11), (1, 10), (18, 5)], [False, True, False, False], 68, False, [True, False, False, True], 5484, 'East', (8, 2))
Element 17: (2, (8, 2), ['', '%', '%', '.'], [(17, 11), (2, 10), (18, 6)], [False, True, True, False], 66, False, [False, False, False, True], 5523, 'East', (9, 2))
Element 18: (2, (9, 2), ['', 'F', '%', '.'], [(16, 11), (3, 10), (17, 6)], [False, False, True, False], 64, False, [False, False, False, True], 5562, 'South', (9, 1))
Element 19: (2, (9, 1), ['%', '%', '', '.'], [(16, 12), (4, 10), (17, 5)], [True, True, False, False], 62, False, [False, False, False, True], 6591, 'East', (10, 1))
Element 20: (2, (10, 1), ['', '%', '.', '.'], [(16, 13), (5, 10), (17, 6)], [False, True, False, False], 60, False, [False, False, True, True], 6620, 'East', (11, 1))
Element 21: (2, (11, 1), ['', '%', '.', '.'], [(17, 13), (6, 10), (16, 6)], [False, True, False, False], 58, False, [False, False, True, True], 6659, 'East', (12, 1))
Element 22: (2, (12, 1), ['', '%', '.', '.'], [(18, 13), (6, 9), (16, 7)], [False, True, False, False], 56, False, [False, False, True, True], 7688, 'East', (13, 1))
Element 23: (2, (13, 1), ['', '%', '%', '.'], [(17, 13), (7, 9), (16, 8)], [False, True, True, False], 54, False, [False, False, False, True], 8707, 'East', (14, 1))
Element 24: (2, (14, 1), ['', '%', '', '%'], [(16, 13), (8, 9), (17, 8)], [False, True, False, True], 52, False, [False, False, False, False], 8736, 'North', (14, 2))
Element 25: (2, (14, 2), ['%', '', '', ''], [(16, 12), (9, 9), (18, 8)], [True, False, False, False], 50, False, [False, False, False, False], 8755, 'East', (15, 2))
Element 26: (2, (15, 2), ['', '%', '%', ''], [(15, 12), (9, 10), (18, 9)], [False, True, True, False], 48, False, [False, False, False, False], 8784, 'East', (16, 2))
Element 27: (2, (16, 2), ['', '%', '', '%'], [(15, 11), (10, 10), (17, 9)], [False, True, False, True], 46, False, [False, False, False, False], 8813, 'North', (16, 3))
Element 28: (2, (16, 3), ['%', '', '.', ''], [(14, 11), (11, 10), (16, 9)], [True, False, False, False], 44, False, [False, False, True, False], 8842, 'North', (16, 4))
Element 29: (2, (16, 4), ['.', '', '%', ''], [(14, 12), (12, 10), (15, 9)], [False, False, True, False], 42, False, [True, False, False, False], 8881, 'West', (15, 4))
Element 30: (2, (15, 4), ['%', '%', '.', ''], [(13, 12), (12, 11), (15, 8)], [True, True, False, False], 40, False, [False, False, True, False], 8920, 'North', (15, 5))
Element 31: (2, (15, 5), ['.', '', '.', '%'], [(13, 11), (12, 12), (15, 7)], [False, False, False, True], 38, False, [True, False, True, False], 8959, 'North', (15, 6))
Element 32: (2, (15, 6), ['.', '', '', ''], [(12, 11), (12, 13), (14, 7)], [False, False, False, False], 36, False, [True, False, False, False], 9978, 'West', (14, 6))
Element 33: (2, (14, 6), ['.', '.', '', ''], [(11, 11), (11, 13), (14, 8)], [False, False, False, False], 34, False, [True, True, False, False], 10017, 'South', (14, 5))
Element 34: (2, (14, 5), ['.', '%', '', ''], [(10, 11), (10, 13), (13, 8)], [False, True, False, False], 32, False, [True, False, False, False], 10056, 'West', (13, 5))
Element 35: (2, (13, 5), ['.', '%', '.', ''], [(10, 12), (11, 13), (13, 7)], [False, True, False, False], 30, False, [True, False, True, False], 10085, 'North', (13, 6))
Element 36: (2, (13, 6), ['.', '', '', ''], [(9, 12), (12, 13), (12, 7)], [False, False, False, False], 28, False, [True, False, False, False], 10114, 'West', (12, 6))
Element 37: (2, (12, 6), ['%', '.', '', ''], [(9, 11), (12, 12), (13, 7)], [True, False, False, False], 26, False, [False, True, False, False], 10133, 'South', (12, 5))
Element 38: (2, (12, 5), ['%', '%', '', ''], [(8, 11), (13, 12), (13, 8)], [True, True, False, False], 24, False, [False, False, False, False], 10152, 'North', (12, 6))
Element 39: (2, (12, 6), ['%', '', '', ''], [(7, 11), (14, 12), (13, 9)], [True, False, False, False], 22, False, [False, False, False, False], 11151, 'North', (12, 7))
Element 40: (2, (12, 7), ['%', '', '%', ''], [(7, 10), (15, 12), (13, 10)], [True, False, True, False], 20, False, [False, False, False, False], 11160, 'East', (13, 7))
Element 41: (2, (13, 7), ['', '', '', ''], [(8, 10), (16, 12), (14, 10)], [False, False, False, False], 18, False, [False, False, False, False], 11169, 'East', (14, 7))
Element 42: (2, (14, 7), ['', '', '', ''], [(9, 10), (16, 13), (15, 10)], [False, False, False, False], 16, False, [False, False, False, False], 11168, 'East', (15, 7))
Element 43: (2, (15, 7), ['', '', '', ''], [(10, 10), (17, 13), (16, 10)], [False, False, False, False], 14, False, [False, False, False, False], 11167, 'East', (16, 7))
Element 44: (2, (16, 7), ['', '', '', '%'], [(11, 10), (18, 13), (17, 10)], [False, False, False, True], 12, False, [False, False, False, False], 11166, 'North', (16, 8))
Element 45: (2, (16, 8), ['', '', '', ''], [(12, 10), (17, 13), (18, 10)], [False, False, False, False], 10, False, [False, False, False, False], 11165, 'East', (17, 8))
Element 46: (2, (17, 8), ['', '%', '', ''], [(11, 10), (16, 13), (18, 11)], [False, True, False, False], 8, False, [False, False, False, False], 11164, 'East', (18, 8))
Element 47: (2, (18, 8), ['', '%', '', '%'], [(10, 10), (16, 12), (17, 11)], [False, True, False, True], 6, False, [False, False, False, False], 11163, 'North', (18, 9))
Element 48: (2, (18, 9), ['', '', '', '%'], [(9, 10), (15, 12), (16, 11)], [False, False, False, True], 4, False, [False, False, False, False], 11162, 'North', (18, 10))
Element 49: (2, (18, 10), ['', '', '', '%'], [(9, 9), (14, 12), (16, 12)], [False, False, False, True], 2, False, [False, False, False, False], 11161, 'North', (18, 11))
Element 50: (2, (18, 11), ['', '', '%', '%'], [(9, 9), (14, 12), (16, 13)], [False, False, True, True], 0, False, [False, False, False, False], 11160, 'Stop', (18, 11))
Element 51: #0#
