Element 1: (3, (9, 6), ['%', '.', 'F', '.'], [(14, 2), (2, 1), (9, 10)], [True, False, False, False], 98, False, [False, True, False, True], 1019, 'North', (9, 7))
Element 2: (3, (9, 7), ['%', '', '.', 'F'], [(15, 2), (3, 1), (10, 10)], [True, False, False, False], 96, False, [False, False, True, False], 2048, 'East', (10, 7))
Element 3: (3, (10, 7), ['', '.', '.', '%'], [(16, 2), (4, 1), (11, 10)], [False, False, False, True], 94, False, [False, True, True, False], 3077, 'North', (10, 8))
Element 4: (3, (10, 8), ['.', '', '%', '.'], [(16, 3), (4, 2), (12, 10)], [False, False, True, False], 92, False, [True, False, False, True], 3116, 'East', (11, 8))
Element 5: (3, (11, 8), ['', '%', '.', '%'], [(17, 3), (5, 2), (13, 10)], [False, True, False, True], 90, False, [False, False, True, False], 3155, 'North', (11, 9))
Element 6: (3, (11, 9), ['%', '', '', '.'], [(17, 4), (6, 2), (14, 10)], [True, False, False, False], 88, False, [False, False, False, True], 3194, 'East', (12, 9))
Element 7: (3, (12, 9), ['', '%', '', '.'], [(18, 4), (7, 2), (15, 10)], [False, True, False, False], 86, False, [False, False, False, True], 3233, 'East', (13, 9))
Element 8: (3, (13, 9), ['', '.', '', '%'], [(18, 5), (8, 2), (16, 10)], [False, False, False, True], 84, False, [False, True, False, False], 3272, 'South', (13, 8))
Element 9: (3, (13, 8), ['%', '.', '', '.'], [(18, 6), (9, 2), (17, 10)], [True, False, False, False], 82, False, [False, True, False, True], 3311, 'East', (14, 8))
Element 10: (3, (14, 8), ['', '.', '%', '.'], [(17, 6), (9, 1), (18, 10)], [False, False, True, False], 80, False, [False, True, False, True], 4340, 'East', (15, 8))
Element 11: (3, (15, 8), ['', '.', '.', '.'], [(17, 5), (10, 1), (18, 11)], [False, False, False, False], 78, False, [False, True, True, True], 4379, 'East', (16, 8))
Element 12: (3, (16, 8), ['', '.', '.', '.'], [(17, 6), (11, 1), (17, 11)], [False, False, False, False], 76, False, [False, True, True, True], 4408, 'East', (17, 8))
Element 13: (3, (17, 8), ['', '%', '.', '.'], [(16, 6), (12, 1), (16, 11)], [False, True, False, False], 74, False, [False, False, True, True], 4447, 'East', (18, 8))
Element 14: (3, (18, 8), ['', '%', '.', '%'], [(16, 7), (13, 1), (16, 12)], [False, True, False, True], 72, False, [False, False, True, False], 4486, 'North', (18, 9))
Element 15: (3, (18, 9), ['.', '', '', '%'], [(15, 7), (14, 1), (16, 13)], [False, False, False, True], 70, False, [True, False, False, False], 4525, 'West', (17, 9))
Element 16: (3, (17, 9), ['.', '', '', ''], [(15, 6), (14, 2), (17, 13)], [False, False, False, False], 68, False, [True, False, False, False], 4554, 'West', (16, 9))
Element 17: (3, (16, 9), ['.', '', '', ''], [(15, 5), (15, 2), (18, 13)], [False, False, False, False], 66, False, [True, False, False, False], 4583, 'West', (15, 9))
Element 18: (3, (15, 9), ['%', '', '', ''], [(15, 4), (16, 2), (17, 13)], [True, False, False, False], 64, False, [False, False, False, False], 4602, 'North', (15, 10))
