Element 1: (3, (9, 6), ['%', '.', 'F', '.'], [(14, 2), (2, 1), (9, 10)], [True, False, False, False], 98, False, [False, True, False, True], 1019, 'North', (9, 7))
Element 19: (3, (15, 10), ['', '', '.', ''], [(16, 4), (16, 3), (16, 13)], [False, False, False, False], 62, False, [False, False, True, False], 4611, 'North', (15, 11))
Element 20: (3, (15, 11), ['.', '', '.', ''], [(15, 4), (17, 3), (16, 12)], [False, False, False, False], 60, False, [True, False, True, False], 4620, 'North', (15, 12))
Element 21: (3, (15, 12), ['.', '', '%', ''], [(15, 5), (17, 4), (16, 11)], [False, False, True, False], 58, False, [True, False, False, False], 4629, 'West', (14, 12))
Element 22: (3, (14, 12), ['.', '.', '%', ''], [(14, 5), (18, 4), (16, 12)], [False, False, True, False], 56, False, [True, True, False, False], 4648, 'South', (14, 11))
Element 23: (3, (14, 11), ['.', '', '', ''], [(14, 6), (18, 5), (16, 11)], [False, False, False, False], 54, False, [True, False, False, False], 4667, 'West', (13, 11))
Element 24: (3, (13, 11), ['.', '', '.', ''], [(14, 7), (18, 6), (15, 11)], [False, False, False, False], 52, False, [True, False, True, False], 4686, 'North', (13, 12))
Element 25: (3, (13, 12), ['.', '', '%', ''], [(13, 7), (17, 6), (15, 12)], [False, False, True, False], 50, False, [True, False, False, False], 4705, 'West', (12, 12))
Element 26: (3, (12, 12), ['%', '.', 'F', ''], [(13, 6), (17, 5), (14, 12)], [True, False, False, False], 48, False, [False, True, False, False], 4724, 'North', (12, 13))
Element 27: (3, (12, 13), ['.', '', '%', '%'], [(13, 5), (17, 6), (14, 11)], [False, False, True, True], 46, False, [True, False, False, False], 5733, 'West', (11, 13))
Element 28: (3, (11, 13), ['.', '%', '%', ''], [(12, 5), (16, 6), (13, 11)], [False, True, True, False], 44, False, [True, False, False, False], 5752, 'West', (10, 13))
Element 29: (3, (10, 13), ['%', '.', '%', ''], [(12, 6), (16, 7), (12, 11)], [True, False, True, False], 42, False, [False, True, False, False], 5781, 'South', (10, 12))
Element 30: (3, (10, 12), ['.', '.', '', '%'], [(12, 7), (16, 8), (11, 11)], [False, False, False, True], 40, False, [True, True, False, False], 5810, 'South', (10, 11))
Element 31: (3, (10, 11), ['.', '', '', ''], [(12, 6), (17, 8), (12, 11)], [False, False, False, False], 38, False, [True, False, False, False], 5819, 'West', (9, 11))
Element 32: (3, (9, 11), ['.', '', '.', ''], [(12, 5), (18, 8), (12, 12)], [False, False, False, False], 36, False, [True, False, True, False], 5828, 'North', (9, 12))
Element 33: (3, (9, 12), ['%', '', '%', ''], [(13, 5), (18, 9), (13, 12)], [True, False, True, False], 34, False, [False, False, False, False], 5837, 'South', (9, 11))
Element 34: (3, (9, 11), ['.', '', '', ''], [(13, 6), (18, 10), (12, 12)], [False, False, False, False], 32, False, [True, False, False, False], 5836, 'West', (8, 11))
Element 35: (3, (8, 11), ['F', '', '%', ''], [(12, 6), (18, 11), (12, 13)], [False, False, True, False], 30, False, [False, False, False, False], 5845, 'West', (7, 11))
Element 36: (3, (7, 11), ['.', '.', '%', ''], [(13, 6), (17, 11), (11, 13)], [False, False, True, False], 28, False, [True, True, False, False], 6844, 'South', (7, 10))
Element 37: (3, (7, 10), ['.', 'F', '', ''], [(13, 7), (17, 10), (10, 13)], [False, False, False, False], 26, False, [True, False, False, False], 6853, 'South', (7, 9))
Element 38: (3, (7, 9), ['F', '%', '', '.'], [(12, 7), (17, 9), (10, 12)], [False, True, False, False], 24, False, [False, False, False, True], 7852, 'West', (6, 9))
Element 39: (3, (6, 9), ['.', '%', '.', ''], [(13, 7), (16, 9), (10, 11)], [False, True, False, False], 22, False, [True, False, True, False], 8851, 'North', (6, 10))
Element 40: (3, (6, 10), ['.', '', '.', ''], [(13, 8), (16, 10), (9, 11)], [False, False, False, False], 20, False, [True, False, True, False], 8860, 'North', (6, 11))
Element 41: (3, (6, 11), ['.', '', '%', ''], [(14, 8), (16, 11), (9, 12)], [False, False, True, False], 18, False, [True, False, False, False], 8869, 'West', (5, 11))
Element 42: (3, (5, 11), ['%', '.', '%', ''], [(15, 8), (16, 12), (9, 11)], [True, False, True, False], 16, False, [False, True, False, False], 8878, 'South', (5, 10))
Element 43: (3, (5, 10), ['.', '.', '', ''], [(16, 8), (16, 13), (8, 11)], [False, False, False, False], 14, False, [True, True, False, False], 8887, 'South', (5, 9))
Element 44: (3, (5, 9), ['.', '%', '', ''], [(17, 8), (17, 13), (7, 11)], [False, True, False, False], 12, False, [True, False, False, False], 8896, 'West', (4, 9))
Element 45: (3, (4, 9), ['%', '%', '.', ''], [(18, 8), (18, 13), (7, 10)], [True, True, False, False], 10, False, [False, False, True, False], 8905, 'North', (4, 10))
Element 46: (3, (4, 10), ['.', '', '%', ''], [(18, 9), (17, 13), (7, 9)], [False, False, True, False], 8, False, [True, False, False, False], 8914, 'West', (3, 10))
Element 47: (3, (3, 10), ['.', '%', '.', ''], [(18, 10), (16, 13), (8, 9)], [False, True, False, False], 6, False, [True, False, True, False], 8933, 'North', (3, 11))
Element 48: (3, (3, 11), ['.', '', '.', '%'], [(18, 11), (16, 12), (9, 9)], [False, False, False, True], 4, False, [True, False, True, False], 8952, 'North', (3, 12))
Element 49: (3, (3, 12), ['.', '', '.', '%'], [(17, 11), (15, 12), (9, 8)], [False, False, False, True], 2, False, [True, False, True, False], 8971, 'North', (3, 13))
Element 50: (3, (3, 13), ['.', '', '%', 'F'], [(17, 11), (15, 12), (9, 8)], [False, False, True, False], 0, False, [True, False, False, False], 8980, 'Stop', (3, 13))
Element 51: #0#
