Element 1: (3, (15, 7), ['G', '.', '.', '.'], [(6, 9), (6, 6), (14, 7)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (16, 7))
Element 2: (3, (16, 7), ['', '.', '.', '%'], [(7, 9), (6, 5), (14, 8)], [False, False, False, True], 96, False, [False, True, True, False], 2048, 'North', (16, 8))
Element 3: (3, (16, 8), ['G', '', '.', '.'], [(8, 9), (7, 5), (15, 8)], [False, False, False, False], 94, False, [False, False, True, True], 2087, 'East', (17, 8))
Element 4: (3, (17, 8), ['', '%', '.', '.'], [(9, 9), (7, 4), (15, 9)], [False, True, False, False], 92, False, [False, False, True, True], 2126, 'East', (18, 8))
Element 5: (3, (18, 8), ['', '%', '.', '%'], [(9, 10), (8, 4), (16, 9)], [False, True, False, True], 90, False, [False, False, True, False], 2165, 'North', (18, 9))
Element 6: (3, (18, 9), ['G', '', '.', '%'], [(10, 10), (9, 4), (17, 9)], [False, False, False, True], 88, False, [False, False, True, False], 2204, 'North', (18, 10))
Element 7: (3, (18, 10), ['G', '', '.', '%'], [(11, 10), (10, 4), (17, 10)], [False, False, False, True], 86, False, [False, False, True, False], 2243, 'North', (18, 11))
Element 8: (3, (18, 11), ['G', '', '%', '%'], [(12, 10), (10, 5), (17, 11)], [False, False, True, True], 84, False, [False, False, False, False], 2282, 'South', (18, 10))
Element 9: (3, (18, 10), ['', '', '', '%'], [(13, 10), (10, 6), (16, 11)], [False, False, False, True], 82, False, [False, False, False, False], 2311, 'South', (18, 9))
Element 10: (3, (18, 9), ['', '', '', '%'], [(14, 10), (10, 7), (16, 12)], [False, False, False, True], 80, False, [False, False, False, False], 3330, 'South', (18, 8))
Element 11: (3, (18, 8), ['', '%', '', '%'], [(15, 10), (9, 7), (16, 13)], [False, True, False, True], 78, False, [False, False, False, False], 4349, 'West', (17, 8))
Element 12: (3, (17, 8), ['', '%', '', ''], [(16, 10), (9, 8), (17, 13)], [False, True, False, False], 76, False, [False, False, False, False], 4378, 'North', (17, 9))
Element 13: (3, (17, 9), ['', '', 'G', ''], [(17, 10), (10, 8), (18, 13)], [False, False, False, False], 74, False, [False, False, False, False], 4397, 'West', (16, 9))
Element 14: (3, (16, 9), ['', '', '', ''], [(18, 10), (11, 8), (17, 13)], [False, False, False, False], 72, False, [False, False, False, False], 4406, 'North', (16, 10))
Element 15: (3, (16, 10), ['', '', '', ''], [(18, 11), (11, 9), (16, 13)], [False, False, False, False], 70, False, [False, False, False, False], 4415, 'East', (17, 10))
Element 16: (3, (17, 10), ['', '', 'G', ''], [(17, 11), (12, 9), (16, 12)], [False, False, False, False], 68, False, [False, False, False, False], 4424, 'West', (16, 10))
Element 17: (3, (16, 10), ['', '', 'G', ''], [(16, 11), (13, 9), (15, 12)], [False, False, False, False], 66, False, [False, False, False, False], 4443, 'West', (15, 10))
