Element 1: (0, (3, 7), ['.', '.', 'F', '%'], [(2, 11), (11, 9), (18, 6)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (3, 8))
Element 20: (0, (10, 7), ['F', '', '.', '%'], [(4, 10), (15, 12), (15, 4)], [False, False, False, True], 60, False, [False, False, True, False], 4601, 'West', (9, 7))
Element 21: (0, (9, 7), ['%', '.', '.', ''], [(5, 10), (15, 11), (16, 4)], [True, False, False, False], 58, False, [False, True, True, False], 5630, 'North', (9, 8))
Element 22: (0, (9, 8), ['.', '', '.', '.'], [(6, 10), (14, 11), (16, 3)], [False, False, False, False], 56, False, [True, False, True, True], 5669, 'East', (10, 8))
Element 23: (0, (10, 8), ['', '', '%', '.'], [(6, 9), (14, 12), (17, 3)], [False, False, True, False], 54, False, [False, False, False, True], 6698, 'East', (11, 8))
Element 24: (0, (11, 8), ['', '%', '', '%'], [(7, 9), (13, 12), (16, 3)], [False, True, False, True], 52, False, [False, False, False, False], 7717, 'North', (11, 9))
Element 25: (0, (11, 9), ['%', '', '.', ''], [(8, 9), (13, 11), (16, 2)], [True, False, False, False], 50, False, [False, False, True, False], 7746, 'North', (11, 10))
Element 26: (0, (11, 10), ['.', '', '.', '.'], [(9, 9), (12, 11), (15, 2)], [False, False, False, False], 48, False, [True, False, True, True], 7785, 'East', (12, 10))
Element 27: (0, (12, 10), ['', '', '', ''], [(9, 10), (12, 12), (14, 2)], [False, False, False, False], 46, False, [False, False, False, False], 7824, 'East', (13, 10))
Element 28: (0, (13, 10), ['', '', '', ''], [(10, 10), (12, 13), (14, 3)], [False, False, False, False], 44, False, [False, False, False, False], 8843, 'East', (14, 10))
Element 29: (0, (14, 10), ['', '%', '', ''], [(10, 11), (11, 13), (13, 3)], [False, True, False, False], 42, False, [False, False, False, False], 8872, 'East', (15, 10))
Element 30: (0, (15, 10), ['', '', '', ''], [(11, 11), (10, 13), (12, 3)], [False, False, False, False], 40, False, [False, False, False, False], 8901, 'East', (16, 10))
Element 31: (0, (16, 10), ['', '', '', ''], [(12, 11), (10, 12), (12, 2)], [False, False, False, False], 38, False, [False, False, False, False], 8920, 'East', (17, 10))
Element 32: (0, (17, 10), ['', '', '', ''], [(13, 11), (9, 12), (12, 1)], [False, False, False, False], 36, False, [False, False, False, False], 8939, 'East', (18, 10))
Element 33: (0, (18, 10), ['', '', '', '%'], [(14, 11), (9, 11), (13, 1)], [False, False, False, True], 34, False, [False, False, False, False], 8958, 'North', (18, 11))
Element 34: (0, (18, 11), ['', '', '%', '%'], [(15, 11), (8, 11), (14, 1)], [False, False, True, True], 32, False, [False, False, False, False], 8977, 'West', (17, 11))
Element 35: (0, (17, 11), ['G', '', '%', ''], [(16, 11), (7, 11), (13, 1)], [False, False, True, False], 30, False, [False, False, False, False], 9976, 'East', (18, 11))
Element 36: (0, (18, 11), ['G', '', '%', '%'], [(17, 11), (7, 10), (12, 1)], [False, False, True, True], 28, False, [False, False, False, False], 9985, 'South', (18, 10))
Element 37: (0, (18, 10), ['', '', 'G', '%'], [(18, 11), (8, 10), (11, 1)], [False, False, False, True], 26, False, [False, False, False, False], 10004, 'South', (18, 9))
Element 38: (0, (18, 9), ['', '', 'G', '%'], [(18, 10), (9, 10), (11, 2)], [False, False, False, True], 24, False, [False, False, False, False], 10013, 'South', (18, 8))
Element 39: (0, (18, 8), ['', '%', 'G', '%'], [(18, 9), (10, 10), (11, 3)], [False, True, False, True], 22, False, [False, False, False, False], 10022, 'West', (17, 8))
Element 40: (0, (17, 8), ['', '%', '', 'G'], [(18, 8), (11, 10), (10, 3)], [False, True, False, False], 20, False, [False, False, False, False], 10031, 'North', (17, 9))
Element 41: (0, (17, 9), ['', 'G', '', ''], [(17, 8), (12, 10), (10, 2)], [False, False, False, False], 18, False, [False, False, False, False], 10040, 'West', (16, 9))
Element 42: (0, (16, 9), ['', '', '', 'G'], [(17, 9), (11, 10), (10, 1)], [False, False, False, False], 16, False, [False, False, False, False], 10049, 'South', (16, 8))
Element 43: (0, (16, 8), ['', '', '', ''], [(17, 10), (11, 11), (9, 1)], [False, False, False, False], 14, False, [False, False, False, False], 11048, 'South', (16, 7))
Element 44: (0, (16, 7), ['', '', '', '%'], [(16, 10), (10, 11), (9, 2)], [False, False, False, True], 12, False, [False, False, False, False], 11057, 'South', (16, 6))
Element 45: (0, (16, 6), ['', '%', '', ''], [(16, 9), (11, 11), (8, 2)], [False, True, False, False], 10, False, [False, False, False, False], 11066, 'East', (17, 6))
Element 46: (0, (17, 6), ['', '', '%', ''], [(16, 8), (11, 10), (7, 2)], [False, False, True, False], 8, False, [False, False, False, False], 11075, 'East', (18, 6))
Element 47: (0, (18, 6), ['', '', '%', '%'], [(16, 7), (10, 10), (7, 3)], [False, False, True, True], 6, False, [False, False, False, False], 11084, 'South', (18, 5))
Element 48: (0, (18, 5), ['', '', '', '%'], [(16, 6), (10, 11), (6, 3)], [False, False, False, True], 4, False, [False, False, False, False], 11093, 'South', (18, 4))
Element 49: (0, (18, 4), ['', '%', '', '%'], [(17, 6), (10, 10), (6, 4)], [False, True, False, True], 2, False, [False, False, False, False], 11102, 'West', (17, 4))
Element 50: (0, (17, 4), ['', '', '', ''], [(18, 6), (9, 10), (5, 4)], [False, False, False, False], 0, False, [False, False, False, False], 11111, 'Stop', (17, 4))
Element 51: #0#
