Element 1: (2, (10, 8), ['.', 'F', '%', '.'], [(5, 9), (7, 3), (13, 6)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (10, 7))
Element 2: (2, (10, 7), ['F', '.', '', '%'], [(6, 9), (7, 4), (14, 6)], [False, False, False, True], 96, False, [False, True, False, False], 2038, 'West', (9, 7))
Element 3: (2, (9, 7), ['%', '.', '.', ''], [(7, 9), (8, 4), (15, 6)], [True, False, False, False], 94, False, [False, True, True, False], 4057, 'North', (9, 8))
Element 4: (2, (9, 8), ['.', '', '.', ''], [(8, 9), (9, 4), (16, 6)], [False, False, False, False], 92, False, [True, False, True, False], 4096, 'North', (9, 9))
Element 5: (2, (9, 9), ['', '', '.', '%'], [(8, 10), (10, 4), (17, 6)], [False, False, False, True], 90, False, [False, False, True, False], 4135, 'North', (9, 10))
Element 6: (2, (9, 10), ['', '', '.', '.'], [(8, 11), (10, 5), (18, 6)], [False, False, False, False], 88, False, [False, False, True, True], 4174, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(7, 11), (10, 6), (18, 5)], [False, True, False, False], 86, False, [False, False, True, True], 5203, 'East', (11, 10))
Element 8: (2, (11, 10), ['', '.', '.', '.'], [(7, 10), (9, 6), (18, 4)], [False, False, False, False], 84, False, [False, True, True, True], 5242, 'East', (12, 10))
Element 9: (2, (12, 10), ['', '.', '.', '.'], [(6, 10), (9, 5), (17, 4)], [False, False, False, False], 82, False, [False, True, True, True], 5281, 'East', (13, 10))
Element 10: (2, (13, 10), ['', '.', '.', '.'], [(6, 11), (9, 6), (17, 5)], [False, False, False, False], 80, False, [False, True, True, True], 5310, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(5, 11), (9, 7), (17, 4)], [False, True, False, False], 78, False, [False, False, True, True], 5329, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '.', '.'], [(5, 10), (10, 7), (17, 3)], [False, False, False, False], 76, False, [False, True, True, True], 5358, 'East', (16, 10))
Element 13: (2, (16, 10), ['', '.', '.', '.'], [(4, 10), (10, 8), (16, 3)], [False, False, False, False], 74, False, [False, True, True, True], 5387, 'East', (17, 10))
Element 14: (2, (17, 10), ['', '.', '.', '.'], [(3, 10), (11, 8), (16, 4)], [False, False, False, False], 72, False, [False, True, True, True], 5426, 'East', (18, 10))
Element 15: (2, (18, 10), ['', '.', '.', '%'], [(3, 11), (11, 9), (15, 4)], [False, False, False, True], 70, False, [False, True, True, False], 5465, 'North', (18, 11))
Element 16: (2, (18, 11), ['.', '', '%', '%'], [(3, 12), (12, 9), (15, 5)], [False, False, True, True], 68, False, [True, False, False, False], 5504, 'West', (17, 11))
Element 17: (2, (17, 11), ['.', '', '%', ''], [(3, 13), (13, 9), (14, 5)], [False, False, True, False], 66, False, [True, False, False, False], 5543, 'West', (16, 11))
Element 18: (2, (16, 11), ['.', '', '.', ''], [(4, 13), (13, 8), (13, 5)], [False, False, False, False], 64, False, [True, False, True, False], 6572, 'North', (16, 12))
Element 19: (2, (16, 12), ['.', '', '.', '%'], [(5, 13), (14, 8), (12, 5)], [False, False, False, True], 62, False, [True, False, True, False], 7601, 'North', (16, 13))
Element 20: (2, (16, 13), ['%', '', '%', '.'], [(6, 13), (15, 8), (12, 6)], [True, False, True, False], 60, False, [False, False, False, True], 7640, 'East', (17, 13))
Element 21: (2, (17, 13), ['', '%', '%', '.'], [(7, 13), (16, 8), (12, 7)], [False, True, True, False], 58, False, [False, False, False, True], 7679, 'East', (18, 13))
Element 22: (2, (18, 13), ['', '%', '%', '%'], [(6, 13), (17, 8), (13, 7)], [False, True, True, True], 56, False, [False, False, False, False], 7708, 'West', (17, 13))
Element 23: (2, (17, 13), ['', '%', '%', ''], [(5, 13), (18, 8), (14, 7)], [False, True, True, False], 54, False, [False, False, False, False], 7727, 'West', (16, 13))
Element 24: (2, (16, 13), ['%', '', '%', ''], [(4, 13), (18, 9), (15, 7)], [True, False, True, False], 52, False, [False, False, False, False], 7746, 'South', (16, 12))
Element 25: (2, (16, 12), ['.', '', '', '%'], [(3, 13), (17, 9), (16, 7)], [False, False, False, True], 50, False, [True, False, False, False], 7765, 'West', (15, 12))
Element 26: (2, (15, 12), ['.', '.', '%', ''], [(2, 13), (16, 9), (16, 8)], [False, False, True, False], 48, False, [True, True, False, False], 7794, 'South', (15, 11))
Element 27: (2, (15, 11), ['.', '', '', ''], [(2, 12), (15, 9), (17, 8)], [False, False, False, False], 46, False, [True, False, False, False], 7823, 'West', (14, 11))
Element 28: (2, (14, 11), ['.', '', '.', ''], [(2, 11), (15, 10), (18, 8)], [False, False, False, False], 44, False, [True, False, True, False], 7842, 'North', (14, 12))
Element 29: (2, (14, 12), ['.', '', '%', ''], [(2, 10), (16, 10), (18, 9)], [False, False, True, False], 42, False, [True, False, False, False], 7861, 'West', (13, 12))
Element 30: (2, (13, 12), ['.', '.', '%', ''], [(1, 10), (17, 10), (18, 10)], [False, False, True, False], 40, False, [True, True, False, False], 7880, 'South', (13, 11))
Element 31: (2, (13, 11), ['.', '', '', ''], [(1, 11), (18, 10), (18, 11)], [False, False, False, False], 38, False, [True, False, False, False], 7899, 'West', (12, 11))
Element 32: (2, (12, 11), ['.', '', '.', ''], [(1, 12), (18, 11), (17, 11)], [False, False, False, False], 36, False, [True, False, True, False], 7918, 'North', (12, 12))
Element 33: (2, (12, 12), ['%', '', 'F', ''], [(1, 11), (17, 11), (17, 10)], [True, False, False, False], 34, False, [False, False, False, False], 7927, 'North', (12, 13))
Element 34: (2, (12, 13), ['.', '', '%', '%'], [(1, 10), (16, 11), (17, 9)], [False, False, True, True], 32, False, [True, False, False, False], 8926, 'West', (11, 13))
Element 35: (2, (11, 13), ['.', '%', '%', ''], [(2, 10), (16, 12), (16, 9)], [False, True, True, False], 30, False, [True, False, False, False], 8935, 'West', (10, 13))
Element 36: (2, (10, 13), ['%', '.', '%', ''], [(2, 11), (16, 13), (16, 10)], [True, False, True, False], 28, False, [False, True, False, False], 8944, 'South', (10, 12))
Element 37: (2, (10, 12), ['.', '.', '', '%'], [(1, 11), (17, 13), (16, 11)], [False, False, False, True], 26, False, [True, True, False, False], 8953, 'South', (10, 11))
Element 38: (2, (10, 11), ['.', '', '', '.'], [(2, 11), (18, 13), (16, 12)], [False, False, False, False], 24, False, [True, False, False, True], 8962, 'East', (11, 11))
Element 39: (2, (11, 11), ['', '', '%', ''], [(2, 12), (17, 13), (16, 13)], [False, False, True, False], 22, False, [False, False, False, False], 8971, 'West', (10, 11))
Element 40: (2, (10, 11), ['.', '', '', ''], [(1, 12), (16, 13), (16, 12)], [False, False, False, False], 20, False, [True, False, False, False], 8970, 'West', (9, 11))
Element 41: (2, (9, 11), ['', '', '.', ''], [(2, 12), (16, 12), (15, 12)], [False, False, False, False], 18, False, [False, False, True, False], 8979, 'North', (9, 12))
Element 42: (2, (9, 12), ['%', '', '%', ''], [(2, 13), (15, 12), (15, 11)], [True, False, True, False], 16, False, [False, False, False, False], 8988, 'South', (9, 11))
Element 43: (2, (9, 11), ['', '', '', ''], [(3, 13), (15, 11), (15, 10)], [False, False, False, False], 14, False, [False, False, False, False], 8987, 'West', (8, 11))
Element 44: (2, (8, 11), ['', '', '%', ''], [(3, 12), (14, 11), (15, 9)], [False, False, True, False], 12, False, [False, False, False, False], 8986, 'South', (8, 10))
Element 45: (2, (8, 10), ['', '', '', ''], [(2, 12), (14, 12), (15, 8)], [False, False, False, False], 10, False, [False, False, False, False], 8985, 'South', (8, 9))
Element 46: (2, (8, 9), ['', '.', '', ''], [(3, 12), (13, 12), (14, 8)], [False, False, False, False], 8, False, [False, True, False, False], 8984, 'South', (8, 8))
