Element 1: (0, (5, 11), ['%', '.', '%', '.'], [(3, 2), (5, 2), (15, 12)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (6, 11))
Element 2: (0, (6, 11), ['', '.', '%', 'F'], [(4, 2), (6, 2), (16, 12)], [False, False, True, False], 96, False, [False, True, False, False], 39, 'East', (7, 11))
Element 3: (0, (7, 11), ['', '.', '%', '.'], [(4, 1), (7, 2), (16, 13)], [False, False, True, False], 94, False, [False, True, False, True], 1068, 'East', (8, 11))
Element 4: (0, (8, 11), ['', '.', '%', '.'], [(3, 1), (8, 2), (17, 13)], [False, False, True, False], 92, False, [False, True, False, True], 1107, 'East', (9, 11))
Element 5: (0, (9, 11), ['', '.', '.', '.'], [(2, 1), (9, 2), (18, 13)], [False, False, False, False], 90, False, [False, True, True, True], 2136, 'East', (10, 11))
Element 6: (0, (10, 11), ['', '.', '.', '.'], [(2, 2), (9, 1), (17, 13)], [False, False, False, False], 88, False, [False, True, True, True], 3155, 'East', (11, 11))
Element 7: (0, (11, 11), ['', '.', '%', '.'], [(1, 2), (10, 1), (16, 13)], [False, False, True, False], 86, False, [False, True, False, True], 3184, 'East', (12, 11))
Element 8: (0, (12, 11), ['', '.', '.', '.'], [(1, 1), (11, 1), (16, 12)], [False, False, False, False], 84, False, [False, True, True, True], 3213, 'East', (13, 11))
Element 9: (0, (13, 11), ['', '.', '.', '.'], [(1, 2), (12, 1), (16, 11)], [False, False, False, False], 82, False, [False, True, True, True], 3242, 'East', (14, 11))
Element 10: (0, (14, 11), ['', '.', '.', '.'], [(2, 2), (13, 1), (17, 11)], [False, False, False, False], 80, False, [False, True, True, True], 3271, 'East', (15, 11))
Element 11: (0, (15, 11), ['', '.', '', ''], [(2, 1), (14, 1), (18, 11)], [False, False, False, False], 78, False, [False, True, False, False], 3300, 'South', (15, 10))
Element 12: (0, (15, 10), ['.', '.', '', '.'], [(1, 1), (14, 2), (18, 10)], [False, False, False, False], 76, False, [True, True, False, True], 3329, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '.', '', '.'], [(2, 1), (15, 2), (18, 9)], [False, False, False, False], 74, False, [False, True, False, True], 3358, 'East', (17, 10))
Element 14: (0, (17, 10), ['', '.', '', ''], [(3, 1), (16, 2), (18, 8)], [False, False, False, False], 72, False, [False, True, False, False], 3387, 'South', (17, 9))
Element 15: (0, (17, 9), ['.', 'G', '', ''], [(4, 1), (16, 3), (17, 8)], [False, False, False, False], 70, False, [True, False, False, False], 3416, 'West', (16, 9))
Element 16: (0, (16, 9), ['.', 'G', '', ''], [(4, 2), (17, 3), (16, 8)], [False, False, False, False], 68, False, [True, False, False, False], 3445, 'West', (15, 9))
Element 17: (0, (15, 9), ['%', '.', '', ''], [(5, 2), (17, 4), (16, 7)], [True, False, False, False], 66, False, [False, True, False, False], 3474, 'South', (15, 8))
Element 18: (0, (15, 8), ['.', '.', '', ''], [(5, 3), (18, 4), (16, 6)], [False, False, False, False], 64, False, [True, True, False, False], 3513, 'South', (15, 7))
Element 19: (0, (15, 7), ['.', '.', '', ''], [(6, 3), (18, 5), (17, 6)], [False, False, False, False], 62, False, [True, True, False, False], 3552, 'South', (15, 6))
Element 20: (0, (15, 6), ['.', '.', '', ''], [(7, 3), (18, 6), (17, 5)], [False, False, False, False], 60, False, [True, True, False, False], 3591, 'South', (15, 5))
Element 21: (0, (15, 5), ['.', '.', '', '%'], [(7, 4), (17, 6), (18, 5)], [False, False, False, True], 58, False, [True, True, False, False], 3610, 'South', (15, 4))
Element 22: (0, (15, 4), ['%', '%', '', '.'], [(8, 4), (17, 5), (18, 6)], [True, True, False, False], 56, False, [False, False, False, True], 3629, 'East', (16, 4))
Element 23: (0, (16, 4), ['', '', '%', ''], [(9, 4), (17, 6), (18, 5)], [False, False, True, False], 54, False, [False, False, False, False], 3648, 'East', (17, 4))
Element 24: (0, (17, 4), ['', '', '', 'G'], [(10, 4), (16, 6), (18, 4)], [False, False, False, False], 52, False, [False, False, False, False], 3657, 'North', (17, 5))
Element 25: (0, (17, 5), ['%', 'G', '', ''], [(10, 5), (16, 7), (17, 4)], [True, False, False, False], 50, False, [False, False, False, False], 3666, 'East', (18, 5))
Element 26: (0, (18, 5), ['', '', '', '%'], [(10, 6), (16, 8), (17, 3)], [False, False, False, True], 48, False, [False, False, False, False], 3675, 'North', (18, 6))
Element 27: (0, (18, 6), ['', '', '%', '%'], [(10, 7), (17, 8), (16, 3)], [False, False, True, True], 46, False, [False, False, False, False], 4674, 'West', (17, 6))
Element 28: (0, (17, 6), ['', '', '%', ''], [(9, 7), (18, 8), (16, 4)], [False, False, True, False], 44, False, [False, False, False, False], 5673, 'West', (16, 6))
Element 29: (0, (16, 6), ['', '%', '', ''], [(9, 8), (18, 9), (15, 4)], [False, True, False, False], 42, False, [False, False, False, False], 5682, 'North', (16, 7))
Element 30: (0, (16, 7), ['', '', '', '%'], [(10, 8), (18, 10), (15, 5)], [False, False, False, True], 40, False, [False, False, False, False], 5691, 'North', (16, 8))
