Element 1: (2, (8, 9), ['F', '.', '.', '.'], [(16, 6), (2, 7), (16, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (7, 9))
Element 2: (2, (7, 9), ['F', '%', '.', ''], [(17, 6), (3, 7), (17, 8)], [False, True, False, False], 96, False, [False, False, True, False], 1048, 'West', (6, 9))
Element 3: (2, (6, 9), ['.', '%', '.', ''], [(18, 6), (3, 8), (18, 8)], [False, True, False, False], 94, False, [True, False, True, False], 3067, 'North', (6, 10))
Element 4: (2, (6, 10), ['.', '', '.', '.'], [(18, 5), (3, 7), (18, 9)], [False, False, False, False], 92, False, [True, False, True, True], 3096, 'East', (7, 10))
Element 5: (2, (7, 10), ['', '', 'F', '.'], [(18, 4), (3, 6), (18, 10)], [False, False, False, False], 90, False, [False, False, False, True], 3135, 'North', (7, 11))
Element 6: (2, (7, 11), ['.', '', '%', '.'], [(17, 4), (4, 6), (18, 11)], [False, False, True, False], 88, False, [True, False, False, True], 4164, 'East', (8, 11))
Element 7: (2, (8, 11), ['', '.', '%', '.'], [(17, 5), (5, 6), (17, 11)], [False, False, True, False], 86, False, [False, True, False, True], 4203, 'East', (9, 11))
Element 8: (2, (9, 11), ['', '.', '.', '.'], [(17, 4), (6, 6), (17, 10)], [False, False, False, False], 84, False, [False, True, True, True], 4232, 'East', (10, 11))
Element 9: (2, (10, 11), ['', '.', '.', '.'], [(17, 3), (6, 7), (17, 9)], [False, False, False, False], 82, False, [False, True, True, True], 4271, 'East', (11, 11))
Element 10: (2, (11, 11), ['', '.', '%', '.'], [(16, 3), (5, 7), (16, 9)], [False, False, True, False], 80, False, [False, True, False, True], 4310, 'East', (12, 11))
Element 11: (2, (12, 11), ['', '.', '.', '.'], [(16, 4), (6, 7), (16, 10)], [False, False, False, False], 78, False, [False, True, True, True], 4339, 'East', (13, 11))
Element 12: (2, (13, 11), ['', '.', '.', '.'], [(15, 4), (6, 6), (16, 11)], [False, False, False, False], 76, False, [False, True, True, True], 4368, 'East', (14, 11))
Element 13: (2, (14, 11), ['', '.', '.', '.'], [(15, 5), (6, 5), (16, 12)], [False, False, False, False], 74, False, [False, True, True, True], 4407, 'East', (15, 11))
Element 14: (2, (15, 11), ['', '.', '.', ''], [(15, 6), (7, 5), (16, 13)], [False, False, False, False], 72, False, [False, True, True, False], 4446, 'North', (15, 12))
Element 15: (2, (15, 12), ['.', '', '%', ''], [(15, 7), (7, 4), (17, 13)], [False, False, True, False], 70, False, [True, False, False, False], 4485, 'West', (14, 12))
Element 16: (2, (14, 12), ['.', '', '%', ''], [(15, 8), (8, 4), (18, 13)], [False, False, True, False], 68, False, [True, False, False, False], 4524, 'West', (13, 12))
Element 17: (2, (13, 12), ['.', '', '%', ''], [(15, 9), (9, 4), (17, 13)], [False, False, True, False], 66, False, [True, False, False, False], 4553, 'West', (12, 12))
Element 18: (2, (12, 12), ['%', '', 'F', ''], [(15, 10), (10, 4), (16, 13)], [True, False, False, False], 64, False, [False, False, False, False], 4582, 'North', (12, 13))
Element 19: (2, (12, 13), ['.', '', '%', '%'], [(14, 10), (10, 5), (16, 12)], [False, False, True, True], 62, False, [True, False, False, False], 5601, 'West', (11, 13))
Element 20: (2, (11, 13), ['.', '%', '%', ''], [(13, 10), (10, 6), (15, 12)], [False, True, True, False], 60, False, [True, False, False, False], 5630, 'West', (10, 13))
Element 21: (2, (10, 13), ['%', '.', '%', ''], [(13, 9), (10, 7), (15, 11)], [True, False, True, False], 58, False, [False, True, False, False], 6649, 'South', (10, 12))
Element 22: (2, (10, 12), ['.', '', '', '%'], [(13, 8), (9, 7), (15, 10)], [False, False, False, True], 56, False, [True, False, False, False], 7668, 'West', (9, 12))
Element 23: (2, (9, 12), ['%', '', '%', ''], [(14, 8), (9, 8), (15, 9)], [True, False, True, False], 54, False, [False, False, False, False], 7697, 'East', (10, 12))
Element 24: (2, (10, 12), ['', '', '', '%'], [(14, 7), (10, 8), (15, 8)], [False, False, False, True], 52, False, [False, False, False, False], 7716, 'North', (10, 13))
Element 25: (2, (10, 13), ['%', '', '%', ''], [(14, 6), (11, 8), (15, 7)], [True, False, True, False], 50, False, [False, False, False, False], 7735, 'East', (11, 13))
Element 26: (2, (11, 13), ['', '%', '%', ''], [(14, 5), (11, 9), (16, 7)], [False, True, True, False], 48, False, [False, False, False, False], 7754, 'East', (12, 13))
Element 27: (2, (12, 13), ['', '', '%', '%'], [(13, 5), (12, 9), (16, 6)], [False, False, True, True], 46, False, [False, False, False, False], 7773, 'South', (12, 12))
Element 28: (2, (12, 12), ['%', '', '', ''], [(13, 6), (12, 10), (17, 6)], [True, False, False, False], 44, False, [False, False, False, False], 7792, 'East', (13, 12))
Element 29: (2, (13, 12), ['', '', '%', ''], [(13, 7), (11, 10), (18, 6)], [False, False, True, False], 42, False, [False, False, False, False], 7811, 'East', (14, 12))
Element 30: (2, (14, 12), ['', '', '%', ''], [(12, 7), (10, 10), (18, 5)], [False, False, True, False], 40, False, [False, False, False, False], 7830, 'East', (15, 12))
Element 31: (2, (15, 12), ['', '', '%', ''], [(12, 6), (9, 10), (18, 4)], [False, False, True, False], 38, False, [False, False, False, False], 7849, 'East', (16, 12))
Element 32: (2, (16, 12), ['', '', '', '%'], [(12, 5), (9, 9), (17, 4)], [False, False, False, True], 36, False, [False, False, False, False], 7868, 'North', (16, 13))
Element 33: (2, (16, 13), ['%', '', '%', ''], [(12, 6), (8, 9), (17, 5)], [True, False, True, False], 34, False, [False, False, False, False], 7867, 'East', (17, 13))
Element 34: (2, (17, 13), ['', '%', '%', ''], [(12, 7), (8, 10), (17, 4)], [False, True, True, False], 32, False, [False, False, False, False], 7876, 'East', (18, 13))
Element 35: (2, (18, 13), ['', '%', '%', '%'], [(13, 7), (8, 11), (17, 3)], [False, True, True, True], 30, False, [False, False, False, False], 7875, 'West', (17, 13))
Element 36: (2, (17, 13), ['', '%', '%', ''], [(13, 6), (9, 11), (16, 3)], [False, True, True, False], 28, False, [False, False, False, False], 7874, 'West', (16, 13))
Element 37: (2, (16, 13), ['%', '', '%', ''], [(12, 6), (10, 11), (16, 2)], [True, False, True, False], 26, False, [False, False, False, False], 7883, 'South', (16, 12))
Element 38: (2, (16, 12), ['', '', '', '%'], [(13, 6), (11, 11), (15, 2)], [False, False, False, True], 24, False, [False, False, False, False], 7892, 'South', (16, 11))
Element 39: (2, (16, 11), ['', '', '', ''], [(13, 5), (12, 11), (14, 2)], [False, False, False, False], 22, False, [False, False, False, False], 7901, 'East', (17, 11))
Element 40: (2, (17, 11), ['', '', '%', ''], [(12, 5), (13, 11), (14, 3)], [False, False, True, False], 20, False, [False, False, False, False], 7910, 'East', (18, 11))
Element 41: (2, (18, 11), ['', '', '%', '%'], [(13, 5), (14, 11), (13, 3)], [False, False, True, True], 18, False, [False, False, False, False], 7919, 'South', (18, 10))
Element 42: (2, (18, 10), ['', '', '', '%'], [(14, 5), (15, 11), (12, 3)], [False, False, False, True], 16, False, [False, False, False, False], 7928, 'South', (18, 9))
Element 43: (2, (18, 9), ['', '', '', '%'], [(14, 6), (16, 11), (12, 2)], [False, False, False, True], 14, False, [False, False, False, False], 7937, 'South', (18, 8))
Element 44: (2, (18, 8), ['', '%', '', '%'], [(13, 6), (17, 11), (12, 1)], [False, True, False, True], 12, False, [False, False, False, False], 7946, 'West', (17, 8))
Element 45: (2, (17, 8), ['', '%', '', ''], [(14, 6), (18, 11), (13, 1)], [False, True, False, False], 10, False, [False, False, False, False], 7955, 'North', (17, 9))
Element 46: (2, (17, 9), ['', '', '', ''], [(14, 7), (18, 10), (14, 1)], [False, False, False, False], 8, False, [False, False, False, False], 7964, 'North', (17, 10))
Element 47: (2, (17, 10), ['', '', '', ''], [(13, 7), (18, 9), (13, 1)], [False, False, False, False], 6, False, [False, False, False, False], 7963, 'West', (16, 10))
Element 48: (2, (16, 10), ['', '', '', ''], [(14, 7), (18, 8), (12, 1)], [False, False, False, False], 4, False, [False, False, False, False], 7962, 'South', (16, 9))
