Element 1: (2, (16, 8), ['.', 'G', '.', '.'], [(16, 7), (12, 10), (17, 6)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (17, 8))
Element 2: (2, (17, 8), ['', '%', '.', '.'], [(15, 7), (13, 10), (18, 6)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (18, 8))
Element 3: (2, (18, 8), ['', '%', '.', '%'], [(15, 8), (14, 10), (18, 5)], [False, True, False, True], 94, False, [False, False, True, False], 97, 'North', (18, 9))
Element 4: (2, (18, 9), ['.', '', '.', '%'], [(15, 9), (15, 10), (18, 4)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (18, 10))
Element 5: (2, (18, 10), ['.', '', '.', '%'], [(16, 9), (16, 10), (17, 4)], [False, False, False, True], 90, False, [True, False, True, False], 175, 'North', (18, 11))
Element 6: (2, (18, 11), ['.', '', '%', '%'], [(17, 9), (17, 10), (17, 5)], [False, False, True, True], 88, False, [True, False, False, False], 214, 'West', (17, 11))
Element 7: (2, (17, 11), ['.', '', '%', ''], [(18, 9), (18, 10), (17, 4)], [False, False, True, False], 86, False, [True, False, False, False], 223, 'West', (16, 11))
Element 8: (2, (16, 11), ['.', '', '.', ''], [(18, 8), (18, 11), (17, 3)], [False, False, False, False], 84, False, [True, False, True, False], 242, 'North', (16, 12))
Element 9: (2, (16, 12), ['.', '', '.', '%'], [(17, 8), (17, 11), (16, 3)], [False, False, False, True], 82, False, [True, False, True, False], 261, 'North', (16, 13))
Element 10: (2, (16, 13), ['%', '', '%', '.'], [(16, 8), (16, 11), (16, 4)], [True, False, True, False], 80, False, [False, False, False, True], 280, 'East', (17, 13))
Element 11: (2, (17, 13), ['', '%', '%', '.'], [(17, 8), (15, 11), (15, 4)], [False, True, True, False], 78, False, [False, False, False, True], 309, 'East', (18, 13))
Element 12: (2, (18, 13), ['', '%', '%', '%'], [(18, 8), (15, 12), (15, 5)], [False, True, True, True], 76, False, [False, False, False, False], 338, 'West', (17, 13))
Element 13: (2, (17, 13), ['', '%', '%', ''], [(18, 9), (14, 12), (15, 6)], [False, True, True, False], 74, False, [False, False, False, False], 357, 'West', (16, 13))
Element 14: (2, (16, 13), ['%', '', '%', ''], [(17, 9), (14, 11), (14, 6)], [True, False, True, False], 72, False, [False, False, False, False], 376, 'South', (16, 12))
Element 15: (2, (16, 12), ['', '', '', '%'], [(17, 8), (13, 11), (14, 7)], [False, False, False, True], 70, False, [False, False, False, False], 395, 'West', (15, 12))
Element 16: (2, (15, 12), ['', '', '%', ''], [(17, 9), (13, 12), (14, 8)], [False, False, True, False], 68, False, [False, False, False, False], 414, 'South', (15, 11))
Element 17: (2, (15, 11), ['', '', '', ''], [(16, 9), (12, 12), (13, 8)], [False, False, False, False], 66, False, [False, False, False, False], 433, 'South', (15, 10))
Element 18: (2, (15, 10), ['', '', '', ''], [(16, 8), (12, 13), (13, 9)], [False, False, False, False], 64, False, [False, False, False, False], 1442, 'East', (16, 10))
Element 19: (2, (16, 10), ['', 'G', '', ''], [(16, 9), (11, 13), (12, 9)], [False, False, False, False], 62, False, [False, False, False, False], 1461, 'East', (17, 10))
Element 20: (2, (17, 10), ['', '', '', ''], [(15, 9), (10, 13), (11, 9)], [False, False, False, False], 60, False, [False, False, False, False], 1480, 'South', (17, 9))
Element 21: (2, (17, 9), ['', '', '', ''], [(15, 8), (10, 12), (11, 8)], [False, False, False, False], 58, False, [False, False, False, False], 1499, 'West', (16, 9))
Element 22: (2, (16, 9), ['', '', '', ''], [(14, 8), (10, 11), (10, 8)], [False, False, False, False], 56, False, [False, False, False, False], 1518, 'West', (15, 9))
Element 23: (2, (15, 9), ['%', '', '', ''], [(14, 7), (11, 11), (10, 7)], [True, False, False, False], 54, False, [False, False, False, False], 2527, 'South', (15, 8))
Element 24: (2, (15, 8), ['', '', '', ''], [(13, 7), (12, 11), (9, 7)], [False, False, False, False], 52, False, [False, False, False, False], 3546, 'South', (15, 7))
Element 25: (2, (15, 7), ['', '', '', ''], [(13, 6), (11, 11), (9, 8)], [False, False, False, False], 50, False, [False, False, False, False], 3565, 'East', (16, 7))
