Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(14, 2), (8, 10), (9, 6)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(15, 2), (9, 10), (9, 7)], [False, True, False, False], 96, False, [True, False, False, True], 2028, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(16, 2), (10, 10), (10, 7)], [False, True, False, False], 94, False, [False, False, True, True], 3057, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(16, 3), (11, 10), (10, 8)], [False, True, False, True], 92, False, [False, False, True, False], 3096, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(17, 3), (12, 10), (11, 8)], [False, False, True, False], 90, False, [True, False, False, True], 3135, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(17, 4), (13, 10), (11, 9)], [False, True, False, False], 88, False, [False, False, True, True], 3174, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(18, 4), (14, 10), (12, 9)], [False, True, False, False], 86, False, [False, False, True, True], 3213, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(18, 5), (15, 10), (13, 9)], [False, True, False, False], 84, False, [False, False, True, True], 3252, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(18, 6), (16, 10), (13, 8)], [False, True, True, False], 82, False, [False, False, False, True], 3291, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(17, 6), (17, 10), (14, 8)], [False, False, True, False], 80, False, [False, False, False, True], 3330, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(17, 5), (18, 10), (15, 8)], [True, True, False, False], 78, False, [False, False, False, True], 4359, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(17, 6), (18, 11), (16, 8)], [False, True, False, False], 76, False, [False, False, True, True], 4388, 'East', (11, 1))
