Element 1: (3, (17, 10), ['.', 'G', '.', '.'], [(3, 13), (10, 7), (17, 9)], [False, False, False, False], 98, False, [True, False, True, True], 1019, 'East', (18, 10))
Element 2: (3, (18, 10), ['', 'G', '.', '%'], [(4, 13), (9, 7), (18, 9)], [False, False, False, True], 96, False, [False, False, True, False], 3038, 'North', (18, 11))
Element 3: (3, (18, 11), ['.', '', '%', '%'], [(5, 13), (9, 8), (18, 8)], [False, False, True, True], 94, False, [True, False, False, False], 4067, 'West', (17, 11))
Element 4: (3, (17, 11), ['.', '', '%', ''], [(6, 13), (10, 8), (17, 8)], [False, False, True, False], 92, False, [True, False, False, False], 4106, 'West', (16, 11))
Element 5: (3, (16, 11), ['.', '.', '.', ''], [(7, 13), (11, 8), (16, 8)], [False, False, False, False], 90, False, [True, True, True, False], 4145, 'North', (16, 12))
Element 6: (3, (16, 12), ['.', '', '.', '%'], [(6, 13), (11, 9), (16, 7)], [False, False, False, True], 88, False, [True, False, True, False], 4174, 'North', (16, 13))
Element 7: (3, (16, 13), ['%', '', '%', '.'], [(5, 13), (12, 9), (16, 6)], [True, False, True, False], 86, False, [False, False, False, True], 4203, 'East', (17, 13))
Element 8: (3, (17, 13), ['', '%', '%', '.'], [(4, 13), (13, 9), (17, 6)], [False, True, True, False], 84, False, [False, False, False, True], 4232, 'East', (18, 13))
Element 9: (3, (18, 13), ['', '%', '%', '%'], [(3, 13), (13, 10), (18, 6)], [False, True, True, True], 82, False, [False, False, False, False], 4261, 'West', (17, 13))
Element 10: (3, (17, 13), ['', '%', '%', ''], [(3, 12), (14, 10), (18, 5)], [False, True, True, False], 80, False, [False, False, False, False], 4290, 'West', (16, 13))
Element 11: (3, (16, 13), ['%', '', '%', ''], [(3, 11), (15, 10), (18, 4)], [True, False, True, False], 78, False, [False, False, False, False], 4319, 'South', (16, 12))
Element 12: (3, (16, 12), ['.', '', '', '%'], [(3, 10), (16, 10), (17, 4)], [False, False, False, True], 76, False, [True, False, False, False], 4348, 'West', (15, 12))
Element 13: (3, (15, 12), ['.', '.', '%', ''], [(4, 10), (17, 10), (17, 5)], [False, False, True, False], 74, False, [True, True, False, False], 4377, 'South', (15, 11))
Element 14: (3, (15, 11), ['.', '', '', ''], [(5, 10), (18, 10), (17, 4)], [False, False, False, False], 72, False, [True, False, False, False], 4396, 'West', (14, 11))
Element 15: (3, (14, 11), ['.', '', '.', ''], [(6, 10), (18, 11), (17, 3)], [False, False, False, False], 70, False, [True, False, True, False], 4425, 'North', (14, 12))
Element 16: (3, (14, 12), ['.', '', '%', ''], [(6, 9), (17, 11), (16, 3)], [False, False, True, False], 68, False, [True, False, False, False], 5444, 'West', (13, 12))
Element 17: (3, (13, 12), ['.', '.', '%', ''], [(7, 9), (16, 11), (16, 4)], [False, False, True, False], 66, False, [True, True, False, False], 6463, 'South', (13, 11))
Element 18: (3, (13, 11), ['.', '', '', ''], [(8, 9), (16, 12), (15, 4)], [False, False, False, False], 64, False, [True, False, False, False], 6492, 'West', (12, 11))
Element 19: (3, (12, 11), ['.', '.', '.', ''], [(9, 9), (16, 13), (15, 5)], [False, False, False, False], 62, False, [True, True, True, False], 6521, 'North', (12, 12))
Element 20: (3, (12, 12), ['%', '', 'F', ''], [(9, 10), (17, 13), (15, 6)], [True, False, False, False], 60, False, [False, False, False, False], 6550, 'North', (12, 13))
Element 21: (3, (12, 13), ['.', '', '%', '%'], [(10, 10), (18, 13), (15, 7)], [False, False, True, True], 58, False, [True, False, False, False], 7569, 'West', (11, 13))
Element 22: (3, (11, 13), ['.', '%', '%', ''], [(11, 10), (17, 13), (15, 8)], [False, True, True, False], 56, False, [True, False, False, False], 7598, 'West', (10, 13))
Element 23: (3, (10, 13), ['%', '.', '%', ''], [(12, 10), (16, 13), (15, 9)], [True, False, True, False], 54, False, [False, True, False, False], 7627, 'South', (10, 12))
Element 24: (3, (10, 12), ['.', '.', '', '%'], [(13, 10), (16, 12), (15, 10)], [False, False, False, True], 52, False, [True, True, False, False], 7636, 'South', (10, 11))
Element 25: (3, (10, 11), ['.', '', '', '.'], [(14, 10), (15, 12), (16, 10)], [False, False, False, False], 50, False, [True, False, False, True], 7645, 'East', (11, 11))
Element 26: (3, (11, 11), ['', '', '%', ''], [(15, 10), (15, 11), (17, 10)], [False, False, True, False], 48, False, [False, False, False, False], 7654, 'South', (11, 10))
Element 27: (3, (11, 10), ['', '', '', ''], [(16, 10), (14, 11), (18, 10)], [False, False, False, False], 46, False, [False, False, False, False], 7653, 'East', (12, 10))
Element 28: (3, (12, 10), ['', '', '', ''], [(17, 10), (14, 12), (18, 11)], [False, False, False, False], 44, False, [False, False, False, False], 7652, 'East', (13, 10))
Element 29: (3, (13, 10), ['', '', '', ''], [(18, 10), (13, 12), (17, 11)], [False, False, False, False], 42, False, [False, False, False, False], 7651, 'East', (14, 10))
Element 30: (3, (14, 10), ['', '%', '', ''], [(18, 11), (13, 11), (16, 11)], [False, True, False, False], 40, False, [False, False, False, False], 7650, 'East', (15, 10))
Element 31: (3, (15, 10), ['', '', '', ''], [(17, 11), (12, 11), (16, 12)], [False, False, False, False], 38, False, [False, False, False, False], 7649, 'East', (16, 10))
Element 32: (3, (16, 10), ['', '', 'G', ''], [(16, 11), (12, 12), (16, 13)], [False, False, False, False], 36, False, [False, False, False, False], 7648, 'South', (16, 9))
Element 33: (3, (16, 9), ['', '', '', ''], [(16, 12), (12, 13), (17, 13)], [False, False, False, False], 34, False, [False, False, False, False], 7647, 'East', (17, 9))
Element 34: (3, (17, 9), ['', '', '', ''], [(16, 13), (11, 13), (18, 13)], [False, False, False, False], 32, False, [False, False, False, False], 7646, 'East', (18, 9))
Element 35: (3, (18, 9), ['', '', '', '%'], [(17, 13), (10, 13), (18, 13)], [False, False, False, True], 30, False, [False, False, False, False], 7645, 'South', (18, 8))
Element 36: (3, (18, 8), ['', '%', '', '%'], [(16, 13), (10, 12), (17, 13)], [False, True, False, True], 28, False, [False, False, False, False], 7644, 'West', (17, 8))
Element 37: (3, (17, 8), ['', '%', '', ''], [(16, 12), (9, 12), (16, 13)], [False, True, False, False], 26, False, [False, False, False, False], 7653, 'West', (16, 8))
Element 38: (3, (16, 8), ['', '', '', ''], [(15, 12), (9, 11), (16, 12)], [False, False, False, False], 24, False, [False, False, False, False], 7662, 'South', (16, 7))
Element 39: (3, (16, 7), ['', '', '', '%'], [(15, 11), (8, 11), (16, 12)], [False, False, False, True], 22, False, [False, False, False, False], 7671, 'South', (16, 6))
Element 40: (3, (16, 6), ['', '%', '', ''], [(14, 11), (7, 11), (16, 11)], [False, True, False, False], 20, False, [False, False, False, False], 8670, 'East', (17, 6))
Element 41: (3, (17, 6), ['', '', '%', ''], [(14, 12), (7, 10), (15, 11)], [False, False, True, False], 18, False, [False, False, False, False], 8679, 'East', (18, 6))
Element 42: (3, (18, 6), ['', '', '%', '%'], [(13, 12), (8, 10), (15, 12)], [False, False, True, True], 16, False, [False, False, False, False], 8688, 'South', (18, 5))
Element 43: (3, (18, 5), ['', '', '', '%'], [(13, 11), (9, 10), (14, 12)], [False, False, False, True], 14, False, [False, False, False, False], 8687, 'South', (18, 4))
Element 44: (3, (18, 4), ['', '%', '', '%'], [(12, 11), (10, 10), (14, 11)], [False, True, False, True], 12, False, [False, False, False, False], 8686, 'West', (17, 4))
Element 45: (3, (17, 4), ['', '', '', ''], [(12, 12), (11, 10), (14, 10)], [False, False, False, False], 10, False, [False, False, False, False], 8685, 'North', (17, 5))
Element 46: (3, (17, 5), ['%', '', '', ''], [(12, 13), (12, 10), (13, 10)], [True, False, False, False], 8, False, [False, False, False, False], 8684, 'South', (17, 4))
Element 47: (3, (17, 4), ['', '', '', ''], [(11, 13), (11, 10), (13, 11)], [False, False, False, False], 6, False, [False, False, False, False], 8683, 'South', (17, 3))
Element 48: (3, (17, 3), ['', '%', '', '%'], [(10, 13), (11, 11), (13, 12)], [False, True, False, True], 4, False, [False, False, False, False], 8682, 'West', (16, 3))
Element 49: (3, (16, 3), ['%', '.', '', ''], [(10, 12), (10, 11), (12, 12)], [True, False, False, False], 2, False, [False, True, False, False], 8681, 'South', (16, 2))
Element 50: (3, (16, 2), ['.', '%', '', '%'], [(10, 12), (10, 11), (12, 12)], [False, True, False, True], 0, False, [True, False, False, False], 8690, 'Stop', (16, 2))
Element 51: #0#
