Element 1: (2, (4, 5), ['%', '', '.', '.'], [(18, 5), (5, 4), (16, 10)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'East', (5, 5))
Element 29: (2, (18, 5), ['', '', '', '%'], [(6, 9), (12, 5), (8, 10)], [False, False, False, True], 42, False, [False, False, False, False], 7931, 'South', (18, 4))
Element 30: (2, (18, 4), ['', '%', '', '%'], [(6, 10), (12, 6), (9, 10)], [False, True, False, True], 40, False, [False, False, False, False], 7950, 'North', (18, 5))
Element 31: (2, (18, 5), ['', '', '', '%'], [(6, 11), (12, 7), (10, 10)], [False, False, False, True], 38, False, [False, False, False, False], 7969, 'West', (17, 5))
Element 32: (2, (17, 5), ['%', '', '', ''], [(5, 11), (12, 6), (11, 10)], [True, False, False, False], 36, False, [False, False, False, False], 7978, 'East', (18, 5))
Element 33: (2, (18, 5), ['', '', '', '%'], [(5, 10), (12, 5), (12, 10)], [False, False, False, True], 34, False, [False, False, False, False], 7987, 'North', (18, 6))
Element 34: (2, (18, 6), ['', '', '%', '%'], [(5, 9), (13, 5), (13, 10)], [False, False, True, True], 32, False, [False, False, False, False], 7996, 'West', (17, 6))
Element 35: (2, (17, 6), ['', '', '%', ''], [(4, 9), (13, 6), (14, 10)], [False, False, True, False], 30, False, [False, False, False, False], 8005, 'South', (17, 5))
Element 36: (2, (17, 5), ['%', '', '', ''], [(4, 10), (12, 6), (15, 10)], [True, False, False, False], 28, False, [False, False, False, False], 8014, 'North', (17, 6))
Element 37: (2, (17, 6), ['', '', '%', ''], [(3, 10), (13, 6), (15, 9)], [False, False, True, False], 26, False, [False, False, False, False], 8023, 'West', (16, 6))
Element 38: (2, (16, 6), ['', '%', '', ''], [(3, 11), (13, 7), (16, 9)], [False, True, False, False], 24, False, [False, False, False, False], 8032, 'North', (16, 7))
Element 39: (2, (16, 7), ['', '', '', '%'], [(3, 12), (12, 7), (17, 9)], [False, False, False, True], 22, False, [False, False, False, False], 8041, 'North', (16, 8))
Element 40: (2, (16, 8), ['', '', '', ''], [(3, 13), (13, 7), (18, 9)], [False, False, False, False], 20, False, [False, False, False, False], 8050, 'East', (17, 8))
Element 41: (2, (17, 8), ['', '%', '', 'G'], [(4, 13), (14, 7), (18, 8)], [False, True, False, False], 18, False, [False, False, False, False], 9049, 'North', (17, 9))
Element 42: (2, (17, 9), ['', 'G', '', ''], [(5, 13), (14, 6), (17, 8)], [False, False, False, False], 16, False, [False, False, False, False], 10048, 'East', (18, 9))
Element 43: (2, (18, 9), ['', '', '', '%'], [(6, 13), (13, 6), (16, 8)], [False, False, False, True], 14, False, [False, False, False, False], 10057, 'North', (18, 10))
Element 44: (2, (18, 10), ['', '', '', '%'], [(7, 13), (14, 6), (16, 7)], [False, False, False, True], 12, False, [False, False, False, False], 10066, 'North', (18, 11))
Element 45: (2, (18, 11), ['', '', '%', '%'], [(6, 13), (14, 5), (16, 6)], [False, False, True, True], 10, False, [False, False, False, False], 10065, 'West', (17, 11))
Element 46: (2, (17, 11), ['', '', '%', ''], [(5, 13), (13, 5), (17, 6)], [False, False, True, False], 8, False, [False, False, False, False], 10064, 'South', (17, 10))
Element 47: (2, (17, 10), ['', '', '', ''], [(4, 13), (14, 5), (18, 6)], [False, False, False, False], 6, False, [False, False, False, False], 10063, 'West', (16, 10))
Element 48: (2, (16, 10), ['', '', '', ''], [(3, 13), (15, 5), (18, 5)], [False, False, False, False], 4, False, [False, False, False, False], 10062, 'North', (16, 11))
Element 49: (2, (16, 11), ['', '', '', ''], [(2, 13), (15, 6), (18, 4)], [False, False, False, False], 2, False, [False, False, False, False], 10071, 'North', (16, 12))
Element 50: (2, (16, 12), ['', '', '', '%'], [(2, 13), (15, 6), (17, 4)], [False, False, False, True], 0, False, [False, False, False, False], 10070, 'Stop', (16, 12))
Element 51: #0#
