Element 1: (0, (8, 9), ['F', '.', '.', '.'], [(7, 13), (16, 11), (18, 13)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (7, 9))
Element 35: (0, (18, 9), ['', '', '', '%'], [(16, 12), (18, 5), (11, 2)], [False, False, False, True], 30, False, [False, False, False, False], 6746, 'South', (18, 8))
Element 36: (0, (18, 8), ['', '%', '', '%'], [(15, 12), (17, 5), (11, 3)], [False, True, False, True], 28, False, [False, False, False, False], 6755, 'West', (17, 8))
Element 37: (0, (17, 8), ['', '%', '', ''], [(15, 11), (18, 5), (10, 3)], [False, True, False, False], 26, False, [False, False, False, False], 6764, 'North', (17, 9))
Element 38: (0, (17, 9), ['', '', '', ''], [(14, 11), (18, 4), (10, 4)], [False, False, False, False], 24, False, [False, False, False, False], 6773, 'North', (17, 10))
Element 39: (0, (17, 10), ['', '', '', ''], [(14, 12), (17, 4), (10, 5)], [False, False, False, False], 22, False, [False, False, False, False], 6782, 'West', (16, 10))
Element 40: (0, (16, 10), ['', '', '', ''], [(13, 12), (17, 5), (10, 6)], [False, False, False, False], 20, False, [False, False, False, False], 6791, 'South', (16, 9))
Element 41: (0, (16, 9), ['', '', '', ''], [(13, 11), (17, 4), (10, 7)], [False, False, False, False], 18, False, [False, False, False, False], 7790, 'South', (16, 8))
Element 42: (0, (16, 8), ['', '', '', ''], [(12, 11), (17, 3), (9, 7)], [False, False, False, False], 16, False, [False, False, False, False], 8789, 'South', (16, 7))
Element 43: (0, (16, 7), ['', '', '', '%'], [(12, 12), (16, 3), (9, 8)], [False, False, False, True], 14, False, [False, False, False, False], 8798, 'South', (16, 6))
Element 44: (0, (16, 6), ['', '%', '', ''], [(12, 13), (16, 2), (10, 8)], [False, True, False, False], 12, False, [False, False, False, False], 8807, 'East', (17, 6))
Element 45: (0, (17, 6), ['', '', '%', ''], [(11, 13), (15, 2), (11, 8)], [False, False, True, False], 10, False, [False, False, False, False], 8816, 'East', (18, 6))
Element 46: (0, (18, 6), ['', '', '%', '%'], [(10, 13), (14, 2), (11, 9)], [False, False, True, True], 8, False, [False, False, False, False], 8825, 'South', (18, 5))
Element 47: (0, (18, 5), ['', '', '', '%'], [(10, 12), (14, 3), (12, 9)], [False, False, False, True], 6, False, [False, False, False, False], 8834, 'South', (18, 4))
Element 48: (0, (18, 4), ['', '%', '', '%'], [(10, 11), (13, 3), (13, 9)], [False, True, False, True], 4, False, [False, False, False, False], 8843, 'West', (17, 4))
Element 49: (0, (17, 4), ['', '', '', ''], [(11, 11), (12, 3), (13, 8)], [False, False, False, False], 2, False, [False, False, False, False], 8852, 'North', (17, 5))
Element 50: (0, (17, 5), ['%', '', '', ''], [(10, 11), (12, 2), (14, 8)], [True, False, False, False], 0, False, [False, False, False, False], 8861, 'Stop', (17, 5))
Element 51: #0#
