Element 1: (1, (8, 9), ['F', '.', '.', '.'], [(7, 11), (8, 11), (15, 11)], [False, False, False, False], 98, False, [False, True, True, True], 999, 'West', (7, 9))
Element 18: (1, (14, 12), ['', '', '%', ''], [(17, 4), (17, 11), (18, 5)], [False, False, True, False], 64, False, [False, False, False, False], 4532, 'East', (15, 12))
Element 19: (1, (15, 12), ['', '', '%', ''], [(17, 5), (18, 11), (18, 4)], [False, False, True, False], 62, False, [False, False, False, False], 4551, 'East', (16, 12))
Element 20: (1, (16, 12), ['', '', '', '%'], [(18, 5), (18, 10), (17, 4)], [False, False, False, True], 60, False, [False, False, False, False], 4550, 'North', (16, 13))
Element 21: (1, (16, 13), ['%', '', '%', ''], [(18, 6), (18, 9), (17, 3)], [True, False, True, False], 58, False, [False, False, False, False], 4559, 'East', (17, 13))
Element 22: (1, (17, 13), ['', '%', '%', ''], [(17, 6), (18, 8), (16, 3)], [False, True, True, False], 56, False, [False, False, False, False], 4568, 'East', (18, 13))
Element 23: (1, (18, 13), ['', '%', '%', '%'], [(16, 6), (17, 8), (16, 2)], [False, True, True, True], 54, False, [False, False, False, False], 4577, 'West', (17, 13))
Element 24: (1, (17, 13), ['', '%', '%', ''], [(16, 7), (17, 9), (15, 2)], [False, True, True, False], 52, False, [False, False, False, False], 4586, 'West', (16, 13))
Element 25: (1, (16, 13), ['%', '', '%', ''], [(16, 8), (17, 10), (14, 2)], [True, False, True, False], 50, False, [False, False, False, False], 4595, 'South', (16, 12))
Element 26: (1, (16, 12), ['', '', '', '%'], [(17, 8), (16, 10), (14, 3)], [False, False, False, True], 48, False, [False, False, False, False], 4604, 'South', (16, 11))
Element 27: (1, (16, 11), ['', '', '', ''], [(18, 8), (16, 9), (13, 3)], [False, False, False, False], 46, False, [False, False, False, False], 4613, 'East', (17, 11))
Element 28: (1, (17, 11), ['', '', '%', ''], [(18, 9), (16, 8), (12, 3)], [False, False, True, False], 44, False, [False, False, False, False], 4622, 'East', (18, 11))
Element 29: (1, (18, 11), ['', 'G', '%', '%'], [(18, 10), (16, 7), (12, 2)], [False, False, True, True], 42, False, [False, False, False, False], 4631, 'West', (17, 11))
Element 30: (1, (17, 11), ['', '', '%', 'G'], [(18, 11), (16, 6), (12, 1)], [False, False, True, False], 40, False, [False, False, False, False], 4640, 'South', (17, 10))
Element 31: (1, (17, 10), ['', '', 'G', ''], [(17, 11), (17, 6), (13, 1)], [False, False, False, False], 38, False, [False, False, False, False], 4649, 'East', (18, 10))
Element 32: (1, (18, 10), ['G', '', '', '%'], [(17, 10), (18, 6), (14, 1)], [False, False, False, True], 36, False, [False, False, False, False], 4658, 'South', (18, 9))
Element 33: (1, (18, 9), ['G', '', '', '%'], [(17, 9), (18, 5), (13, 1)], [False, False, False, True], 34, False, [False, False, False, False], 4657, 'South', (18, 8))
Element 34: (1, (18, 8), ['', '%', '', '%'], [(16, 9), (18, 4), (12, 1)], [False, True, False, True], 32, False, [False, False, False, False], 4656, 'West', (17, 8))
Element 35: (1, (17, 8), ['', '%', '', ''], [(16, 10), (17, 4), (11, 1)], [False, True, False, False], 30, False, [False, False, False, False], 4665, 'North', (17, 9))
Element 36: (1, (17, 9), ['', '', '', ''], [(16, 11), (17, 5), (11, 2)], [False, False, False, False], 28, False, [False, False, False, False], 4674, 'West', (16, 9))
Element 37: (1, (16, 9), ['', '', '', ''], [(16, 12), (17, 4), (11, 3)], [False, False, False, False], 26, False, [False, False, False, False], 4683, 'North', (16, 10))
Element 38: (1, (16, 10), ['', '', '', ''], [(16, 13), (17, 3), (10, 3)], [False, False, False, False], 24, False, [False, False, False, False], 4692, 'West', (15, 10))
Element 39: (1, (15, 10), ['', '', '', ''], [(17, 13), (16, 3), (10, 4)], [False, False, False, False], 22, False, [False, False, False, False], 4701, 'North', (15, 11))
Element 40: (1, (15, 11), ['', '', '', ''], [(18, 13), (16, 4), (10, 5)], [False, False, False, False], 20, False, [False, False, False, False], 4710, 'West', (14, 11))
Element 41: (1, (14, 11), ['', '', '', ''], [(17, 13), (15, 4), (10, 6)], [False, False, False, False], 18, False, [False, False, False, False], 4719, 'South', (14, 10))
Element 42: (1, (14, 10), ['', '%', '', ''], [(16, 13), (15, 5), (10, 7)], [False, True, False, False], 16, False, [False, False, False, False], 5718, 'West', (13, 10))
Element 43: (1, (13, 10), ['', '.', '', ''], [(16, 12), (14, 5), (9, 7)], [False, False, False, False], 14, False, [False, True, False, False], 6727, 'South', (13, 9))
Element 44: (1, (13, 9), ['.', '.', '', '%'], [(15, 12), (14, 6), (9, 8)], [False, False, False, True], 12, False, [True, True, False, False], 6756, 'South', (13, 8))
Element 45: (1, (13, 8), ['%', '.', '', '.'], [(15, 11), (14, 7), (10, 8)], [True, False, False, False], 10, False, [False, True, False, True], 6785, 'East', (14, 8))
Element 46: (1, (14, 8), ['', '', '%', ''], [(14, 11), (13, 7), (11, 8)], [False, False, True, False], 8, False, [False, False, False, False], 6814, 'East', (15, 8))
Element 47: (1, (15, 8), ['', '', '', ''], [(14, 12), (13, 6), (11, 9)], [False, False, False, False], 6, False, [False, False, False, False], 6833, 'East', (16, 8))
Element 48: (1, (16, 8), ['', '', '', ''], [(13, 12), (13, 5), (12, 9)], [False, False, False, False], 4, False, [False, False, False, False], 6852, 'South', (16, 7))
Element 49: (1, (16, 7), ['', '', '', '%'], [(13, 11), (12, 5), (13, 9)], [False, False, False, True], 2, False, [False, False, False, False], 6861, 'South', (16, 6))
Element 50: (1, (16, 6), ['', '%', '', ''], [(13, 11), (12, 6), (13, 10)], [False, True, False, False], 0, False, [False, False, False, False], 6870, 'Stop', (16, 6))
Element 51: #0#
