Element 1: (1, (8, 9), ['F', '.', '.', '.'], [(7, 11), (8, 11), (15, 11)], [False, False, False, False], 98, False, [False, True, True, True], 999, 'West', (7, 9))
Element 2: (1, (7, 9), ['F', '%', 'G', ''], [(7, 10), (9, 11), (16, 11)], [False, True, False, False], 96, False, [False, False, False, False], 2028, 'West', (6, 9))
Element 3: (1, (6, 9), ['.', '%', '.', ''], [(8, 10), (10, 11), (17, 11)], [False, True, False, False], 94, False, [True, False, True, False], 3057, 'North', (6, 10))
Element 4: (1, (6, 10), ['.', '', '', ''], [(9, 10), (11, 11), (18, 11)], [False, False, False, False], 92, False, [True, False, False, False], 3096, 'West', (5, 10))
Element 5: (1, (5, 10), ['.', '.', '.', ''], [(10, 10), (12, 11), (18, 10)], [False, False, False, False], 90, False, [True, True, True, False], 3135, 'North', (5, 11))
Element 6: (1, (5, 11), ['%', '', '%', ''], [(11, 10), (13, 11), (18, 9)], [True, False, True, False], 88, False, [False, False, False, False], 3174, 'East', (6, 11))
Element 7: (1, (6, 11), ['', '', '%', ''], [(12, 10), (14, 11), (18, 8)], [False, False, True, False], 86, False, [False, False, False, False], 3203, 'East', (7, 11))
Element 8: (1, (7, 11), ['', '', '%', ''], [(13, 10), (14, 12), (17, 8)], [False, False, True, False], 84, False, [False, False, False, False], 3232, 'East', (8, 11))
Element 9: (1, (8, 11), ['', '', '%', ''], [(14, 10), (15, 12), (17, 9)], [False, False, True, False], 82, False, [False, False, False, False], 3261, 'East', (9, 11))
Element 10: (1, (9, 11), ['', '', '.', ''], [(15, 10), (16, 12), (17, 10)], [False, False, False, False], 80, False, [False, False, True, False], 3290, 'North', (9, 12))
Element 11: (1, (9, 12), ['%', '', '%', '.'], [(15, 9), (16, 13), (16, 10)], [True, False, True, False], 78, False, [False, False, False, True], 3329, 'East', (10, 12))
Element 12: (1, (10, 12), ['', '', '.', '%'], [(15, 8), (17, 13), (16, 9)], [False, False, False, True], 76, False, [False, False, True, False], 3368, 'North', (10, 13))
Element 13: (1, (10, 13), ['%', '', '%', '.'], [(15, 7), (18, 13), (16, 8)], [True, False, True, False], 74, False, [False, False, False, True], 3407, 'East', (11, 13))
Element 14: (1, (11, 13), ['', '%', '%', 'F'], [(15, 6), (17, 13), (16, 7)], [False, True, True, False], 72, False, [False, False, False, False], 3436, 'East', (12, 13))
Element 15: (1, (12, 13), ['', '.', '%', '%'], [(15, 5), (16, 13), (16, 6)], [False, False, True, True], 70, False, [False, True, False, False], 4455, 'South', (12, 12))
Element 16: (1, (12, 12), ['%', '', '', '.'], [(15, 4), (16, 12), (17, 6)], [True, False, False, False], 68, False, [False, False, False, True], 4484, 'East', (13, 12))
Element 17: (1, (13, 12), ['', '', '%', ''], [(16, 4), (16, 11), (18, 6)], [False, False, True, False], 66, False, [False, False, False, False], 4513, 'East', (14, 12))
