Element 1: (2, (9, 2), ['.', 'F', '%', '.'], [(13, 6), (4, 2), (14, 8)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (9, 1))
Element 2: (2, (9, 1), ['%', '%', '', '.'], [(14, 6), (5, 2), (15, 8)], [True, True, False, False], 96, False, [False, False, False, True], 1048, 'East', (10, 1))
Element 3: (2, (10, 1), ['', '%', '.', '.'], [(15, 6), (6, 2), (16, 8)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (11, 1))
Element 4: (2, (11, 1), ['', '%', '.', '.'], [(16, 6), (7, 2), (17, 8)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (12, 1))
Element 5: (2, (12, 1), ['', '%', '.', '.'], [(17, 6), (8, 2), (18, 8)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (13, 1))
Element 6: (2, (13, 1), ['', '%', '%', '.'], [(18, 6), (9, 2), (18, 9)], [False, True, True, False], 88, False, [False, False, False, True], 1194, 'East', (14, 1))
Element 7: (2, (14, 1), ['', '%', '.', '%'], [(18, 5), (10, 2), (18, 10)], [False, True, False, True], 86, False, [False, False, True, False], 1233, 'North', (14, 2))
Element 8: (2, (14, 2), ['%', '', '.', '.'], [(18, 4), (11, 2), (18, 11)], [True, False, False, False], 84, False, [False, False, True, True], 1272, 'East', (15, 2))
Element 9: (2, (15, 2), ['', '%', '%', '.'], [(17, 4), (12, 2), (17, 11)], [False, True, True, False], 82, False, [False, False, False, True], 1311, 'East', (16, 2))
Element 10: (2, (16, 2), ['', '%', '.', '%'], [(17, 5), (12, 3), (17, 10)], [False, True, False, True], 80, False, [False, False, True, False], 1350, 'North', (16, 3))
Element 11: (2, (16, 3), ['%', '', '.', '.'], [(17, 4), (13, 3), (17, 9)], [True, False, False, False], 78, False, [False, False, True, True], 1379, 'East', (17, 3))
Element 12: (2, (17, 3), ['', '%', '', '%'], [(17, 5), (14, 3), (16, 9)], [False, True, False, True], 76, False, [False, False, False, False], 1408, 'North', (17, 4))
Element 13: (2, (17, 4), ['.', '', '', ''], [(17, 6), (14, 2), (16, 10)], [False, False, False, False], 74, False, [True, False, False, False], 1417, 'West', (16, 4))
Element 14: (2, (16, 4), ['.', '', '%', ''], [(16, 6), (15, 2), (16, 11)], [False, False, True, False], 72, False, [True, False, False, False], 1436, 'West', (15, 4))
Element 15: (2, (15, 4), ['%', '%', '.', ''], [(16, 6), (16, 2), (16, 12)], [True, True, False, False], 70, False, [False, False, True, False], 1455, 'North', (15, 5))
Element 16: (2, (15, 5), ['.', '', '', '%'], [(16, 6), (16, 3), (16, 13)], [False, False, False, True], 68, False, [True, False, False, False], 1474, 'West', (14, 5))
Element 17: (2, (14, 5), ['.', '%', '', ''], [(16, 6), (17, 3), (17, 13)], [False, True, False, False], 66, False, [True, False, False, False], 1493, 'West', (13, 5))
Element 18: (2, (13, 5), ['.', '%', '', ''], [(16, 6), (17, 4), (18, 13)], [False, True, False, False], 64, False, [True, False, False, False], 1512, 'West', (12, 5))
Element 19: (2, (12, 5), ['%', '%', '', ''], [(16, 6), (18, 4), (17, 13)], [True, True, False, False], 62, False, [False, False, False, False], 1521, 'North', (12, 6))
Element 20: (2, (12, 6), ['%', '', '.', ''], [(17, 6), (18, 5), (16, 13)], [True, False, False, False], 60, False, [False, False, True, False], 1520, 'North', (12, 7))
Element 21: (2, (12, 7), ['%', '', '%', '.'], [(17, 6), (18, 6), (16, 12)], [True, False, True, False], 58, False, [False, False, False, True], 1529, 'East', (13, 7))
Element 22: (2, (13, 7), ['', '', '.', '.'], [(17, 5), (17, 6), (15, 12)], [False, False, False, False], 56, False, [False, False, True, True], 1548, 'East', (14, 7))
Element 23: (2, (14, 7), ['', '', '', '.'], [(17, 4), (17, 5), (15, 11)], [False, False, False, False], 54, False, [False, False, False, True], 1567, 'East', (15, 7))
Element 24: (2, (15, 7), ['', '', '', '.'], [(17, 5), (17, 6), (15, 10)], [False, False, False, False], 52, False, [False, False, False, True], 1586, 'East', (16, 7))
Element 25: (2, (16, 7), ['', 'G', '', '%'], [(17, 4), (16, 6), (15, 9)], [False, False, False, True], 50, False, [False, False, False, False], 1605, 'North', (16, 8))
Element 26: (2, (16, 8), ['', 'G', '', ''], [(16, 4), (16, 7), (15, 10)], [False, False, False, False], 48, False, [False, False, False, False], 1604, 'East', (17, 8))
Element 27: (2, (17, 8), ['G', '%', '', ''], [(16, 3), (16, 8), (14, 10)], [False, True, False, False], 46, False, [False, False, False, False], 1613, 'East', (18, 8))
Element 28: (2, (18, 8), ['G', '%', '', '%'], [(17, 3), (17, 8), (14, 11)], [False, True, False, True], 44, False, [False, False, False, False], 1622, 'North', (18, 9))
Element 29: (2, (18, 9), ['', 'G', '', '%'], [(16, 3), (18, 8), (14, 12)], [False, False, False, True], 42, False, [False, False, False, False], 1631, 'North', (18, 10))
Element 30: (2, (18, 10), ['', 'G', '', '%'], [(16, 2), (18, 9), (13, 12)], [False, False, False, True], 40, False, [False, False, False, False], 1640, 'North', (18, 11))
Element 31: (2, (18, 11), ['', 'G', '%', '%'], [(15, 2), (18, 10), (13, 11)], [False, False, True, True], 38, False, [False, False, False, False], 1649, 'West', (17, 11))
Element 32: (2, (17, 11), ['', '', '%', 'G'], [(14, 2), (18, 11), (13, 10)], [False, False, True, False], 36, False, [False, False, False, False], 1658, 'South', (17, 10))
Element 33: (2, (17, 10), ['', '', 'G', ''], [(14, 3), (17, 11), (13, 9)], [False, False, False, False], 34, False, [False, False, False, False], 1667, 'South', (17, 9))
Element 34: (2, (17, 9), ['', '', 'G', ''], [(13, 3), (17, 10), (13, 8)], [False, False, False, False], 32, False, [False, False, False, False], 1676, 'West', (16, 9))
Element 35: (2, (16, 9), ['', '', '', 'G'], [(12, 3), (17, 9), (13, 7)], [False, False, False, False], 30, False, [False, False, False, False], 1675, 'North', (16, 10))
Element 36: (2, (16, 10), ['', 'G', '', ''], [(11, 3), (16, 9), (14, 7)], [False, False, False, False], 28, False, [False, False, False, False], 1684, 'North', (16, 11))
Element 37: (2, (16, 11), ['', 'G', '', ''], [(10, 3), (16, 10), (15, 7)], [False, False, False, False], 26, False, [False, False, False, False], 1693, 'North', (16, 12))
Element 38: (2, (16, 12), ['', 'G', '', '%'], [(10, 4), (16, 11), (16, 7)], [False, False, False, True], 24, False, [False, False, False, False], 1702, 'North', (16, 13))
Element 39: (2, (16, 13), ['%', 'G', '%', ''], [(10, 5), (16, 12), (16, 6)], [True, False, True, False], 22, False, [False, False, False, False], 1711, 'East', (17, 13))
Element 40: (2, (17, 13), ['G', '%', '%', ''], [(10, 6), (16, 13), (17, 6)], [False, True, True, False], 20, False, [False, False, False, False], 1720, 'East', (18, 13))
Element 41: (2, (18, 13), ['G', '%', '%', '%'], [(10, 7), (17, 13), (18, 6)], [False, True, True, True], 18, False, [False, False, False, False], 2719, 'Stop', (18, 13))
Element 42: (2, (18, 13), ['', '%', '%', '%'], [(9, 7), (16, 13), (18, 5)], [False, True, True, True], 16, False, [False, False, False, False], 3718, 'West', (17, 13))
Element 43: (2, (17, 13), ['', '%', '%', ''], [(9, 8), (16, 12), (18, 4)], [False, True, True, False], 14, False, [False, False, False, False], 3727, 'West', (16, 13))
Element 44: (2, (16, 13), ['%', '', '%', ''], [(10, 8), (15, 12), (17, 4)], [True, False, True, False], 12, False, [False, False, False, False], 3736, 'South', (16, 12))
Element 45: (2, (16, 12), ['', '', '', '%'], [(11, 8), (15, 11), (17, 5)], [False, False, False, True], 10, False, [False, False, False, False], 3745, 'Stop', (16, 12))
Element 46: (2, (16, 12), ['', '', '', '%'], [(11, 9), (15, 10), (17, 4)], [False, False, False, True], 8, False, [False, False, False, False], 3754, 'South', (16, 11))
Element 47: (2, (16, 11), ['', '', '', ''], [(12, 9), (15, 9), (17, 3)], [False, False, False, False], 6, False, [False, False, False, False], 3763, 'West', (15, 11))
Element 48: (2, (15, 11), ['', '', '', ''], [(12, 10), (15, 8), (16, 3)], [False, False, False, False], 4, False, [False, False, False, False], 3772, 'North', (15, 12))
Element 49: (2, (15, 12), ['', '', '%', ''], [(12, 11), (15, 7), (16, 4)], [False, False, True, False], 2, False, [False, False, False, False], 3781, 'West', (14, 12))
Element 50: (2, (14, 12), ['', '', '%', ''], [(12, 11), (15, 7), (15, 4)], [False, False, True, False], 0, False, [False, False, False, False], 3780, 'Stop', (14, 12))
Element 51: #0#
