Element 1: (1, (1, 6), ['%', '%', '.', '.'], [(2, 11), (7, 3), (16, 12)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 6))
Element 2: (1, (2, 6), ['', '%', '.', '.'], [(3, 11), (7, 4), (16, 13)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (3, 6))
Element 3: (1, (3, 6), ['', '%', '.', '.'], [(3, 12), (8, 4), (17, 13)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (4, 6))
Element 4: (1, (4, 6), ['', '.', '%', '.'], [(3, 13), (9, 4), (18, 13)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (5, 6))
Element 5: (1, (5, 6), ['', '.', '.', '.'], [(4, 13), (10, 4), (17, 13)], [False, False, False, False], 90, False, [False, True, True, True], 1145, 'East', (6, 6))
Element 6: (1, (6, 6), ['', '.', '.', '%'], [(5, 13), (10, 5), (16, 13)], [False, False, False, True], 88, False, [False, True, True, False], 2164, 'North', (6, 7))
Element 7: (1, (6, 7), ['.', '', '%', '%'], [(6, 13), (10, 6), (16, 12)], [False, False, True, True], 86, False, [True, False, False, False], 2193, 'West', (5, 7))
Element 8: (1, (5, 7), ['%', '', '%', ''], [(7, 13), (10, 7), (16, 11)], [True, False, True, False], 84, False, [False, False, False, False], 3222, 'East', (6, 7))
Element 9: (1, (6, 7), ['', '', '%', '%'], [(6, 13), (9, 7), (17, 11)], [False, False, True, True], 82, False, [False, False, False, False], 4231, 'South', (6, 6))
Element 10: (1, (6, 6), ['', '.', '', '%'], [(5, 13), (9, 8), (18, 11)], [False, False, False, True], 80, False, [False, True, False, False], 4250, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '.'], [(4, 13), (10, 8), (18, 10)], [False, False, False, False], 78, False, [True, True, False, True], 4279, 'East', (7, 5))
Element 12: (1, (7, 5), ['', '', '%', '%'], [(3, 13), (11, 8), (18, 9)], [False, False, True, True], 76, False, [False, False, False, False], 4308, 'South', (7, 4))
Element 13: (1, (7, 4), ['.', '', '', ''], [(2, 13), (11, 9), (18, 8)], [False, False, False, False], 74, False, [True, False, False, False], 4337, 'West', (6, 4))
Element 14: (1, (6, 4), ['.', '.', '', ''], [(2, 12), (12, 9), (17, 8)], [False, False, False, False], 72, False, [True, True, False, False], 4376, 'South', (6, 3))
Element 15: (1, (6, 3), ['.', '.', '', ''], [(1, 12), (13, 9), (17, 9)], [False, False, False, False], 70, False, [True, True, False, False], 4415, 'South', (6, 2))
Element 16: (1, (6, 2), ['.', '%', '', '.'], [(2, 12), (13, 10), (17, 10)], [False, True, False, False], 68, False, [True, False, False, True], 4444, 'East', (7, 2))
Element 17: (1, (7, 2), ['', '%', '', '.'], [(2, 13), (14, 10), (16, 10)], [False, True, False, False], 66, False, [False, False, False, True], 4473, 'East', (8, 2))
Element 18: (1, (8, 2), ['', '%', '%', '.'], [(3, 13), (15, 10), (16, 9)], [False, True, True, False], 64, False, [False, False, False, True], 4502, 'East', (9, 2))
Element 19: (1, (9, 2), ['', 'F', '%', '.'], [(3, 12), (15, 11), (16, 8)], [False, False, True, False], 62, False, [False, False, False, True], 4531, 'South', (9, 1))
Element 20: (1, (9, 1), ['%', '%', '', '.'], [(2, 12), (15, 12), (16, 7)], [True, True, False, False], 60, False, [False, False, False, True], 5550, 'East', (10, 1))
Element 21: (1, (10, 1), ['', '%', '.', '.'], [(3, 12), (14, 12), (16, 6)], [False, True, False, False], 58, False, [False, False, True, True], 5579, 'East', (11, 1))
Element 22: (1, (11, 1), ['', '%', '.', '.'], [(3, 11), (14, 11), (17, 6)], [False, True, False, False], 56, False, [False, False, True, True], 5608, 'East', (12, 1))
Element 23: (1, (12, 1), ['', '%', '.', '.'], [(3, 10), (13, 11), (18, 6)], [False, True, False, False], 54, False, [False, False, True, True], 5647, 'East', (13, 1))
Element 24: (1, (13, 1), ['', '%', '%', '.'], [(4, 10), (13, 12), (18, 5)], [False, True, True, False], 52, False, [False, False, False, True], 5686, 'East', (14, 1))
Element 25: (1, (14, 1), ['', '%', '.', '%'], [(5, 10), (12, 12), (18, 4)], [False, True, False, True], 50, False, [False, False, True, False], 5725, 'North', (14, 2))
Element 26: (1, (14, 2), ['%', '', '.', '.'], [(6, 10), (12, 13), (17, 4)], [True, False, False, False], 48, False, [False, False, True, True], 6754, 'East', (15, 2))
Element 27: (1, (15, 2), ['', '%', '%', '.'], [(6, 9), (11, 13), (17, 5)], [False, True, True, False], 46, False, [False, False, False, True], 7783, 'East', (16, 2))
Element 28: (1, (16, 2), ['', '%', '.', '%'], [(7, 9), (10, 13), (17, 4)], [False, True, False, True], 44, False, [False, False, True, False], 8802, 'North', (16, 3))
