Element 1: (2, (3, 13), ['.', '.', '%', 'F'], [(13, 1), (2, 1), (12, 9)], [False, False, True, False], 98, False, [True, True, False, False], 1009, 'East', (4, 13))
Element 2: (2, (4, 13), ['', '%', '%', 'F'], [(14, 1), (2, 2), (13, 9)], [False, True, True, False], 96, False, [False, False, False, False], 2038, 'East', (5, 13))
Element 3: (2, (5, 13), ['', '%', '%', '.'], [(14, 2), (3, 2), (13, 10)], [False, True, True, False], 94, False, [False, False, False, True], 3067, 'East', (6, 13))
Element 4: (2, (6, 13), ['', '%', '%', '.'], [(15, 2), (4, 2), (14, 10)], [False, True, True, False], 92, False, [False, False, False, True], 3106, 'East', (7, 13))
Element 5: (2, (7, 13), ['', '%', '%', '%'], [(16, 2), (5, 2), (15, 10)], [False, True, True, True], 90, False, [False, False, False, False], 3145, 'West', (6, 13))
Element 6: (2, (6, 13), ['', '%', '%', ''], [(16, 3), (6, 2), (16, 10)], [False, True, True, False], 88, False, [False, False, False, False], 3174, 'West', (5, 13))
Element 7: (2, (5, 13), ['', '%', '%', ''], [(17, 3), (7, 2), (17, 10)], [False, True, True, False], 86, False, [False, False, False, False], 3203, 'West', (4, 13))
Element 8: (2, (4, 13), ['', '%', '%', ''], [(17, 4), (8, 2), (18, 10)], [False, True, True, False], 84, False, [False, False, False, False], 3232, 'West', (3, 13))
Element 9: (2, (3, 13), ['.', '.', '%', ''], [(18, 4), (9, 2), (18, 11)], [False, False, True, False], 82, False, [True, True, False, False], 3261, 'South', (3, 12))
Element 10: (2, (3, 12), ['.', '.', '', '%'], [(18, 5), (9, 1), (17, 11)], [False, False, False, True], 80, False, [True, True, False, False], 4290, 'South', (3, 11))
Element 11: (2, (3, 11), ['.', '.', '', '%'], [(18, 6), (10, 1), (16, 11)], [False, False, False, True], 78, False, [True, True, False, False], 4329, 'South', (3, 10))
Element 12: (2, (3, 10), ['.', '%', '', '.'], [(17, 6), (11, 1), (16, 12)], [False, True, False, False], 76, False, [True, False, False, True], 4368, 'East', (4, 10))
Element 13: (2, (4, 10), ['', '.', '%', '.'], [(17, 5), (11, 2), (16, 13)], [False, False, True, False], 74, False, [False, True, False, True], 4407, 'East', (5, 10))
Element 14: (2, (5, 10), ['', '.', '.', '.'], [(17, 6), (12, 2), (17, 13)], [False, False, False, False], 72, False, [False, True, True, True], 4436, 'East', (6, 10))
Element 15: (2, (6, 10), ['', 'F', '.', '.'], [(16, 6), (12, 3), (18, 13)], [False, False, False, False], 70, False, [False, False, True, True], 4475, 'South', (6, 9))
Element 16: (2, (6, 9), ['.', '%', '', 'F'], [(16, 7), (13, 3), (17, 13)], [False, True, False, False], 68, False, [True, False, False, False], 5494, 'East', (7, 9))
Element 17: (2, (7, 9), ['', '%', '.', '.'], [(16, 8), (14, 3), (16, 13)], [False, True, False, False], 66, False, [False, False, True, True], 6513, 'East', (8, 9))
Element 18: (2, (8, 9), ['', '.', '.', '.'], [(17, 8), (14, 2), (16, 12)], [False, False, False, False], 64, False, [False, True, True, True], 6532, 'East', (9, 9))
Element 19: (2, (9, 9), ['', '.', '.', '%'], [(18, 8), (15, 2), (15, 12)], [False, False, False, True], 62, False, [False, True, True, False], 6561, 'North', (9, 10))
Element 20: (2, (9, 10), ['.', '', '.', '.'], [(18, 9), (16, 2), (15, 11)], [False, False, False, False], 60, False, [True, False, True, True], 6590, 'East', (10, 10))
Element 21: (2, (10, 10), ['', '%', '.', '.'], [(17, 9), (16, 3), (14, 11)], [False, True, False, False], 58, False, [False, False, True, True], 6619, 'East', (11, 10))
Element 22: (2, (11, 10), ['', '.', '.', '.'], [(16, 9), (16, 4), (14, 12)], [False, False, False, False], 56, False, [False, True, True, True], 6658, 'East', (12, 10))
Element 23: (2, (12, 10), ['', '', '.', ''], [(15, 9), (15, 4), (13, 12)], [False, False, False, False], 54, False, [False, False, True, False], 6697, 'North', (12, 11))
Element 24: (2, (12, 11), ['.', '', '.', 'G'], [(15, 8), (15, 5), (13, 11)], [False, False, False, False], 52, False, [True, False, True, False], 6736, 'North', (12, 12))
Element 25: (2, (12, 12), ['%', 'G', 'F', ''], [(15, 7), (15, 6), (12, 11)], [True, False, False, False], 50, False, [False, False, False, False], 6765, 'North', (12, 13))
Element 26: (2, (12, 13), ['.', '', '%', '%'], [(14, 7), (14, 6), (11, 11)], [False, False, True, True], 48, False, [True, False, False, False], 7794, 'West', (11, 13))
Element 27: (2, (11, 13), ['.', '%', '%', ''], [(14, 8), (14, 5), (10, 11)], [False, True, True, False], 46, False, [True, False, False, False], 7833, 'West', (10, 13))
Element 28: (2, (10, 13), ['%', 'G', '%', ''], [(13, 8), (13, 5), (10, 12)], [True, False, True, False], 44, False, [False, False, False, False], 7872, 'East', (11, 13))
Element 29: (2, (11, 13), ['', '%', '%', ''], [(13, 7), (13, 6), (9, 12)], [False, True, True, False], 42, False, [False, False, False, False], 7901, 'East', (12, 13))
Element 30: (2, (12, 13), ['', '', '%', '%'], [(12, 7), (12, 6), (9, 11)], [False, False, True, True], 40, False, [False, False, False, False], 7930, 'South', (12, 12))
Element 31: (2, (12, 12), ['%', '', '', ''], [(13, 7), (12, 5), (8, 11)], [True, False, False, False], 38, False, [False, False, False, False], 7949, 'East', (13, 12))
Element 32: (2, (13, 12), ['', '', '%', ''], [(13, 8), (12, 6), (7, 11)], [False, False, True, False], 36, False, [False, False, False, False], 8948, 'East', (14, 12))
Element 33: (2, (14, 12), ['', '', '%', ''], [(13, 9), (12, 7), (7, 10)], [False, False, True, False], 34, False, [False, False, False, False], 8957, 'East', (15, 12))
Element 34: (2, (15, 12), ['', '', '%', ''], [(13, 10), (13, 7), (8, 10)], [False, False, True, False], 32, False, [False, False, False, False], 8966, 'East', (16, 12))
Element 35: (2, (16, 12), ['', '', '', '%'], [(14, 10), (14, 7), (9, 10)], [False, False, False, True], 30, False, [False, False, False, False], 8965, 'North', (16, 13))
Element 36: (2, (16, 13), ['%', '', '%', ''], [(15, 10), (15, 7), (10, 10)], [True, False, True, False], 28, False, [False, False, False, False], 8964, 'East', (17, 13))
Element 37: (2, (17, 13), ['', '%', '%', ''], [(16, 10), (16, 7), (11, 10)], [False, True, True, False], 26, False, [False, False, False, False], 8963, 'East', (18, 13))
Element 38: (2, (18, 13), ['', '%', '%', '%'], [(17, 10), (16, 8), (11, 9)], [False, True, True, True], 24, False, [False, False, False, False], 8972, 'West', (17, 13))
Element 39: (2, (17, 13), ['', '%', '%', ''], [(18, 10), (17, 8), (11, 8)], [False, True, True, False], 22, False, [False, False, False, False], 8981, 'West', (16, 13))
Element 40: (2, (16, 13), ['%', '', '%', ''], [(18, 11), (18, 8), (10, 8)], [True, False, True, False], 20, False, [False, False, False, False], 8990, 'South', (16, 12))
Element 41: (2, (16, 12), ['', '', '', '%'], [(17, 11), (18, 9), (10, 7)], [False, False, False, True], 18, False, [False, False, False, False], 9989, 'South', (16, 11))
Element 42: (2, (16, 11), ['', '', '', ''], [(18, 11), (18, 10), (9, 7)], [False, False, False, False], 16, False, [False, False, False, False], 10988, 'East', (17, 11))
Element 43: (2, (17, 11), ['', 'G', '%', 'G'], [(18, 11), (17, 10), (9, 8)], [False, False, True, False], 14, False, [False, False, False, False], 10997, 'West', (16, 11))
Element 44: (2, (16, 11), ['', '', '', 'G'], [(17, 11), (17, 9), (8, 8)], [False, False, False, False], 12, False, [False, False, False, False], 11006, 'South', (16, 10))
Element 45: (2, (16, 10), ['', 'G', '', ''], [(17, 11), (16, 9), (8, 9)], [False, False, False, False], 10, False, [False, False, False, False], 11005, 'East', (17, 10))
Element 46: (2, (17, 10), ['G', '', '', ''], [(16, 11), (16, 10), (9, 9)], [False, False, False, False], 8, False, [False, False, False, False], 11004, 'East', (18, 10))
Element 47: (2, (18, 10), ['', '', '', '%'], [(16, 12), (16, 11), (8, 9)], [False, False, False, True], 6, False, [False, False, False, False], 11003, 'North', (18, 11))
