Element 1: (3, (9, 10), ['', '.', '.', '.'], [(17, 8), (4, 2), (8, 11)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (10, 10))
Element 2: (3, (10, 10), ['', '%', '.', '.'], [(18, 8), (5, 2), (7, 11)], [False, True, False, False], 96, False, [False, False, True, True], 1058, 'East', (11, 10))
Element 3: (3, (11, 10), ['', '.', '.', '.'], [(18, 9), (6, 2), (7, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (12, 10))
Element 4: (3, (12, 10), ['', '.', '.', '.'], [(18, 10), (7, 2), (7, 9)], [False, False, False, False], 92, False, [False, True, True, True], 2126, 'East', (13, 10))
Element 5: (3, (13, 10), ['', '.', '.', '.'], [(18, 11), (8, 2), (6, 9)], [False, False, False, False], 90, False, [False, True, True, True], 3155, 'East', (14, 10))
Element 6: (3, (14, 10), ['', '%', '.', '.'], [(17, 11), (9, 2), (6, 10)], [False, True, False, False], 88, False, [False, False, True, True], 3194, 'East', (15, 10))
Element 7: (3, (15, 10), ['', '.', '.', '.'], [(17, 10), (9, 1), (6, 11)], [False, False, False, False], 86, False, [False, True, True, True], 4223, 'East', (16, 10))
Element 8: (3, (16, 10), ['', '.', '.', ''], [(17, 9), (10, 1), (5, 11)], [False, False, False, False], 84, False, [False, True, True, False], 4262, 'North', (16, 11))
Element 9: (3, (16, 11), ['.', '', '.', ''], [(16, 9), (11, 1), (5, 10)], [False, False, False, False], 82, False, [True, False, True, False], 4301, 'North', (16, 12))
Element 10: (3, (16, 12), ['.', '', '.', '%'], [(15, 9), (12, 1), (5, 9)], [False, False, False, True], 80, False, [True, False, True, False], 4340, 'North', (16, 13))
Element 11: (3, (16, 13), ['%', '', '%', '.'], [(15, 8), (13, 1), (4, 9)], [True, False, True, False], 78, False, [False, False, False, True], 4379, 'East', (17, 13))
Element 12: (3, (17, 13), ['', '%', '%', '.'], [(15, 7), (14, 1), (4, 10)], [False, True, True, False], 76, False, [False, False, False, True], 4418, 'East', (18, 13))
Element 13: (3, (18, 13), ['', '%', '%', '%'], [(16, 7), (14, 2), (3, 10)], [False, True, True, True], 74, False, [False, False, False, False], 4457, 'West', (17, 13))
Element 14: (3, (17, 13), ['', '%', '%', ''], [(16, 6), (15, 2), (3, 11)], [False, True, True, False], 72, False, [False, False, False, False], 4486, 'West', (16, 13))
Element 15: (3, (16, 13), ['%', '', '%', ''], [(17, 6), (16, 2), (3, 12)], [True, False, True, False], 70, False, [False, False, False, False], 4515, 'South', (16, 12))
Element 16: (3, (16, 12), ['.', '', '', '%'], [(18, 6), (16, 3), (3, 13)], [False, False, False, True], 68, False, [True, False, False, False], 4544, 'West', (15, 12))
Element 17: (3, (15, 12), ['.', '.', '%', ''], [(18, 5), (17, 3), (4, 13)], [False, False, True, False], 66, False, [True, True, False, False], 5573, 'South', (15, 11))
Element 18: (3, (15, 11), ['.', '', '', ''], [(18, 4), (17, 4), (5, 13)], [False, False, False, False], 64, False, [True, False, False, False], 6602, 'West', (14, 11))
Element 19: (3, (14, 11), ['.', '', '.', ''], [(18, 5), (17, 5), (6, 13)], [False, False, False, False], 62, False, [True, False, True, False], 6631, 'North', (14, 12))
Element 20: (3, (14, 12), ['.', '', '%', ''], [(18, 4), (18, 5), (7, 13)], [False, False, True, False], 60, False, [True, False, False, False], 6650, 'West', (13, 12))
Element 21: (3, (13, 12), ['.', '.', '%', ''], [(17, 4), (18, 6), (6, 13)], [False, False, True, False], 58, False, [True, True, False, False], 6659, 'South', (13, 11))
Element 22: (3, (13, 11), ['.', '', '', ''], [(16, 4), (17, 6), (5, 13)], [False, False, False, False], 56, False, [True, False, False, False], 6678, 'West', (12, 11))
Element 23: (3, (12, 11), ['.', '', '.', ''], [(15, 4), (16, 6), (4, 13)], [False, False, False, False], 54, False, [True, False, True, False], 6697, 'North', (12, 12))
Element 24: (3, (12, 12), ['%', '', 'F', ''], [(15, 5), (15, 6), (3, 13)], [True, False, False, False], 52, False, [False, False, False, False], 6726, 'North', (12, 13))
Element 25: (3, (12, 13), ['.', '', '%', '%'], [(14, 5), (14, 6), (2, 13)], [False, False, True, True], 50, False, [True, False, False, False], 7755, 'West', (11, 13))
Element 26: (3, (11, 13), ['.', '%', '%', ''], [(13, 5), (14, 7), (2, 12)], [False, True, True, False], 48, False, [True, False, False, False], 7794, 'West', (10, 13))
Element 27: (3, (10, 13), ['%', '.', '%', ''], [(13, 6), (14, 8), (2, 11)], [True, False, True, False], 46, False, [False, True, False, False], 7833, 'South', (10, 12))
Element 28: (3, (10, 12), ['.', '.', '', '%'], [(13, 7), (13, 8), (2, 10)], [False, False, False, True], 44, False, [True, True, False, False], 7872, 'South', (10, 11))
Element 29: (3, (10, 11), ['.', '', '', '.'], [(12, 7), (13, 9), (1, 10)], [False, False, False, False], 42, False, [True, False, False, True], 7911, 'East', (11, 11))
Element 30: (3, (11, 11), ['', '', '%', ''], [(12, 6), (12, 9), (1, 11)], [False, False, True, False], 40, False, [False, False, False, False], 7950, 'West', (10, 11))
Element 31: (3, (10, 11), ['.', '', '', ''], [(12, 5), (11, 9), (1, 12)], [False, False, False, False], 38, False, [True, False, False, False], 7979, 'West', (9, 11))
Element 32: (3, (9, 11), ['', '', '.', ''], [(12, 6), (11, 8), (1, 11)], [False, False, False, False], 36, False, [False, False, True, False], 7998, 'North', (9, 12))
Element 33: (3, (9, 12), ['%', '', '%', ''], [(12, 7), (10, 8), (1, 10)], [True, False, True, False], 34, False, [False, False, False, False], 8017, 'South', (9, 11))
Element 34: (3, (9, 11), ['', '', '', ''], [(13, 7), (10, 7), (2, 10)], [False, False, False, False], 32, False, [False, False, False, False], 9016, 'West', (8, 11))
Element 35: (3, (8, 11), ['', '', '%', ''], [(14, 7), (9, 7), (2, 11)], [False, False, True, False], 30, False, [False, False, False, False], 10015, 'South', (8, 10))
Element 36: (3, (8, 10), ['', '.', '', ''], [(14, 8), (9, 8), (1, 11)], [False, False, False, False], 28, False, [False, True, False, False], 10024, 'South', (8, 9))
Element 37: (3, (8, 9), ['', '.', '', 'G'], [(13, 8), (9, 9), (2, 11)], [False, False, False, False], 26, False, [False, True, False, False], 10043, 'South', (8, 8))
Element 38: (3, (8, 8), ['%', '%', '', ''], [(13, 9), (9, 10), (2, 12)], [True, True, False, False], 24, False, [False, False, False, False], 10052, 'East', (9, 8))
Element 39: (3, (9, 8), ['', '', '', ''], [(13, 10), (10, 10), (1, 12)], [False, False, False, False], 22, False, [False, False, False, False], 10051, 'East', (10, 8))
Element 40: (3, (10, 8), ['', '', '%', ''], [(14, 10), (11, 10), (2, 12)], [False, False, True, False], 20, False, [False, False, False, False], 10050, 'East', (11, 8))
Element 41: (3, (11, 8), ['', '%', '', '%'], [(15, 10), (12, 10), (2, 13)], [False, True, False, True], 18, False, [False, False, False, False], 10049, 'North', (11, 9))
Element 42: (3, (11, 9), ['%', '', '', ''], [(16, 10), (13, 10), (3, 13)], [True, False, False, False], 16, False, [False, False, False, False], 10048, 'East', (12, 9))
Element 43: (3, (12, 9), ['', '%', '', ''], [(16, 11), (14, 10), (3, 12)], [False, True, False, False], 14, False, [False, False, False, False], 10047, 'East', (13, 9))
Element 44: (3, (13, 9), ['', '', '', '%'], [(16, 12), (15, 10), (2, 12)], [False, False, False, True], 12, False, [False, False, False, False], 10046, 'South', (13, 8))
Element 45: (3, (13, 8), ['%', '', '', ''], [(16, 13), (16, 10), (3, 12)], [True, False, False, False], 10, False, [False, False, False, False], 10045, 'East', (14, 8))
Element 46: (3, (14, 8), ['', '', '%', ''], [(17, 13), (17, 10), (3, 11)], [False, False, True, False], 8, False, [False, False, False, False], 10044, 'East', (15, 8))
Element 47: (3, (15, 8), ['', '', '', ''], [(18, 13), (18, 10), (2, 11)], [False, False, False, False], 6, False, [False, False, False, False], 10043, 'East', (16, 8))
