Element 1: (1, (10, 1), ['F', '%', '.', '.'], [(10, 5), (11, 3), (16, 3)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'West', (9, 1))
Element 2: (1, (9, 1), ['%', '%', '.', ''], [(10, 6), (12, 3), (17, 3)], [True, True, False, False], 96, False, [False, False, True, False], 1038, 'North', (9, 2))
Element 3: (1, (9, 2), ['.', '', '%', '.'], [(10, 7), (13, 3), (17, 4)], [False, False, True, False], 94, False, [True, False, False, True], 2067, 'East', (10, 2))
Element 4: (1, (10, 2), ['', '', '.', '.'], [(9, 7), (14, 3), (18, 4)], [False, False, False, False], 92, False, [False, False, True, True], 3096, 'East', (11, 2))
Element 5: (1, (11, 2), ['', '.', '', '.'], [(9, 8), (14, 2), (18, 5)], [False, False, False, False], 90, False, [False, True, False, True], 3135, 'East', (12, 2))
Element 6: (1, (12, 2), ['', '.', '', '%'], [(10, 8), (15, 2), (18, 6)], [False, False, False, True], 88, False, [False, True, False, False], 3174, 'South', (12, 1))
Element 7: (1, (12, 1), ['.', '%', '', '.'], [(11, 8), (16, 2), (17, 6)], [False, True, False, False], 86, False, [True, False, False, True], 3213, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '%', '.'], [(11, 9), (16, 3), (17, 5)], [False, True, True, False], 84, False, [False, False, False, True], 3242, 'East', (14, 1))
Element 9: (1, (14, 1), ['', '%', '', '%'], [(12, 9), (16, 4), (17, 6)], [False, True, False, True], 82, False, [False, False, False, False], 3271, 'North', (14, 2))
Element 10: (1, (14, 2), ['%', '', '', ''], [(13, 9), (15, 4), (16, 6)], [True, False, False, False], 80, False, [False, False, False, False], 3300, 'East', (15, 2))
Element 11: (1, (15, 2), ['', '%', '%', ''], [(13, 10), (15, 5), (16, 7)], [False, True, True, False], 78, False, [False, False, False, False], 3329, 'East', (16, 2))
Element 12: (1, (16, 2), ['', '%', '', '%'], [(14, 10), (15, 6), (16, 8)], [False, True, False, True], 76, False, [False, False, False, False], 3358, 'North', (16, 3))
Element 13: (1, (16, 3), ['%', '', '', ''], [(15, 10), (15, 7), (17, 8)], [True, False, False, False], 74, False, [False, False, False, False], 3387, 'East', (17, 3))
Element 14: (1, (17, 3), ['', '%', '', '%'], [(16, 10), (15, 8), (18, 8)], [False, True, False, True], 72, False, [False, False, False, False], 3416, 'North', (17, 4))
Element 15: (1, (17, 4), ['', '', '', ''], [(17, 10), (15, 9), (18, 9)], [False, False, False, False], 70, False, [False, False, False, False], 3445, 'East', (18, 4))
Element 16: (1, (18, 4), ['', '%', '', '%'], [(17, 11), (16, 9), (18, 10)], [False, True, False, True], 68, False, [False, False, False, False], 3474, 'North', (18, 5))
Element 17: (1, (18, 5), ['', '', '', '%'], [(16, 11), (17, 9), (18, 11)], [False, False, False, True], 66, False, [False, False, False, False], 3503, 'North', (18, 6))
Element 18: (1, (18, 6), ['', '', '%', '%'], [(16, 12), (18, 9), (17, 11)], [False, False, True, True], 64, False, [False, False, False, False], 3512, 'West', (17, 6))
Element 19: (1, (17, 6), ['', '', '%', ''], [(16, 13), (18, 10), (17, 10)], [False, False, True, False], 62, False, [False, False, False, False], 3521, 'South', (17, 5))
Element 20: (1, (17, 5), ['%', '', '', ''], [(17, 13), (18, 11), (17, 9)], [True, False, False, False], 60, False, [False, False, False, False], 3530, 'North', (17, 6))
