Element 1: (2, (16, 12), ['.', '.', '.', '%'], [(18, 13), (15, 2), (18, 8)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (16, 13))
Element 2: (2, (16, 13), ['%', '', '%', 'G'], [(17, 13), (16, 2), (18, 9)], [True, False, True, False], 96, False, [False, False, False, False], 48, 'South', (16, 12))
Element 3: (2, (16, 12), ['.', '.', 'G', '%'], [(16, 13), (16, 3), (18, 10)], [False, False, False, True], 94, False, [True, True, False, False], 67, 'South', (16, 11))
Element 4: (2, (16, 11), ['.', '.', 'G', '.'], [(16, 12), (17, 3), (18, 11)], [False, False, False, False], 92, False, [True, True, False, True], 96, 'East', (17, 11))
Element 5: (2, (17, 11), ['', '.', '%', ''], [(15, 12), (17, 4), (18, 10)], [False, False, True, False], 90, False, [False, True, False, False], 125, 'South', (17, 10))
Element 6: (2, (17, 10), ['.', '.', '', ''], [(15, 11), (18, 4), (18, 9)], [False, False, False, False], 88, False, [True, True, False, False], 154, 'South', (17, 9))
Element 7: (2, (17, 9), ['.', '.', '', ''], [(15, 10), (18, 5), (18, 10)], [False, False, False, False], 86, False, [True, True, False, False], 183, 'South', (17, 8))
Element 8: (2, (17, 8), ['.', '%', '', ''], [(16, 10), (18, 6), (18, 9)], [False, True, False, False], 84, False, [True, False, False, False], 212, 'West', (16, 8))
Element 9: (2, (16, 8), ['.', '.', 'G', ''], [(16, 9), (17, 6), (17, 9)], [False, False, False, False], 82, False, [True, True, False, False], 241, 'South', (16, 7))
Element 10: (2, (16, 7), ['.', '.', '', '%'], [(15, 9), (17, 5), (17, 10)], [False, False, False, True], 80, False, [True, True, False, False], 270, 'South', (16, 6))
Element 11: (2, (16, 6), ['.', '%', '', 'G'], [(15, 8), (17, 6), (17, 11)], [False, True, False, False], 78, False, [True, False, False, False], 289, 'West', (15, 6))
Element 12: (2, (15, 6), ['.', '.', 'G', 'G'], [(15, 7), (16, 6), (16, 11)], [False, False, False, False], 76, False, [True, True, False, False], 308, 'South', (15, 5))
Element 13: (2, (15, 5), ['.', '.', '', '%'], [(14, 7), (16, 7), (16, 12)], [False, False, False, True], 74, False, [True, True, False, False], 327, 'South', (15, 4))
Element 14: (2, (15, 4), ['%', '%', '', '.'], [(14, 8), (16, 8), (16, 13)], [True, True, False, False], 72, False, [False, False, False, True], 346, 'East', (16, 4))
Element 15: (2, (16, 4), ['', '', '%', ''], [(13, 8), (17, 8), (17, 13)], [False, False, True, False], 70, False, [False, False, False, False], 365, 'East', (17, 4))
Element 16: (2, (17, 4), ['', '', '', ''], [(13, 9), (18, 8), (18, 13)], [False, False, False, False], 68, False, [False, False, False, False], 374, 'East', (18, 4))
Element 17: (2, (18, 4), ['', '%', '', '%'], [(13, 10), (18, 9), (17, 13)], [False, True, False, True], 66, False, [False, False, False, False], 383, 'North', (18, 5))
Element 18: (2, (18, 5), ['', '', '', '%'], [(14, 10), (18, 10), (16, 13)], [False, False, False, True], 64, False, [False, False, False, False], 392, 'North', (18, 6))
Element 19: (2, (18, 6), ['', '', '%', '%'], [(14, 11), (18, 11), (16, 12)], [False, False, True, True], 62, False, [False, False, False, False], 401, 'West', (17, 6))
Element 20: (2, (17, 6), ['', '', '%', ''], [(14, 12), (17, 11), (15, 12)], [False, False, True, False], 60, False, [False, False, False, False], 410, 'South', (17, 5))
Element 21: (2, (17, 5), ['%', '', '', ''], [(13, 12), (17, 10), (15, 11)], [True, False, False, False], 58, False, [False, False, False, False], 419, 'North', (17, 6))
Element 22: (2, (17, 6), ['', '', '%', ''], [(13, 11), (17, 9), (15, 10)], [False, False, True, False], 56, False, [False, False, False, False], 428, 'East', (18, 6))
Element 23: (2, (18, 6), ['', '', '%', '%'], [(12, 11), (16, 9), (16, 10)], [False, False, True, True], 54, False, [False, False, False, False], 437, 'South', (18, 5))
