Element 1: (0, (16, 8), ['G', '.', '.', '.'], [(7, 3), (15, 8), (17, 3)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'East', (17, 8))
Element 2: (0, (17, 8), ['', '%', '.', '.'], [(7, 4), (15, 9), (17, 4)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (18, 8))
Element 3: (0, (18, 8), ['', '%', '.', '%'], [(8, 4), (16, 9), (18, 4)], [False, True, False, True], 94, False, [False, False, True, False], 78, 'North', (18, 9))
Element 4: (0, (18, 9), ['G', '', '.', '%'], [(9, 4), (17, 9), (18, 5)], [False, False, False, True], 92, False, [False, False, True, False], 117, 'North', (18, 10))
Element 5: (0, (18, 10), ['G', '', '.', '%'], [(10, 4), (17, 10), (18, 6)], [False, False, False, True], 90, False, [False, False, True, False], 156, 'North', (18, 11))
Element 6: (0, (18, 11), ['G', '', '%', '%'], [(10, 5), (17, 11), (17, 6)], [False, False, True, True], 88, False, [False, False, False, False], 195, 'South', (18, 10))
Element 7: (0, (18, 10), ['', '', '', '%'], [(10, 6), (16, 11), (17, 5)], [False, False, False, True], 86, False, [False, False, False, False], 224, 'South', (18, 9))
Element 8: (0, (18, 9), ['', '', '', '%'], [(10, 7), (16, 12), (17, 6)], [False, False, False, True], 84, False, [False, False, False, False], 1233, 'South', (18, 8))
Element 9: (0, (18, 8), ['', '%', '', '%'], [(9, 7), (16, 13), (16, 6)], [False, True, False, True], 82, False, [False, False, False, False], 2252, 'West', (17, 8))
Element 10: (0, (17, 8), ['', '%', '', ''], [(9, 8), (17, 13), (16, 7)], [False, True, False, False], 80, False, [False, False, False, False], 2281, 'North', (17, 9))
Element 11: (0, (17, 9), ['', '', '', ''], [(10, 8), (18, 13), (15, 7)], [False, False, False, False], 78, False, [False, False, False, False], 2310, 'North', (17, 10))
Element 12: (0, (17, 10), ['.', '', '', ''], [(11, 8), (17, 13), (15, 6)], [False, False, False, False], 76, False, [True, False, False, False], 2329, 'West', (16, 10))
Element 13: (0, (16, 10), ['.', '', '', ''], [(11, 9), (16, 13), (15, 5)], [False, False, False, False], 74, False, [True, False, False, False], 2358, 'West', (15, 10))
Element 14: (0, (15, 10), ['.', '', '.', ''], [(12, 9), (16, 12), (15, 4)], [False, False, False, False], 72, False, [True, False, True, False], 2387, 'North', (15, 11))
Element 15: (0, (15, 11), ['.', '', 'G', ''], [(13, 9), (15, 12), (16, 4)], [False, False, False, False], 70, False, [True, False, False, False], 2426, 'West', (14, 11))
Element 16: (0, (14, 11), ['.', '.', 'G', ''], [(13, 10), (14, 12), (16, 3)], [False, False, False, False], 68, False, [True, True, False, False], 2465, 'South', (14, 10))
Element 17: (0, (14, 10), ['', '%', '', ''], [(13, 11), (13, 12), (16, 2)], [False, True, False, False], 66, False, [False, False, False, False], 2504, 'West', (13, 10))
Element 18: (0, (13, 10), ['.', '', '', ''], [(12, 11), (12, 12), (15, 2)], [False, False, False, False], 64, False, [True, False, False, False], 2533, 'West', (12, 10))
Element 19: (0, (12, 10), ['.', '', '', ''], [(11, 11), (12, 13), (14, 2)], [False, False, False, False], 62, False, [True, False, False, False], 3562, 'West', (11, 10))
Element 20: (0, (11, 10), ['.', '', '', ''], [(10, 11), (11, 13), (14, 3)], [False, False, False, False], 60, False, [True, False, False, False], 3601, 'West', (10, 10))
Element 21: (0, (10, 10), ['.', '%', '', ''], [(10, 12), (10, 13), (13, 3)], [False, True, False, False], 58, False, [True, False, False, False], 3640, 'West', (9, 10))
Element 22: (0, (9, 10), ['.', '.', '.', ''], [(9, 12), (10, 12), (12, 3)], [False, False, False, False], 56, False, [True, True, True, False], 3669, 'North', (9, 11))
Element 23: (0, (9, 11), ['.', '', 'G', 'G'], [(9, 12), (10, 11), (12, 2)], [False, False, False, False], 54, False, [True, False, False, False], 3688, 'West', (8, 11))
Element 24: (0, (8, 11), ['F', '.', '%', 'G'], [(9, 11), (11, 11), (12, 1)], [False, False, True, False], 52, False, [False, True, False, False], 3707, 'West', (7, 11))
Element 25: (0, (7, 11), ['.', '.', '%', ''], [(9, 10), (12, 11), (13, 1)], [False, False, True, False], 50, False, [True, True, False, False], 4716, 'South', (7, 10))
Element 26: (0, (7, 10), ['.', 'F', '', '.'], [(9, 9), (13, 11), (14, 1)], [False, False, False, False], 48, False, [True, False, False, True], 4745, 'South', (7, 9))
Element 27: (0, (7, 9), ['F', '%', '', 'G'], [(8, 9), (14, 11), (13, 1)], [False, True, False, False], 46, False, [False, False, False, False], 5754, 'West', (6, 9))
Element 28: (0, (6, 9), ['.', '%', '.', ''], [(8, 10), (15, 11), (12, 1)], [False, True, False, False], 44, False, [True, False, True, False], 6763, 'North', (6, 10))
Element 29: (0, (6, 10), ['.', '', '.', ''], [(8, 11), (15, 10), (11, 1)], [False, False, False, False], 42, False, [True, False, True, False], 6782, 'North', (6, 11))
Element 30: (0, (6, 11), ['.', '', '%', 'G'], [(7, 11), (16, 10), (11, 2)], [False, False, True, False], 40, False, [True, False, False, False], 6801, 'West', (5, 11))
Element 31: (0, (5, 11), ['%', '.', '%', ''], [(7, 10), (15, 10), (11, 3)], [True, False, True, False], 38, False, [False, True, False, False], 6820, 'South', (5, 10))
Element 32: (0, (5, 10), ['.', '.', '', ''], [(7, 9), (14, 10), (10, 3)], [False, False, False, False], 36, False, [True, True, False, False], 6839, 'South', (5, 9))
Element 33: (0, (5, 9), ['.', '%', '', 'G'], [(6, 9), (13, 10), (10, 2)], [False, True, False, False], 34, False, [True, False, False, False], 6858, 'West', (4, 9))
Element 34: (0, (4, 9), ['%', '%', '.', ''], [(6, 10), (13, 9), (10, 1)], [True, True, False, False], 32, False, [False, False, True, False], 6877, 'North', (4, 10))
