Element 1: (1, (10, 8), ['.', 'F', '%', '.'], [(14, 8), (12, 7), (16, 9)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (10, 7))
Element 2: (1, (10, 7), ['F', '.', '', '%'], [(15, 8), (13, 7), (17, 9)], [False, False, False, True], 96, False, [False, True, False, False], 1038, 'West', (9, 7))
Element 3: (1, (9, 7), ['%', '.', '.', ''], [(16, 8), (14, 7), (18, 9)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (9, 8))
Element 4: (1, (9, 8), ['.', '', '.', ''], [(17, 8), (15, 7), (18, 10)], [False, False, False, False], 92, False, [True, False, True, False], 2106, 'North', (9, 9))
Element 5: (1, (9, 9), ['.', '', '.', '%'], [(18, 8), (16, 7), (18, 11)], [False, False, False, True], 90, False, [True, False, True, False], 2145, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '.', '.'], [(18, 9), (16, 6), (17, 11)], [False, False, False, False], 88, False, [True, False, True, True], 2174, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '.', '.'], [(18, 10), (17, 6), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2203, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '.', '.', '.'], [(18, 11), (18, 6), (16, 10)], [False, False, False, False], 84, False, [False, True, True, True], 2232, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '.', '.', '.'], [(17, 11), (18, 5), (16, 11)], [False, False, False, False], 82, False, [False, True, True, True], 2261, 'East', (13, 10))
Element 10: (1, (13, 10), ['', '.', '.', '.'], [(17, 10), (18, 4), (16, 12)], [False, False, False, False], 80, False, [False, True, True, True], 2290, 'East', (14, 10))
Element 11: (1, (14, 10), ['', '%', '.', '.'], [(17, 9), (17, 4), (16, 13)], [False, True, False, False], 78, False, [False, False, True, True], 2319, 'East', (15, 10))
Element 12: (1, (15, 10), ['', '.', '.', ''], [(16, 9), (17, 5), (17, 13)], [False, False, False, False], 76, False, [False, True, True, False], 2348, 'North', (15, 11))
Element 13: (1, (15, 11), ['.', '', '.', ''], [(15, 9), (17, 4), (18, 13)], [False, False, False, False], 74, False, [True, False, True, False], 2377, 'North', (15, 12))
Element 14: (1, (15, 12), ['.', '', '%', ''], [(15, 10), (17, 3), (17, 13)], [False, False, True, False], 72, False, [True, False, False, False], 2396, 'West', (14, 12))
Element 15: (1, (14, 12), ['.', '.', '%', ''], [(16, 10), (16, 3), (16, 13)], [False, False, True, False], 70, False, [True, True, False, False], 2415, 'South', (14, 11))
