Element 1: (2, (5, 9), ['.', '%', '.', 'F'], [(15, 2), (4, 6), (6, 5)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (6, 9))
Element 2: (2, (6, 9), ['', '%', '.', 'F'], [(16, 2), (5, 6), (7, 5)], [False, True, False, False], 96, False, [False, False, True, False], 1048, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '%', '.', '.'], [(16, 3), (6, 6), (7, 4)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (8, 9))
Element 4: (2, (8, 9), ['', '.', '.', '.'], [(17, 3), (6, 7), (8, 4)], [False, False, False, False], 92, False, [False, True, True, True], 2116, 'East', (9, 9))
Element 5: (2, (9, 9), ['', '.', '.', '%'], [(17, 4), (5, 7), (9, 4)], [False, False, False, True], 90, False, [False, True, True, False], 2155, 'North', (9, 10))
Element 6: (2, (9, 10), ['.', '', '.', '.'], [(18, 4), (6, 7), (10, 4)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(18, 5), (6, 6), (10, 5)], [False, True, False, False], 86, False, [False, False, True, True], 2213, 'East', (11, 10))
Element 8: (2, (11, 10), ['', '.', '.', '.'], [(18, 6), (6, 5), (10, 6)], [False, False, False, False], 84, False, [False, True, True, True], 2242, 'East', (12, 10))
Element 9: (2, (12, 10), ['', '.', '.', '.'], [(17, 6), (6, 4), (10, 7)], [False, False, False, False], 82, False, [False, True, True, True], 3271, 'East', (13, 10))
Element 10: (2, (13, 10), ['', '.', '.', '.'], [(17, 5), (6, 3), (9, 7)], [False, False, False, False], 80, False, [False, True, True, True], 4300, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(17, 6), (7, 3), (9, 8)], [False, True, False, False], 78, False, [False, False, True, True], 4329, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '.', '.'], [(16, 6), (7, 2), (10, 8)], [False, False, False, False], 76, False, [False, True, True, True], 4368, 'East', (16, 10))
Element 13: (2, (16, 10), ['', '.', '.', '.'], [(16, 7), (8, 2), (11, 8)], [False, False, False, False], 74, False, [False, True, True, True], 4407, 'East', (17, 10))
Element 14: (2, (17, 10), ['', '.', '.', '.'], [(16, 8), (9, 2), (11, 9)], [False, False, False, False], 72, False, [False, True, True, True], 4446, 'East', (18, 10))
Element 15: (2, (18, 10), ['', '.', '.', '%'], [(17, 8), (9, 1), (12, 9)], [False, False, False, True], 70, False, [False, True, True, False], 5475, 'North', (18, 11))
Element 16: (2, (18, 11), ['.', '', '%', '%'], [(18, 8), (10, 1), (13, 9)], [False, False, True, True], 68, False, [True, False, False, False], 5514, 'West', (17, 11))
Element 17: (2, (17, 11), ['.', '', '%', ''], [(18, 9), (11, 1), (13, 8)], [False, False, True, False], 66, False, [True, False, False, False], 5553, 'West', (16, 11))
Element 18: (2, (16, 11), ['.', '', '.', ''], [(17, 9), (12, 1), (14, 8)], [False, False, False, False], 64, False, [True, False, True, False], 5592, 'North', (16, 12))
Element 19: (2, (16, 12), ['.', '', '.', '%'], [(16, 9), (13, 1), (15, 8)], [False, False, False, True], 62, False, [True, False, True, False], 5631, 'North', (16, 13))
Element 20: (2, (16, 13), ['%', '', '%', '.'], [(16, 10), (14, 1), (15, 9)], [True, False, True, False], 60, False, [False, False, False, True], 5660, 'East', (17, 13))
Element 21: (2, (17, 13), ['', '%', '%', '.'], [(17, 10), (14, 2), (16, 9)], [False, True, True, False], 58, False, [False, False, False, True], 5669, 'East', (18, 13))
Element 22: (2, (18, 13), ['', '%', '%', '%'], [(18, 10), (14, 3), (17, 9)], [False, True, True, True], 56, False, [False, False, False, False], 5688, 'West', (17, 13))
Element 23: (2, (17, 13), ['', '%', '%', ''], [(18, 11), (13, 3), (18, 9)], [False, True, True, False], 54, False, [False, False, False, False], 5697, 'West', (16, 13))
Element 24: (2, (16, 13), ['%', '', '%', ''], [(17, 11), (12, 3), (18, 10)], [True, False, True, False], 52, False, [False, False, False, False], 5706, 'South', (16, 12))
Element 25: (2, (16, 12), ['.', 'G', '', '%'], [(16, 11), (12, 2), (18, 11)], [False, False, False, True], 50, False, [True, False, False, False], 5715, 'West', (15, 12))
Element 26: (2, (15, 12), ['.', 'G', '%', ''], [(15, 11), (11, 2), (17, 11)], [False, False, True, False], 48, False, [True, False, False, False], 5744, 'West', (14, 12))
Element 27: (2, (14, 12), ['.', 'G', '%', ''], [(14, 11), (11, 3), (17, 10)], [False, False, True, False], 46, False, [True, False, False, False], 5773, 'West', (13, 12))
Element 28: (2, (13, 12), ['.', 'G', '%', ''], [(13, 11), (10, 3), (16, 10)], [False, False, True, False], 44, False, [True, False, False, False], 5802, 'West', (12, 12))
Element 29: (2, (12, 12), ['%', 'G', 'F', ''], [(12, 11), (10, 2), (16, 11)], [True, False, False, False], 42, False, [False, False, False, False], 5831, 'North', (12, 13))
Element 30: (2, (12, 13), ['.', '', '%', '%'], [(11, 11), (10, 3), (16, 12)], [False, False, True, True], 40, False, [True, False, False, False], 6840, 'West', (11, 13))
Element 31: (2, (11, 13), ['.', '%', '%', ''], [(10, 11), (10, 4), (16, 13)], [False, True, True, False], 38, False, [True, False, False, False], 6859, 'West', (10, 13))
Element 32: (2, (10, 13), ['%', 'G', '%', ''], [(10, 12), (10, 5), (17, 13)], [True, False, True, False], 36, False, [False, False, False, False], 6878, 'East', (11, 13))
Element 33: (2, (11, 13), ['', '%', '%', ''], [(9, 12), (9, 5), (18, 13)], [False, True, True, False], 34, False, [False, False, False, False], 6897, 'East', (12, 13))
Element 34: (2, (12, 13), ['', '', '%', '%'], [(9, 11), (9, 6), (17, 13)], [False, False, True, True], 32, False, [False, False, False, False], 6916, 'South', (12, 12))
Element 35: (2, (12, 12), ['%', '', '', ''], [(8, 11), (10, 6), (16, 13)], [True, False, False, False], 30, False, [False, False, False, False], 6925, 'East', (13, 12))
Element 36: (2, (13, 12), ['', '', '%', ''], [(7, 11), (10, 7), (16, 12)], [False, False, True, False], 28, False, [False, False, False, False], 7924, 'East', (14, 12))
Element 37: (2, (14, 12), ['', '', '%', 'G'], [(7, 10), (10, 8), (15, 12)], [False, False, True, False], 26, False, [False, False, False, False], 7933, 'West', (13, 12))
Element 38: (2, (13, 12), ['', '', '%', ''], [(8, 10), (11, 8), (15, 11)], [False, False, True, False], 24, False, [False, False, False, False], 7942, 'East', (14, 12))
Element 39: (2, (14, 12), ['', '', '%', ''], [(9, 10), (11, 9), (15, 10)], [False, False, True, False], 22, False, [False, False, False, False], 7941, 'South', (14, 11))
Element 40: (2, (14, 11), ['', 'G', '', ''], [(10, 10), (12, 9), (14, 10)], [False, False, False, False], 20, False, [False, False, False, False], 7940, 'East', (15, 11))
Element 41: (2, (15, 11), ['G', '', '', ''], [(11, 10), (13, 9), (14, 11)], [False, False, False, False], 18, False, [False, False, False, False], 7939, 'South', (15, 10))
Element 42: (2, (15, 10), ['', '', '', ''], [(12, 10), (13, 10), (14, 12)], [False, False, False, False], 16, False, [False, False, False, False], 7938, 'North', (15, 11))
Element 43: (2, (15, 11), ['', '', '', ''], [(12, 9), (14, 10), (13, 12)], [False, False, False, False], 14, False, [False, False, False, False], 7937, 'West', (14, 11))
Element 44: (2, (14, 11), ['G', '', '', ''], [(13, 9), (15, 10), (13, 11)], [False, False, False, False], 12, False, [False, False, False, False], 7936, 'East', (15, 11))
Element 45: (2, (15, 11), ['', '', '', ''], [(13, 8), (16, 10), (13, 10)], [False, False, False, False], 10, False, [False, False, False, False], 7935, 'East', (16, 11))
Element 46: (2, (16, 11), ['', '', '', ''], [(13, 7), (17, 10), (12, 10)], [False, False, False, False], 8, False, [False, False, False, False], 7944, 'East', (17, 11))
Element 47: (2, (17, 11), ['', '', '%', ''], [(14, 7), (18, 10), (12, 11)], [False, False, True, False], 6, False, [False, False, False, False], 7953, 'East', (18, 11))
Element 48: (2, (18, 11), ['', '', '%', '%'], [(15, 7), (18, 9), (12, 12)], [False, False, True, True], 4, False, [False, False, False, False], 7962, 'South', (18, 10))
Element 49: (2, (18, 10), ['', '', '', '%'], [(15, 6), (18, 8), (12, 13)], [False, False, False, True], 2, False, [False, False, False, False], 7971, 'South', (18, 9))
Element 50: (2, (18, 9), ['', 'G', '', '%'], [(15, 6), (18, 8), (11, 13)], [False, False, False, True], 0, False, [False, False, False, False], 7970, 'Stop', (18, 9))
Element 51: #0#
