Element 1: (2, (6, 11), ['.', '.', '%', 'F'], [(13, 1), (7, 4), (18, 8)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'East', (7, 11))
Element 2: (2, (7, 11), ['', '.', '%', '.'], [(14, 1), (8, 4), (18, 9)], [False, False, True, False], 96, False, [False, True, False, True], 1048, 'East', (8, 11))
Element 3: (2, (8, 11), ['', '.', '%', '.'], [(14, 2), (9, 4), (18, 10)], [False, False, True, False], 94, False, [False, True, False, True], 1087, 'East', (9, 11))
Element 4: (2, (9, 11), ['', '.', '.', '.'], [(15, 2), (10, 4), (18, 11)], [False, False, False, False], 92, False, [False, True, True, True], 1126, 'East', (10, 11))
Element 5: (2, (10, 11), ['', '.', '.', '.'], [(16, 2), (10, 5), (17, 11)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (11, 11))
Element 6: (2, (11, 11), ['', '.', '%', '.'], [(16, 3), (10, 6), (17, 10)], [False, False, True, False], 88, False, [False, True, False, True], 1204, 'East', (12, 11))
Element 7: (2, (12, 11), ['', '.', '.', '.'], [(17, 3), (10, 7), (17, 9)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (13, 11))
Element 8: (2, (13, 11), ['', '.', '.', '.'], [(17, 4), (9, 7), (17, 8)], [False, False, False, False], 84, False, [False, True, True, True], 3262, 'East', (14, 11))
Element 9: (2, (14, 11), ['', '.', '.', '.'], [(18, 4), (9, 8), (16, 8)], [False, False, False, False], 82, False, [False, True, True, True], 3301, 'East', (15, 11))
Element 10: (2, (15, 11), ['', '.', '.', '.'], [(18, 5), (10, 8), (16, 9)], [False, False, False, False], 80, False, [False, True, True, True], 3340, 'East', (16, 11))
Element 11: (2, (16, 11), ['', 'G', '.', ''], [(18, 6), (11, 8), (16, 10)], [False, False, False, False], 78, False, [False, False, True, False], 3379, 'North', (16, 12))
Element 12: (2, (16, 12), ['.', '', '.', '%'], [(17, 6), (11, 9), (15, 10)], [False, False, False, True], 76, False, [True, False, True, False], 3418, 'North', (16, 13))
Element 13: (2, (16, 13), ['%', '', '%', '.'], [(17, 5), (12, 9), (15, 9)], [True, False, True, False], 74, False, [False, False, False, True], 3457, 'East', (17, 13))
Element 14: (2, (17, 13), ['', '%', '%', '.'], [(17, 6), (13, 9), (15, 8)], [False, True, True, False], 72, False, [False, False, False, True], 3486, 'East', (18, 13))
Element 15: (2, (18, 13), ['', '%', '%', '%'], [(16, 6), (13, 10), (15, 7)], [False, True, True, True], 70, False, [False, False, False, False], 3525, 'West', (17, 13))
