Element 1: (2, (10, 13), ['%', '.', '%', '.'], [(2, 6), (7, 11), (15, 5)], [True, False, True, False], 98, False, [False, True, False, True], 1009, 'East', (11, 13))
Element 2: (2, (11, 13), ['', '%', '%', 'F'], [(3, 6), (7, 10), (15, 6)], [False, True, True, False], 96, False, [False, False, False, False], 1048, 'East', (12, 13))
Element 3: (2, (12, 13), ['', '.', '%', '%'], [(4, 6), (7, 9), (16, 6)], [False, False, True, True], 94, False, [False, True, False, False], 3067, 'South', (12, 12))
Element 4: (2, (12, 12), ['%', '.', '', '.'], [(5, 6), (6, 9), (17, 6)], [True, False, False, False], 92, False, [False, True, False, True], 4096, 'East', (13, 12))
Element 5: (2, (13, 12), ['', '.', '%', '.'], [(6, 6), (6, 10), (18, 6)], [False, False, True, False], 90, False, [False, True, False, True], 4135, 'East', (14, 12))
Element 6: (2, (14, 12), ['', '.', '%', '.'], [(6, 7), (6, 11), (18, 5)], [False, False, True, False], 88, False, [False, True, False, True], 4174, 'East', (15, 12))
Element 7: (2, (15, 12), ['', '.', '%', '.'], [(5, 7), (5, 11), (18, 4)], [False, False, True, False], 86, False, [False, True, False, True], 4213, 'East', (16, 12))
Element 8: (2, (16, 12), ['', '.', '.', '%'], [(6, 7), (5, 10), (17, 4)], [False, False, False, True], 84, False, [False, True, True, False], 4242, 'North', (16, 13))
Element 9: (2, (16, 13), ['%', '', '%', '.'], [(6, 6), (5, 9), (17, 5)], [True, False, True, False], 82, False, [False, False, False, True], 4271, 'East', (17, 13))
Element 10: (2, (17, 13), ['', '%', '%', '.'], [(6, 5), (4, 9), (17, 4)], [False, True, True, False], 80, False, [False, False, False, True], 4300, 'East', (18, 13))
Element 11: (2, (18, 13), ['', '%', '%', '%'], [(7, 5), (4, 10), (17, 3)], [False, True, True, True], 78, False, [False, False, False, False], 4339, 'West', (17, 13))
Element 12: (2, (17, 13), ['', '%', '%', ''], [(7, 4), (3, 10), (16, 3)], [False, True, True, False], 76, False, [False, False, False, False], 4368, 'West', (16, 13))
Element 13: (2, (16, 13), ['%', '', '%', ''], [(8, 4), (3, 11), (16, 4)], [True, False, True, False], 74, False, [False, False, False, False], 4397, 'South', (16, 12))
Element 14: (2, (16, 12), ['', '.', '', '%'], [(9, 4), (3, 12), (15, 4)], [False, False, False, True], 72, False, [False, True, False, False], 4426, 'South', (16, 11))
Element 15: (2, (16, 11), ['.', '.', '', '.'], [(10, 4), (3, 13), (16, 4)], [False, False, False, False], 70, False, [True, True, False, True], 4455, 'East', (17, 11))
Element 16: (2, (17, 11), ['', '.', '%', '.'], [(10, 5), (4, 13), (16, 3)], [False, False, True, False], 68, False, [False, True, False, True], 5474, 'East', (18, 11))
Element 17: (2, (18, 11), ['', '.', '%', '%'], [(10, 6), (5, 13), (16, 2)], [False, False, True, True], 66, False, [False, True, False, False], 6503, 'South', (18, 10))
Element 18: (2, (18, 10), ['.', '.', '', '%'], [(10, 7), (6, 13), (15, 2)], [False, False, False, True], 64, False, [True, True, False, False], 7532, 'South', (18, 9))
Element 19: (2, (18, 9), ['.', '.', '', '%'], [(9, 7), (7, 13), (14, 2)], [False, False, False, True], 62, False, [True, True, False, False], 8561, 'South', (18, 8))
Element 20: (2, (18, 8), ['.', '%', '', '%'], [(9, 8), (6, 13), (14, 3)], [False, True, False, True], 60, False, [True, False, False, False], 8590, 'West', (17, 8))
Element 21: (2, (17, 8), ['.', '%', '.', ''], [(10, 8), (5, 13), (13, 3)], [False, True, False, False], 58, False, [True, False, True, False], 8619, 'North', (17, 9))
Element 22: (2, (17, 9), ['.', '', '.', ''], [(11, 8), (4, 13), (12, 3)], [False, False, False, False], 56, False, [True, False, True, False], 8648, 'North', (17, 10))
Element 23: (2, (17, 10), ['.', '', '', ''], [(11, 9), (3, 13), (12, 2)], [False, False, False, False], 54, False, [True, False, False, False], 8677, 'West', (16, 10))
Element 24: (2, (16, 10), ['.', '.', '', ''], [(12, 9), (2, 13), (12, 1)], [False, False, False, False], 52, False, [True, True, False, False], 8716, 'South', (16, 9))
Element 25: (2, (16, 9), ['.', '.', '', ''], [(13, 9), (2, 12), (13, 1)], [False, False, False, False], 50, False, [True, True, False, False], 8755, 'South', (16, 8))
Element 26: (2, (16, 8), ['.', '.', '', ''], [(13, 10), (2, 11), (14, 1)], [False, False, False, False], 48, False, [True, True, False, False], 8794, 'South', (16, 7))
