Element 1: (1, (3, 1), ['F', '%', '.', '.'], [(13, 1), (3, 13), (12, 9)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'West', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '.', ''], [(14, 1), (4, 13), (13, 9)], [False, True, False, False], 96, False, [True, False, True, False], 2028, 'North', (2, 2))
Element 3: (1, (2, 2), ['.', '', '%', '.'], [(14, 2), (5, 13), (13, 10)], [False, False, True, False], 94, False, [True, False, False, True], 3057, 'East', (3, 2))
Element 4: (1, (3, 2), ['', '', '%', '.'], [(15, 2), (6, 13), (14, 10)], [False, False, True, False], 92, False, [False, False, False, True], 3096, 'East', (4, 2))
Element 5: (1, (4, 2), ['', '.', '%', '.'], [(16, 2), (7, 13), (15, 10)], [False, False, True, False], 90, False, [False, True, False, True], 3135, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(16, 3), (6, 13), (16, 10)], [False, True, False, False], 88, False, [False, False, True, True], 3164, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(17, 3), (5, 13), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 3193, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(17, 4), (4, 13), (18, 10)], [False, True, False, False], 84, False, [False, False, True, True], 3222, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(18, 4), (3, 13), (18, 11)], [False, True, True, False], 82, False, [False, False, False, True], 3251, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(18, 5), (3, 12), (17, 11)], [False, False, True, False], 80, False, [False, False, False, True], 3290, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(18, 6), (3, 11), (16, 11)], [True, True, False, False], 78, False, [False, False, False, True], 4319, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(17, 6), (3, 10), (16, 12)], [False, True, False, False], 76, False, [False, False, True, True], 4358, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', ''], [(17, 5), (4, 10), (16, 13)], [False, True, False, False], 74, False, [False, False, True, False], 4397, 'North', (11, 2))
Element 14: (1, (11, 2), ['.', '', '.', '.'], [(17, 6), (5, 10), (17, 13)], [False, False, False, False], 72, False, [True, False, True, True], 4426, 'East', (12, 2))
Element 15: (1, (12, 2), ['', '', '.', '%'], [(16, 6), (6, 10), (18, 13)], [False, False, False, True], 70, False, [False, False, True, False], 4465, 'North', (12, 3))
Element 16: (1, (12, 3), ['.', '', '%', '.'], [(16, 7), (6, 9), (17, 13)], [False, False, True, False], 68, False, [True, False, False, True], 5484, 'East', (13, 3))
Element 17: (1, (13, 3), ['', '%', '%', '.'], [(16, 8), (7, 9), (16, 13)], [False, True, True, False], 66, False, [False, False, False, True], 6503, 'East', (14, 3))
Element 18: (1, (14, 3), ['', '', '%', '%'], [(17, 8), (8, 9), (16, 12)], [False, False, True, True], 64, False, [False, False, False, False], 6532, 'South', (14, 2))
Element 19: (1, (14, 2), ['%', '', '', ''], [(18, 8), (9, 9), (15, 12)], [True, False, False, False], 62, False, [False, False, False, False], 6561, 'East', (15, 2))
Element 20: (1, (15, 2), ['', '%', '%', ''], [(18, 9), (9, 10), (15, 11)], [False, True, True, False], 60, False, [False, False, False, False], 6590, 'East', (16, 2))
Element 21: (1, (16, 2), ['', '%', '', '%'], [(17, 9), (10, 10), (14, 11)], [False, True, False, True], 58, False, [False, False, False, False], 6619, 'North', (16, 3))
Element 22: (1, (16, 3), ['%', '', '.', ''], [(16, 9), (11, 10), (14, 12)], [True, False, False, False], 56, False, [False, False, True, False], 6648, 'North', (16, 4))
Element 23: (1, (16, 4), ['.', '', '%', ''], [(15, 9), (12, 10), (13, 12)], [False, False, True, False], 54, False, [True, False, False, False], 6687, 'West', (15, 4))
Element 24: (1, (15, 4), ['%', '%', '.', ''], [(15, 8), (12, 11), (13, 11)], [True, True, False, False], 52, False, [False, False, True, False], 6726, 'North', (15, 5))
Element 25: (1, (15, 5), ['.', '', '.', '%'], [(15, 7), (12, 12), (12, 11)], [False, False, False, True], 50, False, [True, False, True, False], 6755, 'North', (15, 6))
Element 26: (1, (15, 6), ['.', '', '', ''], [(14, 7), (12, 13), (11, 11)], [False, False, False, False], 48, False, [True, False, False, False], 7784, 'West', (14, 6))
Element 27: (1, (14, 6), ['.', '.', '', ''], [(14, 8), (11, 13), (10, 11)], [False, False, False, False], 46, False, [True, True, False, False], 7823, 'South', (14, 5))
Element 28: (1, (14, 5), ['.', '%', '', ''], [(13, 8), (10, 13), (10, 12)], [False, True, False, False], 44, False, [True, False, False, False], 7862, 'West', (13, 5))
Element 29: (1, (13, 5), ['.', '%', '.', ''], [(13, 7), (11, 13), (9, 12)], [False, True, False, False], 42, False, [True, False, True, False], 7891, 'North', (13, 6))
Element 30: (1, (13, 6), ['.', '', '', ''], [(12, 7), (12, 13), (9, 11)], [False, False, False, False], 40, False, [True, False, False, False], 7920, 'West', (12, 6))
Element 31: (1, (12, 6), ['%', '.', '', ''], [(13, 7), (12, 12), (8, 11)], [True, False, False, False], 38, False, [False, True, False, False], 7939, 'South', (12, 5))
Element 32: (1, (12, 5), ['%', '%', '', ''], [(13, 8), (13, 12), (7, 11)], [True, True, False, False], 36, False, [False, False, False, False], 8948, 'North', (12, 6))
Element 33: (1, (12, 6), ['%', '', '', ''], [(13, 9), (14, 12), (7, 10)], [True, False, False, False], 34, False, [False, False, False, False], 8957, 'North', (12, 7))
Element 34: (1, (12, 7), ['%', '', '%', ''], [(13, 10), (15, 12), (8, 10)], [True, False, True, False], 32, False, [False, False, False, False], 8966, 'East', (13, 7))
Element 35: (1, (13, 7), ['', '', '', ''], [(14, 10), (16, 12), (9, 10)], [False, False, False, False], 30, False, [False, False, False, False], 8965, 'East', (14, 7))
Element 36: (1, (14, 7), ['', '', '', ''], [(15, 10), (16, 13), (10, 10)], [False, False, False, False], 28, False, [False, False, False, False], 8964, 'East', (15, 7))
Element 37: (1, (15, 7), ['', '', '', ''], [(16, 10), (17, 13), (11, 10)], [False, False, False, False], 26, False, [False, False, False, False], 8963, 'East', (16, 7))
Element 38: (1, (16, 7), ['', '', '', '%'], [(17, 10), (18, 13), (11, 9)], [False, False, False, True], 24, False, [False, False, False, False], 8972, 'North', (16, 8))
Element 39: (1, (16, 8), ['', '', '', ''], [(18, 10), (17, 13), (11, 8)], [False, False, False, False], 22, False, [False, False, False, False], 8981, 'East', (17, 8))
Element 40: (1, (17, 8), ['', '%', '', ''], [(18, 11), (16, 13), (10, 8)], [False, True, False, False], 20, False, [False, False, False, False], 8990, 'East', (18, 8))
Element 41: (1, (18, 8), ['', '%', '', '%'], [(17, 11), (16, 12), (10, 7)], [False, True, False, True], 18, False, [False, False, False, False], 9989, 'North', (18, 9))
