Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(5, 9), (5, 7), (10, 11)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['.', '', '%', '.'], [(6, 9), (6, 7), (11, 11)], [False, False, True, False], 96, False, [True, False, False, True], 1038, 'East', (5, 2))
Element 3: (1, (5, 2), ['', '%', '.', '.'], [(7, 9), (6, 6), (12, 11)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (6, 2))
Element 4: (1, (6, 2), ['', '%', '.', '.'], [(8, 9), (6, 5), (13, 11)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (7, 2))
Element 5: (1, (7, 2), ['', '%', '.', '.'], [(9, 9), (7, 5), (14, 11)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (8, 2))
Element 6: (1, (8, 2), ['', '%', '%', '.'], [(9, 10), (7, 4), (15, 11)], [False, True, True, False], 88, False, [False, False, False, True], 2184, 'East', (9, 2))
Element 7: (1, (9, 2), ['', 'F', '%', '.'], [(10, 10), (8, 4), (16, 11)], [False, False, True, False], 86, False, [False, False, False, True], 2223, 'South', (9, 1))
Element 8: (1, (9, 1), ['%', '%', '', '.'], [(11, 10), (9, 4), (17, 11)], [True, True, False, False], 84, False, [False, False, False, True], 3252, 'East', (10, 1))
Element 9: (1, (10, 1), ['', '%', '.', '.'], [(12, 10), (10, 4), (18, 11)], [False, True, False, False], 82, False, [False, False, True, True], 3291, 'East', (11, 1))
Element 10: (1, (11, 1), ['', '%', '.', '.'], [(13, 10), (10, 5), (18, 10)], [False, True, False, False], 80, False, [False, False, True, True], 3330, 'East', (12, 1))
Element 11: (1, (12, 1), ['', '%', '.', '.'], [(14, 10), (10, 6), (18, 9)], [False, True, False, False], 78, False, [False, False, True, True], 3369, 'East', (13, 1))
Element 12: (1, (13, 1), ['', '%', '%', '.'], [(15, 10), (10, 7), (18, 8)], [False, True, True, False], 76, False, [False, False, False, True], 4398, 'East', (14, 1))
Element 13: (1, (14, 1), ['', '%', '.', '%'], [(16, 10), (9, 7), (17, 8)], [False, True, False, True], 74, False, [False, False, True, False], 5427, 'North', (14, 2))
Element 14: (1, (14, 2), ['%', '', '.', '.'], [(17, 10), (9, 8), (17, 9)], [True, False, False, False], 72, False, [False, False, True, True], 5466, 'East', (15, 2))
Element 15: (1, (15, 2), ['', '%', '%', '.'], [(18, 10), (10, 8), (16, 9)], [False, True, True, False], 70, False, [False, False, False, True], 5495, 'East', (16, 2))
Element 16: (1, (16, 2), ['', '%', '.', '%'], [(18, 11), (11, 8), (16, 8)], [False, True, False, True], 68, False, [False, False, True, False], 5524, 'North', (16, 3))
Element 17: (1, (16, 3), ['%', '', '.', '.'], [(17, 11), (11, 9), (16, 7)], [True, False, False, False], 66, False, [False, False, True, True], 5553, 'East', (17, 3))
Element 18: (1, (17, 3), ['', '%', '.', '%'], [(16, 11), (12, 9), (16, 6)], [False, True, False, True], 64, False, [False, False, True, False], 5582, 'North', (17, 4))
Element 19: (1, (17, 4), ['.', '', '.', '.'], [(16, 12), (13, 9), (17, 6)], [False, False, False, False], 62, False, [True, False, True, True], 5621, 'East', (18, 4))
