Element 1: (3, (9, 2), ['.', 'F', '%', '.'], [(18, 8), (6, 5), (9, 10)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'South', (9, 1))
Element 2: (3, (9, 1), ['%', '%', '', '.'], [(18, 9), (7, 5), (10, 10)], [True, True, False, False], 96, False, [False, False, False, True], 1058, 'East', (10, 1))
Element 3: (3, (10, 1), ['', '%', '.', '.'], [(18, 10), (7, 4), (11, 10)], [False, True, False, False], 94, False, [False, False, True, True], 1097, 'East', (11, 1))
Element 4: (3, (11, 1), ['', '%', '.', '.'], [(18, 11), (8, 4), (12, 10)], [False, True, False, False], 92, False, [False, False, True, True], 1136, 'East', (12, 1))
Element 5: (3, (12, 1), ['', '%', '.', '.'], [(17, 11), (9, 4), (13, 10)], [False, True, False, False], 90, False, [False, False, True, True], 1175, 'East', (13, 1))
Element 6: (3, (13, 1), ['', '%', '%', '.'], [(17, 10), (10, 4), (14, 10)], [False, True, True, False], 88, False, [False, False, False, True], 1214, 'East', (14, 1))
Element 7: (3, (14, 1), ['', '%', '.', '%'], [(17, 9), (10, 5), (15, 10)], [False, True, False, True], 86, False, [False, False, True, False], 1253, 'North', (14, 2))
Element 8: (3, (14, 2), ['%', '', '.', '.'], [(16, 9), (10, 6), (16, 10)], [True, False, False, False], 84, False, [False, False, True, True], 1292, 'East', (15, 2))
Element 9: (3, (15, 2), ['', '%', '%', '.'], [(16, 8), (10, 7), (16, 11)], [False, True, True, False], 82, False, [False, False, False, True], 2321, 'East', (16, 2))
Element 10: (3, (16, 2), ['', '%', '.', '%'], [(16, 7), (9, 7), (16, 12)], [False, True, False, True], 80, False, [False, False, True, False], 3350, 'North', (16, 3))
Element 11: (3, (16, 3), ['%', '', '.', '.'], [(16, 6), (9, 8), (16, 13)], [True, False, False, False], 78, False, [False, False, True, True], 3389, 'East', (17, 3))
Element 12: (3, (17, 3), ['', '%', '.', '%'], [(17, 6), (10, 8), (17, 13)], [False, True, False, True], 76, False, [False, False, True, False], 3428, 'North', (17, 4))
Element 13: (3, (17, 4), ['.', '', '.', '.'], [(18, 6), (11, 8), (18, 13)], [False, False, False, False], 74, False, [True, False, True, True], 3467, 'East', (18, 4))
Element 14: (3, (18, 4), ['', '%', 'G', '%'], [(18, 5), (11, 9), (17, 13)], [False, True, False, True], 72, False, [False, False, False, False], 3496, 'West', (17, 4))
Element 15: (3, (17, 4), ['.', '', 'G', ''], [(17, 5), (12, 9), (16, 13)], [False, False, False, False], 70, False, [True, False, False, False], 3515, 'South', (17, 3))
Element 16: (3, (17, 3), ['', '%', 'G', '%'], [(17, 4), (13, 9), (16, 12)], [False, True, False, True], 68, False, [False, False, False, False], 3524, 'West', (16, 3))
Element 17: (3, (16, 3), ['%', '', 'G', ''], [(16, 4), (13, 8), (15, 12)], [True, False, False, False], 66, False, [False, False, False, False], 3553, 'South', (16, 2))
Element 18: (3, (16, 2), ['', '%', '', '%'], [(15, 4), (14, 8), (15, 11)], [False, True, False, True], 64, False, [False, False, False, False], 3582, 'North', (16, 3))
