Element 1: (0, (3, 7), ['.', '.', 'F', '%'], [(3, 12), (14, 6), (15, 2)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (3, 8))
Element 2: (0, (3, 8), ['%', '', '%', '%'], [(3, 13), (15, 6), (16, 2)], [True, False, True, True], 96, False, [False, False, False, False], 1029, 'South', (3, 7))
Element 3: (0, (3, 7), ['.', '.', '', '%'], [(4, 13), (16, 6), (16, 3)], [False, False, False, True], 94, False, [True, True, False, False], 2048, 'South', (3, 6))
Element 4: (0, (3, 6), ['.', '%', '', '.'], [(5, 13), (17, 6), (17, 3)], [False, True, False, False], 92, False, [True, False, False, True], 3077, 'East', (4, 6))
Element 5: (0, (4, 6), ['', '.', '%', '.'], [(6, 13), (18, 6), (17, 4)], [False, False, True, False], 90, False, [False, True, False, True], 3116, 'East', (5, 6))
Element 6: (0, (5, 6), ['', '.', '.', '.'], [(7, 13), (18, 5), (18, 4)], [False, False, False, False], 88, False, [False, True, True, True], 3155, 'East', (6, 6))
Element 7: (0, (6, 6), ['', '.', '.', '%'], [(6, 13), (17, 5), (18, 5)], [False, False, False, True], 86, False, [False, True, True, False], 3174, 'North', (6, 7))
Element 8: (0, (6, 7), ['.', '', '%', '%'], [(5, 13), (17, 4), (18, 6)], [False, False, True, True], 84, False, [True, False, False, False], 3183, 'West', (5, 7))
Element 9: (0, (5, 7), ['%', '', '%', ''], [(4, 13), (16, 4), (17, 6)], [True, False, True, False], 82, False, [False, False, False, False], 3202, 'East', (6, 7))
Element 10: (0, (6, 7), ['', '', '%', '%'], [(3, 13), (15, 4), (17, 5)], [False, False, True, True], 80, False, [False, False, False, False], 3211, 'South', (6, 6))
Element 11: (0, (6, 6), ['', '.', '', '%'], [(2, 13), (15, 5), (17, 6)], [False, False, False, True], 78, False, [False, True, False, False], 3230, 'South', (6, 5))
Element 12: (0, (6, 5), ['.', '.', '', '.'], [(2, 12), (14, 5), (16, 6)], [False, False, False, False], 76, False, [True, True, False, True], 3259, 'East', (7, 5))
Element 13: (0, (7, 5), ['', '.', '%', '%'], [(2, 11), (13, 5), (16, 7)], [False, False, True, True], 74, False, [False, True, False, False], 3298, 'South', (7, 4))
Element 14: (0, (7, 4), ['.', '.', '', '.'], [(3, 11), (13, 6), (16, 8)], [False, False, False, False], 72, False, [True, True, False, True], 3337, 'East', (8, 4))
Element 15: (0, (8, 4), ['', '%', '%', '.'], [(3, 10), (13, 7), (17, 8)], [False, True, True, False], 70, False, [False, False, False, True], 3376, 'East', (9, 4))
Element 16: (0, (9, 4), ['', '%', '.', '.'], [(4, 10), (14, 7), (18, 8)], [False, True, False, False], 68, False, [False, False, True, True], 3415, 'East', (10, 4))
Element 17: (0, (10, 4), ['', '.', '.', '%'], [(5, 10), (15, 7), (18, 9)], [False, False, False, True], 66, False, [False, True, True, False], 3454, 'North', (10, 5))
Element 18: (0, (10, 5), ['.', '', '.', '%'], [(6, 10), (15, 8), (18, 10)], [False, False, False, True], 64, False, [True, False, True, False], 3493, 'North', (10, 6))
Element 19: (0, (10, 6), ['.', '', 'F', '%'], [(6, 9), (15, 9), (18, 11)], [False, False, False, True], 62, False, [True, False, False, False], 4522, 'North', (10, 7))
Element 20: (0, (10, 7), ['F', '', '.', '%'], [(7, 9), (16, 9), (17, 11)], [False, False, False, True], 60, False, [False, False, True, False], 6541, 'West', (9, 7))
Element 21: (0, (9, 7), ['%', '.', '.', ''], [(8, 9), (17, 9), (17, 10)], [True, False, False, False], 58, False, [False, True, True, False], 7570, 'North', (9, 8))
Element 22: (0, (9, 8), ['.', '', 'G', '.'], [(9, 9), (18, 9), (16, 10)], [False, False, False, False], 56, False, [True, False, False, True], 7599, 'East', (10, 8))
