Element 1: (0, (3, 7), ['.', '.', 'F', '%'], [(3, 12), (14, 6), (15, 2)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (3, 8))
Element 23: (0, (10, 8), ['', '', '%', '.'], [(9, 10), (18, 10), (16, 11)], [False, False, True, False], 54, False, [False, False, False, True], 7628, 'East', (11, 8))
Element 24: (0, (11, 8), ['', '%', '.', '%'], [(10, 10), (18, 11), (16, 12)], [False, True, False, True], 52, False, [False, False, True, False], 7657, 'North', (11, 9))
Element 25: (0, (11, 9), ['%', '', 'G', '.'], [(11, 10), (17, 11), (16, 13)], [True, False, False, False], 50, False, [False, False, False, True], 7686, 'East', (12, 9))
Element 26: (0, (12, 9), ['', '%', 'G', '.'], [(12, 10), (17, 10), (17, 13)], [False, True, False, False], 48, False, [False, False, False, True], 7715, 'East', (13, 9))
Element 27: (0, (13, 9), ['', '.', 'G', '%'], [(13, 10), (16, 10), (18, 13)], [False, False, False, True], 46, False, [False, True, False, False], 7744, 'South', (13, 8))
Element 28: (0, (13, 8), ['%', '', '', '.'], [(14, 10), (15, 10), (17, 13)], [True, False, False, False], 44, False, [False, False, False, True], 7773, 'East', (14, 8))
Element 29: (0, (14, 8), ['', '', '%', ''], [(14, 11), (15, 11), (16, 13)], [False, False, True, False], 42, False, [False, False, False, False], 7802, 'East', (15, 8))
Element 30: (0, (15, 8), ['', '', '', ''], [(14, 12), (15, 12), (16, 12)], [False, False, False, False], 40, False, [False, False, False, False], 7821, 'East', (16, 8))
Element 31: (0, (16, 8), ['', '', '', ''], [(13, 12), (14, 12), (15, 12)], [False, False, False, False], 38, False, [False, False, False, False], 7830, 'East', (17, 8))
Element 32: (0, (17, 8), ['', '%', '', ''], [(13, 11), (14, 11), (15, 11)], [False, True, False, False], 36, False, [False, False, False, False], 7839, 'East', (18, 8))
Element 33: (0, (18, 8), ['', '%', '', '%'], [(12, 11), (14, 10), (15, 10)], [False, True, False, True], 34, False, [False, False, False, False], 7848, 'North', (18, 9))
Element 34: (0, (18, 9), ['', '', '', '%'], [(12, 12), (13, 10), (15, 9)], [False, False, False, True], 32, False, [False, False, False, False], 7857, 'North', (18, 10))
Element 35: (0, (18, 10), ['', '', '', '%'], [(12, 13), (13, 11), (16, 9)], [False, False, False, True], 30, False, [False, False, False, False], 8856, 'North', (18, 11))
Element 36: (0, (18, 11), ['', '', '%', '%'], [(11, 13), (13, 12), (17, 9)], [False, False, True, True], 28, False, [False, False, False, False], 8865, 'West', (17, 11))
Element 37: (0, (17, 11), ['', '', '%', ''], [(10, 13), (12, 12), (16, 9)], [False, False, True, False], 26, False, [False, False, False, False], 8874, 'South', (17, 10))
Element 38: (0, (17, 10), ['', '', '', ''], [(10, 12), (12, 13), (15, 9)], [False, False, False, False], 24, False, [False, False, False, False], 8883, 'South', (17, 9))
Element 39: (0, (17, 9), ['', '', '', ''], [(10, 11), (11, 13), (15, 8)], [False, False, False, False], 22, False, [False, False, False, False], 8892, 'West', (16, 9))
Element 40: (0, (16, 9), ['', '', '', ''], [(11, 11), (10, 13), (15, 7)], [False, False, False, False], 20, False, [False, False, False, False], 8901, 'North', (16, 10))
Element 41: (0, (16, 10), ['', '', '', ''], [(10, 11), (10, 12), (15, 6)], [False, False, False, False], 18, False, [False, False, False, False], 8900, 'North', (16, 11))
Element 42: (0, (16, 11), ['', '', '', ''], [(9, 11), (9, 12), (15, 5)], [False, False, False, False], 16, False, [False, False, False, False], 8919, 'North', (16, 12))
Element 43: (0, (16, 12), ['', '', '', '%'], [(8, 11), (9, 11), (15, 4)], [False, False, False, True], 14, False, [False, False, False, False], 8928, 'North', (16, 13))
Element 44: (0, (16, 13), ['%', '', '%', ''], [(7, 11), (10, 11), (16, 4)], [True, False, True, False], 12, False, [False, False, False, False], 9927, 'East', (17, 13))
Element 45: (0, (17, 13), ['', '%', '%', ''], [(7, 10), (11, 11), (15, 4)], [False, True, True, False], 10, False, [False, False, False, False], 9936, 'East', (18, 13))
Element 46: (0, (18, 13), ['', '%', '%', '%'], [(8, 10), (12, 11), (15, 5)], [False, True, True, True], 8, False, [False, False, False, False], 9945, 'West', (17, 13))
Element 47: (0, (17, 13), ['', '%', '%', ''], [(7, 10), (12, 10), (14, 5)], [False, True, True, False], 6, False, [False, False, False, False], 9944, 'West', (16, 13))
Element 48: (0, (16, 13), ['%', '', '%', ''], [(7, 11), (12, 9), (14, 6)], [True, False, True, False], 4, False, [False, False, False, False], 9943, 'South', (16, 12))
Element 49: (0, (16, 12), ['', '', '', '%'], [(6, 11), (13, 9), (14, 7)], [False, False, False, True], 2, False, [False, False, False, False], 9952, 'West', (15, 12))
Element 50: (0, (15, 12), ['', '', '%', ''], [(5, 11), (13, 8), (14, 8)], [False, False, True, False], 0, False, [False, False, False, False], 9961, 'Stop', (15, 12))
Element 51: #0#
