Element 1: (3, (8, 9), ['F', '.', '.', '.'], [(17, 4), (2, 12), (9, 4)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (7, 9))
Element 18: (3, (17, 9), ['', '', '', ''], [(18, 10), (5, 10), (15, 9)], [False, False, False, False], 64, False, [False, False, False, False], 7522, 'East', (18, 9))
Element 19: (3, (18, 9), ['', '', '', '%'], [(17, 10), (5, 11), (15, 8)], [False, False, False, True], 62, False, [False, False, False, False], 7541, 'North', (18, 10))
Element 20: (3, (18, 10), ['', '', '', '%'], [(17, 11), (6, 11), (15, 7)], [False, False, False, True], 60, False, [False, False, False, False], 7560, 'North', (18, 11))
Element 21: (3, (18, 11), ['', '', '%', '%'], [(16, 11), (7, 11), (15, 6)], [False, False, True, True], 58, False, [False, False, False, False], 7569, 'South', (18, 10))
Element 22: (3, (18, 10), ['', '', '', '%'], [(16, 12), (8, 11), (15, 5)], [False, False, False, True], 56, False, [False, False, False, False], 7588, 'South', (18, 9))
Element 23: (3, (18, 9), ['', '', '', '%'], [(16, 13), (8, 10), (15, 4)], [False, False, False, True], 54, False, [False, False, False, False], 7617, 'South', (18, 8))
Element 24: (3, (18, 8), ['', '%', '', '%'], [(17, 13), (9, 10), (16, 4)], [False, True, False, True], 52, False, [False, False, False, False], 7636, 'West', (17, 8))
Element 25: (3, (17, 8), ['', '%', '', ''], [(18, 13), (10, 10), (16, 3)], [False, True, False, False], 50, False, [False, False, False, False], 7665, 'West', (16, 8))
Element 26: (3, (16, 8), ['', '', '', ''], [(17, 13), (11, 10), (17, 3)], [False, False, False, False], 48, False, [False, False, False, False], 7684, 'North', (16, 9))
Element 27: (3, (16, 9), ['', '', '', ''], [(16, 13), (12, 10), (17, 4)], [False, False, False, False], 46, False, [False, False, False, False], 7693, 'North', (16, 10))
Element 28: (3, (16, 10), ['', '', '', ''], [(16, 12), (13, 10), (18, 4)], [False, False, False, False], 44, False, [False, False, False, False], 7692, 'West', (15, 10))
Element 29: (3, (15, 10), ['G', '', '', ''], [(15, 12), (14, 10), (18, 5)], [False, False, False, False], 42, False, [False, False, False, False], 7701, 'South', (15, 9))
Element 30: (3, (15, 9), ['%', '', 'G', ''], [(14, 12), (15, 10), (18, 6)], [True, False, False, False], 40, False, [False, False, False, False], 7710, 'South', (15, 8))
Element 31: (3, (15, 8), ['.', '', '', ''], [(13, 12), (16, 10), (17, 6)], [False, False, False, False], 38, False, [True, False, False, False], 7719, 'West', (14, 8))
Element 32: (3, (14, 8), ['.', '.', '%', ''], [(12, 12), (17, 10), (17, 5)], [False, False, True, False], 36, False, [True, True, False, False], 7738, 'South', (14, 7))
Element 33: (3, (14, 7), ['.', '.', '', ''], [(12, 13), (18, 10), (17, 6)], [False, False, False, False], 34, False, [True, True, False, False], 8747, 'South', (14, 6))
Element 34: (3, (14, 6), ['.', '.', '', ''], [(11, 13), (18, 11), (16, 6)], [False, False, False, False], 32, False, [True, True, False, False], 8766, 'South', (14, 5))
Element 35: (3, (14, 5), ['.', '%', '', ''], [(10, 13), (17, 11), (16, 7)], [False, True, False, False], 30, False, [True, False, False, False], 8785, 'West', (13, 5))
Element 36: (3, (13, 5), ['.', '%', '.', ''], [(10, 12), (16, 11), (16, 8)], [False, True, False, False], 28, False, [True, False, True, False], 8804, 'North', (13, 6))
Element 37: (3, (13, 6), ['.', '', '.', ''], [(9, 12), (16, 12), (17, 8)], [False, False, False, False], 26, False, [True, False, True, False], 8823, 'North', (13, 7))
Element 38: (3, (13, 7), ['.', '', '.', ''], [(9, 11), (16, 13), (18, 8)], [False, False, False, False], 24, False, [True, False, True, False], 8832, 'North', (13, 8))
Element 39: (3, (13, 8), ['%', '', '', ''], [(10, 11), (17, 13), (18, 9)], [True, False, False, False], 22, False, [False, False, False, False], 8841, 'North', (13, 9))
Element 40: (3, (13, 9), ['', '', '', '%'], [(11, 11), (18, 13), (18, 10)], [False, False, False, True], 20, False, [False, False, False, False], 8840, 'North', (13, 10))
Element 41: (3, (13, 10), ['', '', '', ''], [(12, 11), (17, 13), (18, 11)], [False, False, False, False], 18, False, [False, False, False, False], 8839, 'East', (14, 10))
Element 42: (3, (14, 10), ['', '%', '', ''], [(13, 11), (16, 13), (17, 11)], [False, True, False, False], 16, False, [False, False, False, False], 8838, 'West', (13, 10))
Element 43: (3, (13, 10), ['', '', '', ''], [(14, 11), (16, 12), (17, 10)], [False, False, False, False], 14, False, [False, False, False, False], 8837, 'West', (12, 10))
Element 44: (3, (12, 10), ['', '', '', ''], [(15, 11), (15, 12), (17, 9)], [False, False, False, False], 12, False, [False, False, False, False], 8836, 'South', (12, 9))
Element 45: (3, (12, 9), ['', '%', '', ''], [(15, 10), (15, 11), (17, 10)], [False, True, False, False], 10, False, [False, False, False, False], 8835, 'West', (11, 9))
Element 46: (3, (11, 9), ['%', '', '', ''], [(16, 10), (14, 11), (17, 11)], [True, False, False, False], 8, False, [False, False, False, False], 8834, 'North', (11, 10))
Element 47: (3, (11, 10), ['', '', '', ''], [(16, 9), (14, 12), (16, 11)], [False, False, False, False], 6, False, [False, False, False, False], 8833, 'West', (10, 10))
Element 48: (3, (10, 10), ['', '%', '', ''], [(17, 9), (13, 12), (16, 12)], [False, True, False, False], 4, False, [False, False, False, False], 8832, 'West', (9, 10))
Element 49: (3, (9, 10), ['', '.', '', ''], [(16, 9), (13, 11), (16, 13)], [False, False, False, False], 2, False, [False, True, False, False], 8831, 'South', (9, 9))
Element 50: (3, (9, 9), ['', '', '', '%'], [(16, 9), (13, 11), (16, 13)], [False, False, False, True], 0, False, [False, False, False, False], 8840, 'Stop', (9, 9))
Element 51: #0#
