Element 1: (1, (5, 9), ['.', '%', '.', 'F'], [(18, 10), (13, 8), (18, 5)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 9))
Element 26: (1, (18, 13), ['', '%', '%', '%'], [(13, 10), (12, 10), (12, 6)], [False, True, True, True], 48, False, [False, False, False, False], 3624, 'West', (17, 13))
Element 27: (1, (17, 13), ['', '%', '%', ''], [(14, 10), (12, 11), (12, 7)], [False, True, True, False], 46, False, [False, False, False, False], 3623, 'West', (16, 13))
Element 28: (1, (16, 13), ['%', '', '%', ''], [(15, 10), (12, 12), (13, 7)], [True, False, True, False], 44, False, [False, False, False, False], 3622, 'South', (16, 12))
Element 29: (1, (16, 12), ['', '', '', '%'], [(16, 10), (12, 13), (13, 8)], [False, False, False, True], 42, False, [False, False, False, False], 3621, 'West', (15, 12))
Element 30: (1, (15, 12), ['', '', '%', ''], [(16, 9), (11, 13), (14, 8)], [False, False, True, False], 40, False, [False, False, False, False], 3620, 'South', (15, 11))
Element 31: (1, (15, 11), ['', '', '', ''], [(16, 8), (10, 13), (15, 8)], [False, False, False, False], 38, False, [False, False, False, False], 3619, 'West', (14, 11))
Element 32: (1, (14, 11), ['', '', '', ''], [(16, 7), (10, 12), (15, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3618, 'North', (14, 12))
Element 33: (1, (14, 12), ['', '', '%', ''], [(16, 6), (9, 12), (16, 9)], [False, False, True, False], 34, False, [False, False, False, False], 3627, 'West', (13, 12))
Element 34: (1, (13, 12), ['', '', '%', ''], [(17, 6), (9, 11), (17, 9)], [False, False, True, False], 32, False, [False, False, False, False], 3636, 'South', (13, 11))
Element 35: (1, (13, 11), ['', '', '', ''], [(18, 6), (8, 11), (18, 9)], [False, False, False, False], 30, False, [False, False, False, False], 3645, 'West', (12, 11))
Element 36: (1, (12, 11), ['', '', '', ''], [(18, 5), (7, 11), (18, 10)], [False, False, False, False], 28, False, [False, False, False, False], 4644, 'North', (12, 12))
Element 37: (1, (12, 12), ['%', '', '', ''], [(18, 4), (7, 10), (18, 11)], [True, False, False, False], 26, False, [False, False, False, False], 4653, 'North', (12, 13))
Element 38: (1, (12, 13), ['', '', '%', '%'], [(17, 4), (8, 10), (17, 11)], [False, False, True, True], 24, False, [False, False, False, False], 4662, 'West', (11, 13))
Element 39: (1, (11, 13), ['', '%', '%', ''], [(17, 5), (9, 10), (17, 10)], [False, True, True, False], 22, False, [False, False, False, False], 4661, 'West', (10, 13))
Element 40: (1, (10, 13), ['%', '', '%', ''], [(17, 4), (10, 10), (16, 10)], [True, False, True, False], 20, False, [False, False, False, False], 4660, 'South', (10, 12))
Element 41: (1, (10, 12), ['', '', '', '%'], [(17, 3), (11, 10), (16, 11)], [False, False, False, True], 18, False, [False, False, False, False], 4659, 'South', (10, 11))
Element 42: (1, (10, 11), ['', '', '', ''], [(16, 3), (11, 9), (16, 12)], [False, False, False, False], 16, False, [False, False, False, False], 4668, 'East', (11, 11))
Element 43: (1, (11, 11), ['', '', '%', ''], [(16, 2), (11, 8), (16, 13)], [False, False, True, False], 14, False, [False, False, False, False], 4687, 'West', (10, 11))
Element 44: (1, (10, 11), ['', '', '', ''], [(15, 2), (10, 8), (17, 13)], [False, False, False, False], 12, False, [False, False, False, False], 4706, 'West', (9, 11))
Element 45: (1, (9, 11), ['', '', '', ''], [(14, 2), (10, 7), (18, 13)], [False, False, False, False], 10, False, [False, False, False, False], 5715, 'North', (9, 12))
Element 46: (1, (9, 12), ['%', '', '%', ''], [(14, 3), (9, 7), (17, 13)], [True, False, True, False], 8, False, [False, False, False, False], 6724, 'South', (9, 11))
Element 47: (1, (9, 11), ['', '', '', ''], [(13, 3), (9, 8), (16, 13)], [False, False, False, False], 6, False, [False, False, False, False], 6743, 'West', (8, 11))
Element 48: (1, (8, 11), ['', '', '%', ''], [(12, 3), (8, 8), (16, 12)], [False, False, True, False], 4, False, [False, False, False, False], 6762, 'South', (8, 10))
Element 49: (1, (8, 10), ['', 'G', '', ''], [(12, 2), (8, 9), (15, 12)], [False, False, False, False], 2, False, [False, False, False, False], 6771, 'West', (7, 10))
Element 50: (1, (7, 10), ['.', '', '', ''], [(12, 2), (9, 9), (15, 11)], [False, False, False, False], 0, False, [True, False, False, False], 6770, 'Stop', (7, 10))
Element 51: #0#
