Element 1: (1, (10, 8), ['.', 'F', '%', '.'], [(16, 10), (15, 9), (16, 8)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (10, 7))
Element 2: (1, (10, 7), ['F', '.', '', '%'], [(17, 10), (16, 9), (17, 8)], [False, False, False, True], 96, False, [False, True, False, False], 1038, 'West', (9, 7))
Element 3: (1, (9, 7), ['%', '.', '.', ''], [(18, 10), (17, 9), (18, 8)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (9, 8))
Element 4: (1, (9, 8), ['.', '', '.', ''], [(18, 11), (18, 9), (17, 8)], [False, False, False, False], 92, False, [True, False, True, False], 2096, 'North', (9, 9))
Element 5: (1, (9, 9), ['.', '', '.', '%'], [(17, 11), (18, 10), (16, 8)], [False, False, False, True], 90, False, [True, False, True, False], 2115, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '.', '.'], [(16, 11), (18, 11), (16, 7)], [False, False, False, False], 88, False, [True, False, True, True], 2144, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '.', '.'], [(16, 12), (17, 11), (16, 6)], [False, True, False, False], 86, False, [False, False, True, True], 2173, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '.', '.', '.'], [(16, 13), (17, 10), (17, 6)], [False, False, False, False], 84, False, [False, True, True, True], 2202, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '.', '.', '.'], [(17, 13), (16, 10), (18, 6)], [False, False, False, False], 82, False, [False, True, True, True], 2231, 'East', (13, 10))
Element 10: (1, (13, 10), ['', '.', '.', '.'], [(18, 13), (16, 11), (18, 5)], [False, False, False, False], 80, False, [False, True, True, True], 2260, 'East', (14, 10))
Element 11: (1, (14, 10), ['', '%', '.', ''], [(17, 13), (15, 11), (18, 4)], [False, True, False, False], 78, False, [False, False, True, False], 2289, 'North', (14, 11))
Element 12: (1, (14, 11), ['.', '', '.', ''], [(16, 13), (15, 12), (17, 4)], [False, False, False, False], 76, False, [True, False, True, False], 2318, 'North', (14, 12))
Element 13: (1, (14, 12), ['.', '', '%', ''], [(17, 13), (16, 12), (17, 5)], [False, False, True, False], 74, False, [True, False, False, False], 2337, 'West', (13, 12))
Element 14: (1, (13, 12), ['.', '.', '%', ''], [(17, 13), (16, 13), (17, 4)], [False, False, True, False], 72, False, [True, True, False, False], 2346, 'South', (13, 11))
Element 15: (1, (13, 11), ['.', '', '', ''], [(16, 13), (16, 12), (17, 3)], [False, False, False, False], 70, False, [True, False, False, False], 2365, 'West', (12, 11))
Element 16: (1, (12, 11), ['.', '', '.', ''], [(16, 12), (15, 12), (16, 3)], [False, False, False, False], 68, False, [True, False, True, False], 2384, 'North', (12, 12))
Element 17: (1, (12, 12), ['%', '', 'F', ''], [(15, 12), (15, 11), (16, 4)], [True, False, False, False], 66, False, [False, False, False, False], 2403, 'North', (12, 13))
Element 18: (1, (12, 13), ['.', '', '%', '%'], [(15, 11), (15, 10), (15, 4)], [False, False, True, True], 64, False, [True, False, False, False], 3412, 'West', (11, 13))
Element 19: (1, (11, 13), ['.', '%', '%', ''], [(14, 11), (14, 10), (15, 5)], [False, True, True, False], 62, False, [True, False, False, False], 3431, 'West', (10, 13))
Element 20: (1, (10, 13), ['%', '.', '%', ''], [(14, 12), (13, 10), (15, 6)], [True, False, True, False], 60, False, [False, True, False, False], 3450, 'South', (10, 12))
Element 21: (1, (10, 12), ['.', '.', '', '%'], [(13, 12), (13, 9), (15, 7)], [False, False, False, True], 58, False, [True, True, False, False], 3479, 'South', (10, 11))
Element 22: (1, (10, 11), ['.', '', '', '.'], [(13, 11), (13, 8), (15, 8)], [False, False, False, False], 56, False, [True, False, False, True], 3508, 'East', (11, 11))
Element 23: (1, (11, 11), ['', '', '%', ''], [(13, 10), (14, 8), (15, 9)], [False, False, True, False], 54, False, [False, False, False, False], 3527, 'West', (10, 11))
Element 24: (1, (10, 11), ['.', '', '', ''], [(14, 10), (14, 7), (16, 9)], [False, False, False, False], 52, False, [True, False, False, False], 3536, 'West', (9, 11))
Element 25: (1, (9, 11), ['.', '', '.', ''], [(13, 10), (14, 6), (17, 9)], [False, False, False, False], 50, False, [True, False, True, False], 3555, 'North', (9, 12))
Element 26: (1, (9, 12), ['%', '', '%', ''], [(13, 9), (14, 5), (18, 9)], [True, False, True, False], 48, False, [False, False, False, False], 3574, 'South', (9, 11))
Element 27: (1, (9, 11), ['.', '', '', ''], [(12, 9), (13, 5), (18, 10)], [False, False, False, False], 46, False, [True, False, False, False], 3593, 'West', (8, 11))
Element 28: (1, (8, 11), ['F', '.', '%', ''], [(11, 9), (13, 6), (18, 11)], [False, False, True, False], 44, False, [False, True, False, False], 3622, 'West', (7, 11))
Element 29: (1, (7, 11), ['.', '.', '%', ''], [(11, 8), (13, 7), (17, 11)], [False, False, True, False], 42, False, [True, True, False, False], 4641, 'South', (7, 10))
Element 30: (1, (7, 10), ['.', 'F', '', '.'], [(10, 8), (12, 7), (17, 10)], [False, False, False, False], 40, False, [True, False, False, True], 4660, 'South', (7, 9))
Element 31: (1, (7, 9), ['F', '%', '', '.'], [(10, 7), (12, 6), (16, 10)], [False, True, False, False], 38, False, [False, False, False, True], 5669, 'West', (6, 9))
Element 32: (1, (6, 9), ['.', '%', '.', ''], [(10, 6), (12, 5), (16, 11)], [False, True, False, False], 36, False, [True, False, True, False], 6688, 'North', (6, 10))
Element 33: (1, (6, 10), ['.', '', '.', ''], [(10, 5), (12, 6), (16, 12)], [False, False, False, False], 34, False, [True, False, True, False], 6707, 'North', (6, 11))
Element 34: (1, (6, 11), ['.', '', '%', ''], [(10, 4), (12, 7), (16, 13)], [False, False, True, False], 32, False, [True, False, False, False], 6726, 'West', (5, 11))
Element 35: (1, (5, 11), ['%', '.', '%', ''], [(10, 3), (13, 7), (17, 13)], [True, False, True, False], 30, False, [False, True, False, False], 6745, 'South', (5, 10))
Element 36: (1, (5, 10), ['.', '.', '', ''], [(11, 3), (13, 6), (18, 13)], [False, False, False, False], 28, False, [True, True, False, False], 6764, 'South', (5, 9))
Element 37: (1, (5, 9), ['.', '%', '', ''], [(12, 3), (12, 6), (17, 13)], [False, True, False, False], 26, False, [True, False, False, False], 6783, 'West', (4, 9))
Element 38: (1, (4, 9), ['%', '%', '.', ''], [(13, 3), (13, 6), (16, 13)], [True, True, False, False], 24, False, [False, False, True, False], 6802, 'North', (4, 10))
Element 39: (1, (4, 10), ['.', '', '%', ''], [(14, 3), (13, 5), (16, 12)], [False, False, True, False], 22, False, [True, False, False, False], 6821, 'West', (3, 10))
Element 40: (1, (3, 10), ['.', '%', '.', ''], [(14, 2), (12, 5), (15, 12)], [False, True, False, False], 20, False, [True, False, True, False], 6840, 'North', (3, 11))
Element 41: (1, (3, 11), ['.', '', '.', '%'], [(15, 2), (13, 5), (15, 11)], [False, False, False, True], 18, False, [True, False, True, False], 6859, 'North', (3, 12))
Element 42: (1, (3, 12), ['.', '', '.', '%'], [(16, 2), (14, 5), (15, 10)], [False, False, False, True], 16, False, [True, False, True, False], 6878, 'North', (3, 13))
Element 43: (1, (3, 13), ['.', '', '%', 'F'], [(16, 3), (15, 5), (14, 10)], [False, False, True, False], 14, False, [True, False, False, False], 6887, 'East', (4, 13))
Element 44: (1, (4, 13), ['', '%', '%', 'F'], [(17, 3), (15, 6), (14, 11)], [False, True, True, False], 12, False, [False, False, False, False], 7886, 'East', (5, 13))
Element 45: (1, (5, 13), ['', '%', '%', '.'], [(17, 4), (16, 6), (14, 12)], [False, True, True, False], 10, False, [False, False, False, True], 8885, 'East', (6, 13))
Element 46: (1, (6, 13), ['', '%', '%', '.'], [(18, 4), (17, 6), (13, 12)], [False, True, True, False], 8, False, [False, False, False, True], 8894, 'East', (7, 13))
