Element 1: (3, (18, 5), ['.', '.', '.', '%'], [(9, 8), (2, 1), (17, 6)], [False, False, False, True], 98, False, [True, True, True, False], 1019, 'North', (18, 6))
Element 2: (3, (18, 6), ['', '', '%', '%'], [(9, 7), (3, 1), (17, 5)], [False, False, True, True], 96, False, [False, False, False, False], 2048, 'West', (17, 6))
Element 3: (3, (17, 6), ['', '', '%', ''], [(10, 7), (4, 1), (17, 4)], [False, False, True, False], 94, False, [False, False, False, False], 3067, 'South', (17, 5))
Element 4: (3, (17, 5), ['%', '', '', ''], [(10, 8), (4, 2), (18, 4)], [True, False, False, False], 92, False, [False, False, False, False], 3096, 'South', (17, 4))
Element 5: (3, (17, 4), ['.', '.', '', ''], [(11, 8), (5, 2), (18, 5)], [False, False, False, False], 90, False, [True, True, False, False], 3115, 'South', (17, 3))
Element 6: (3, (17, 3), ['.', '%', '', '%'], [(11, 9), (6, 2), (18, 6)], [False, True, False, True], 88, False, [True, False, False, False], 3144, 'West', (16, 3))
Element 7: (3, (16, 3), ['%', '.', '.', ''], [(12, 9), (7, 2), (18, 5)], [True, False, False, False], 86, False, [False, True, True, False], 3173, 'North', (16, 4))
Element 8: (3, (16, 4), ['.', '', '%', ''], [(13, 9), (8, 2), (18, 4)], [False, False, True, False], 84, False, [True, False, False, False], 3202, 'West', (15, 4))
Element 9: (3, (15, 4), ['%', '%', '.', ''], [(13, 10), (9, 2), (17, 4)], [True, True, False, False], 82, False, [False, False, True, False], 3231, 'North', (15, 5))
Element 10: (3, (15, 5), ['.', '', '.', '%'], [(14, 10), (9, 1), (17, 3)], [False, False, False, True], 80, False, [True, False, True, False], 4250, 'North', (15, 6))
Element 11: (3, (15, 6), ['.', '', '.', ''], [(15, 10), (10, 1), (16, 3)], [False, False, False, False], 78, False, [True, False, True, False], 4279, 'North', (15, 7))
Element 12: (3, (15, 7), ['.', '', '.', '.'], [(16, 10), (11, 1), (16, 2)], [False, False, False, False], 76, False, [True, False, True, True], 4318, 'East', (16, 7))
