Element 1: (0, (3, 1), ['F', '%', '.', '.'], [(8, 8), (13, 8), (15, 5)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (2, 1))
Element 2: (0, (2, 1), ['.', '%', '.', ''], [(9, 8), (14, 8), (15, 6)], [False, True, False, False], 96, False, [True, False, True, False], 1029, 'North', (2, 2))
Element 3: (0, (2, 2), ['.', '', '%', '.'], [(9, 7), (15, 8), (16, 6)], [False, False, True, False], 94, False, [True, False, False, True], 2058, 'East', (3, 2))
Element 4: (0, (3, 2), ['', '', '%', '.'], [(10, 7), (16, 8), (17, 6)], [False, False, True, False], 92, False, [False, False, False, True], 3087, 'East', (4, 2))
Element 5: (0, (4, 2), ['', '.', '%', '.'], [(10, 8), (17, 8), (18, 6)], [False, False, True, False], 90, False, [False, True, False, True], 3126, 'East', (5, 2))
Element 6: (0, (5, 2), ['', '%', '.', '.'], [(11, 8), (18, 8), (18, 5)], [False, True, False, False], 88, False, [False, False, True, True], 3165, 'East', (6, 2))
Element 7: (0, (6, 2), ['', '%', '.', '.'], [(11, 9), (18, 9), (18, 4)], [False, True, False, False], 86, False, [False, False, True, True], 3204, 'East', (7, 2))
Element 8: (0, (7, 2), ['', '%', '.', '.'], [(12, 9), (18, 10), (17, 4)], [False, True, False, False], 84, False, [False, False, True, True], 3243, 'East', (8, 2))
Element 9: (0, (8, 2), ['', '%', '%', '.'], [(13, 9), (18, 11), (17, 5)], [False, True, True, False], 82, False, [False, False, False, True], 3282, 'East', (9, 2))
Element 10: (0, (9, 2), ['', 'F', '%', '.'], [(13, 10), (17, 11), (17, 4)], [False, False, True, False], 80, False, [False, False, False, True], 3311, 'South', (9, 1))
Element 11: (0, (9, 1), ['%', '%', '', '.'], [(14, 10), (17, 10), (17, 3)], [True, True, False, False], 78, False, [False, False, False, True], 4340, 'East', (10, 1))
Element 12: (0, (10, 1), ['', '%', '.', '.'], [(15, 10), (17, 9), (16, 3)], [False, True, False, False], 76, False, [False, False, True, True], 4379, 'East', (11, 1))
Element 13: (0, (11, 1), ['', '%', '.', '.'], [(16, 10), (16, 9), (16, 4)], [False, True, False, False], 74, False, [False, False, True, True], 4418, 'East', (12, 1))
Element 14: (0, (12, 1), ['', '%', '.', '.'], [(16, 11), (15, 9), (15, 4)], [False, True, False, False], 72, False, [False, False, True, True], 4457, 'East', (13, 1))
Element 15: (0, (13, 1), ['', '%', '%', '.'], [(16, 12), (15, 10), (16, 4)], [False, True, True, False], 70, False, [False, False, False, True], 4476, 'East', (14, 1))
Element 16: (0, (14, 1), ['', '%', '.', '%'], [(16, 13), (15, 11), (16, 3)], [False, True, False, True], 68, False, [False, False, True, False], 4505, 'North', (14, 2))
Element 17: (0, (14, 2), ['%', '', '.', '.'], [(17, 13), (15, 12), (16, 2)], [True, False, False, False], 66, False, [False, False, True, True], 4544, 'East', (15, 2))
Element 18: (0, (15, 2), ['', '%', '%', ''], [(18, 13), (14, 12), (16, 3)], [False, True, True, False], 64, False, [False, False, False, False], 4573, 'East', (16, 2))
Element 19: (0, (16, 2), ['', '%', '', '%'], [(17, 13), (14, 11), (17, 3)], [False, True, False, True], 62, False, [False, False, False, False], 4582, 'North', (16, 3))
Element 20: (0, (16, 3), ['%', '', '', ''], [(16, 13), (13, 11), (17, 4)], [True, False, False, False], 60, False, [False, False, False, False], 4591, 'East', (17, 3))
Element 21: (0, (17, 3), ['', '%', '', '%'], [(16, 12), (13, 12), (16, 4)], [False, True, False, True], 58, False, [False, False, False, False], 4600, 'North', (17, 4))
Element 22: (0, (17, 4), ['', '', '', ''], [(15, 12), (12, 12), (15, 4)], [False, False, False, False], 56, False, [False, False, False, False], 4609, 'East', (18, 4))
Element 23: (0, (18, 4), ['', '%', '', '%'], [(15, 11), (12, 13), (15, 5)], [False, True, False, True], 54, False, [False, False, False, False], 5608, 'North', (18, 5))
Element 24: (0, (18, 5), ['', '', '', '%'], [(14, 11), (11, 13), (15, 4)], [False, False, False, True], 52, False, [False, False, False, False], 5617, 'North', (18, 6))
Element 25: (0, (18, 6), ['', '', '%', '%'], [(14, 12), (10, 13), (15, 5)], [False, False, True, True], 50, False, [False, False, False, False], 5626, 'West', (17, 6))
Element 26: (0, (17, 6), ['', '', '%', ''], [(13, 12), (10, 12), (15, 5)], [False, False, True, False], 48, False, [False, False, False, False], 5635, 'South', (17, 5))
Element 27: (0, (17, 5), ['%', '', '', ''], [(13, 11), (10, 11), (15, 6)], [True, False, False, False], 46, False, [False, False, False, False], 5644, 'North', (17, 6))
