Element 1: (3, (14, 5), ['.', '%', '.', '.'], [(12, 11), (4, 2), (10, 7)], [False, True, False, False], 98, False, [True, False, True, True], 1019, 'East', (15, 5))
Element 2: (3, (15, 5), ['', '.', '.', '%'], [(13, 11), (5, 2), (9, 7)], [False, False, False, True], 96, False, [False, True, True, False], 2048, 'North', (15, 6))
Element 3: (3, (15, 6), ['.', '', '.', '.'], [(14, 11), (6, 2), (9, 8)], [False, False, False, False], 94, False, [True, False, True, True], 2087, 'East', (16, 6))
Element 4: (3, (16, 6), ['', '%', '.', '.'], [(15, 11), (7, 2), (9, 9)], [False, True, False, False], 92, False, [False, False, True, True], 2126, 'East', (17, 6))
Element 5: (3, (17, 6), ['', '.', '%', '.'], [(16, 11), (8, 2), (9, 10)], [False, False, True, False], 90, False, [False, True, False, True], 2165, 'East', (18, 6))
Element 6: (3, (18, 6), ['', '.', '%', '%'], [(17, 11), (9, 2), (10, 10)], [False, False, True, True], 88, False, [False, True, False, False], 2204, 'South', (18, 5))
Element 7: (3, (18, 5), ['.', '.', '', '%'], [(18, 11), (9, 1), (11, 10)], [False, False, False, True], 86, False, [True, True, False, False], 3233, 'South', (18, 4))
Element 8: (3, (18, 4), ['.', '%', '', '%'], [(18, 10), (10, 1), (12, 10)], [False, True, False, True], 84, False, [True, False, False, False], 3272, 'West', (17, 4))
Element 9: (3, (17, 4), ['.', '.', '.', ''], [(18, 9), (11, 1), (13, 10)], [False, False, False, False], 82, False, [True, True, True, False], 3311, 'North', (17, 5))
Element 10: (3, (17, 5), ['%', '', '', ''], [(18, 8), (12, 1), (14, 10)], [True, False, False, False], 80, False, [False, False, False, False], 3350, 'South', (17, 4))
Element 11: (3, (17, 4), ['.', '.', '', ''], [(17, 8), (13, 1), (15, 10)], [False, False, False, False], 78, False, [True, True, False, False], 3379, 'South', (17, 3))
Element 12: (3, (17, 3), ['.', '%', '', '%'], [(17, 9), (14, 1), (16, 10)], [False, True, False, True], 76, False, [True, False, False, False], 3418, 'West', (16, 3))
Element 13: (3, (16, 3), ['%', '.', '.', ''], [(17, 10), (14, 2), (16, 9)], [True, False, False, False], 74, False, [False, True, True, False], 3457, 'North', (16, 4))
Element 14: (3, (16, 4), ['.', '', '%', ''], [(16, 10), (15, 2), (16, 8)], [False, False, True, False], 72, False, [True, False, False, False], 3486, 'West', (15, 4))
Element 15: (3, (15, 4), ['%', '%', '', ''], [(16, 9), (16, 2), (16, 7)], [True, True, False, False], 70, False, [False, False, False, False], 3515, 'East', (16, 4))
Element 16: (3, (16, 4), ['', 'G', '%', ''], [(15, 9), (16, 3), (15, 7)], [False, False, True, False], 68, False, [False, False, False, False], 3534, 'West', (15, 4))
Element 17: (3, (15, 4), ['%', '%', '', ''], [(15, 8), (17, 3), (14, 7)], [True, True, False, False], 66, False, [False, False, False, False], 3553, 'Stop', (15, 4))
Element 18: (3, (15, 4), ['%', '%', '', ''], [(14, 8), (17, 4), (14, 6)], [True, True, False, False], 64, False, [False, False, False, False], 3572, 'Stop', (15, 4))
Element 19: (3, (15, 4), ['%', '%', '', ''], [(13, 8), (18, 4), (13, 6)], [True, True, False, False], 62, False, [False, False, False, False], 3591, 'Stop', (15, 4))
Element 20: (3, (15, 4), ['%', '%', '', ''], [(13, 9), (18, 5), (13, 7)], [True, True, False, False], 60, False, [False, False, False, False], 3610, 'East', (16, 4))
Element 21: (3, (16, 4), ['', '', '%', ''], [(12, 9), (18, 6), (12, 7)], [False, False, True, False], 58, False, [False, False, False, False], 3629, 'Stop', (16, 4))
Element 22: (3, (16, 4), ['', '', '%', ''], [(11, 9), (17, 6), (12, 6)], [False, False, True, False], 56, False, [False, False, False, False], 3648, 'East', (17, 4))
Element 23: (3, (17, 4), ['', '', 'G', ''], [(11, 8), (17, 5), (12, 5)], [False, False, False, False], 54, False, [False, False, False, False], 3667, 'East', (18, 4))
Element 24: (3, (18, 4), ['', '%', '', '%'], [(10, 8), (17, 6), (13, 5)], [False, True, False, True], 52, False, [False, False, False, False], 3676, 'North', (18, 5))
Element 25: (3, (18, 5), ['', '', '', '%'], [(10, 7), (16, 6), (14, 5)], [False, False, False, True], 50, False, [False, False, False, False], 3675, 'West', (17, 5))
Element 26: (3, (17, 5), ['%', '', '', ''], [(10, 6), (16, 7), (15, 5)], [True, False, False, False], 48, False, [False, False, False, False], 3684, 'East', (18, 5))
Element 27: (3, (18, 5), ['', '', '', '%'], [(10, 5), (16, 8), (15, 6)], [False, False, False, True], 46, False, [False, False, False, False], 3693, 'North', (18, 6))
Element 28: (3, (18, 6), ['', '', '%', '%'], [(10, 4), (17, 8), (16, 6)], [False, False, True, True], 44, False, [False, False, False, False], 3702, 'West', (17, 6))
Element 29: (3, (17, 6), ['', '', '%', ''], [(10, 3), (18, 8), (15, 6)], [False, False, True, False], 42, False, [False, False, False, False], 3711, 'South', (17, 5))
Element 30: (3, (17, 5), ['%', '', '', ''], [(11, 3), (18, 9), (15, 5)], [True, False, False, False], 40, False, [False, False, False, False], 3720, 'North', (17, 6))
Element 31: (3, (17, 6), ['', '', '%', ''], [(12, 3), (18, 10), (15, 4)], [False, False, True, False], 38, False, [False, False, False, False], 3729, 'West', (16, 6))
Element 32: (3, (16, 6), ['', '%', '', ''], [(13, 3), (18, 11), (16, 4)], [False, True, False, False], 36, False, [False, False, False, False], 3738, 'North', (16, 7))
Element 33: (3, (16, 7), ['', '', '', '%'], [(14, 3), (17, 11), (17, 4)], [False, False, False, True], 34, False, [False, False, False, False], 3747, 'North', (16, 8))
Element 34: (3, (16, 8), ['', '', '', ''], [(14, 2), (17, 10), (18, 4)], [False, False, False, False], 32, False, [False, False, False, False], 3746, 'East', (17, 8))
Element 35: (3, (17, 8), ['', '%', 'G', ''], [(15, 2), (17, 9), (18, 5)], [False, True, False, False], 30, False, [False, False, False, False], 3745, 'East', (18, 8))
Element 36: (3, (18, 8), ['', '%', '', '%'], [(16, 2), (16, 9), (18, 6)], [False, True, False, True], 28, False, [False, False, False, False], 3744, 'North', (18, 9))
Element 37: (3, (18, 9), ['', '', '', '%'], [(16, 3), (16, 10), (17, 6)], [False, False, False, True], 26, False, [False, False, False, False], 3743, 'North', (18, 10))
Element 38: (3, (18, 10), ['', '', '', '%'], [(17, 3), (16, 11), (17, 5)], [False, False, False, True], 24, False, [False, False, False, False], 3742, 'North', (18, 11))
Element 39: (3, (18, 11), ['', '', '%', '%'], [(17, 4), (16, 12), (17, 6)], [False, False, True, True], 22, False, [False, False, False, False], 3751, 'West', (17, 11))
