Element 1: (2, (14, 6), ['.', '', '.', '.'], [(15, 5), (4, 10), (18, 6)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (15, 6))
Element 20: (2, (14, 7), ['', '', '.', ''], [(10, 3), (16, 13), (17, 10)], [False, False, False, False], 60, False, [False, False, True, False], 2540, 'North', (14, 8))
Element 21: (2, (14, 8), ['.', '', '%', '.'], [(10, 4), (17, 13), (17, 9)], [False, False, True, False], 58, False, [True, False, False, True], 2579, 'East', (15, 8))
Element 22: (2, (15, 8), ['', '', '.', ''], [(10, 5), (18, 13), (16, 9)], [False, False, False, False], 56, False, [False, False, True, False], 2618, 'North', (15, 9))
Element 23: (2, (15, 9), ['%', '', '', ''], [(10, 6), (17, 13), (16, 10)], [True, False, False, False], 54, False, [False, False, False, False], 2637, 'East', (16, 9))
Element 24: (2, (16, 9), ['', '', '', ''], [(10, 7), (16, 13), (16, 11)], [False, False, False, False], 52, False, [False, False, False, False], 3636, 'East', (17, 9))
Element 25: (2, (17, 9), ['', '', '', ''], [(9, 7), (16, 12), (15, 11)], [False, False, False, False], 50, False, [False, False, False, False], 4645, 'East', (18, 9))
Element 26: (2, (18, 9), ['', '', '', '%'], [(9, 8), (16, 11), (15, 12)], [False, False, False, True], 48, False, [False, False, False, False], 4664, 'North', (18, 10))
Element 27: (2, (18, 10), ['', '', '', '%'], [(10, 8), (16, 12), (14, 12)], [False, False, False, True], 46, False, [False, False, False, False], 4683, 'North', (18, 11))
Element 28: (2, (18, 11), ['', '', '%', '%'], [(11, 8), (16, 11), (14, 11)], [False, False, True, True], 44, False, [False, False, False, False], 4702, 'West', (17, 11))
Element 29: (2, (17, 11), ['', '', '%', ''], [(11, 9), (15, 11), (13, 11)], [False, False, True, False], 42, False, [False, False, False, False], 4721, 'South', (17, 10))
Element 30: (2, (17, 10), ['', '', '', ''], [(12, 9), (15, 12), (13, 12)], [False, False, False, False], 40, False, [False, False, False, False], 4740, 'West', (16, 10))
Element 31: (2, (16, 10), ['', '', '', ''], [(13, 9), (14, 12), (12, 12)], [False, False, False, False], 38, False, [False, False, False, False], 4759, 'North', (16, 11))
Element 32: (2, (16, 11), ['', '', '', ''], [(13, 8), (14, 11), (12, 13)], [False, False, False, False], 36, False, [False, False, False, False], 5768, 'North', (16, 12))
Element 33: (2, (16, 12), ['', '', '', '%'], [(14, 8), (13, 11), (11, 13)], [False, False, False, True], 34, False, [False, False, False, False], 5777, 'North', (16, 13))
Element 34: (2, (16, 13), ['%', '', '%', ''], [(15, 8), (12, 11), (10, 13)], [True, False, True, False], 32, False, [False, False, False, False], 5796, 'East', (17, 13))
Element 35: (2, (17, 13), ['', '%', '%', ''], [(16, 8), (11, 11), (10, 12)], [False, True, True, False], 30, False, [False, False, False, False], 5815, 'East', (18, 13))
Element 36: (2, (18, 13), ['', '%', '%', '%'], [(17, 8), (12, 11), (10, 11)], [False, True, True, True], 28, False, [False, False, False, False], 5824, 'West', (17, 13))
Element 37: (2, (17, 13), ['', '%', '%', ''], [(18, 8), (12, 12), (9, 11)], [False, True, True, False], 26, False, [False, False, False, False], 5833, 'West', (16, 13))
Element 38: (2, (16, 13), ['%', '', '%', ''], [(18, 9), (13, 12), (9, 12)], [True, False, True, False], 24, False, [False, False, False, False], 5842, 'South', (16, 12))
Element 39: (2, (16, 12), ['', '', '', '%'], [(18, 10), (12, 12), (9, 11)], [False, False, False, True], 22, False, [False, False, False, False], 5841, 'West', (15, 12))
Element 40: (2, (15, 12), ['', '', '%', ''], [(18, 11), (12, 13), (8, 11)], [False, False, True, False], 20, False, [False, False, False, False], 5850, 'South', (15, 11))
Element 41: (2, (15, 11), ['', '', '', ''], [(17, 11), (11, 13), (7, 11)], [False, False, False, False], 18, False, [False, False, False, False], 6849, 'South', (15, 10))
Element 42: (2, (15, 10), ['', '', '', ''], [(17, 10), (10, 13), (7, 10)], [False, False, False, False], 16, False, [False, False, False, False], 6858, 'West', (14, 10))
Element 43: (2, (14, 10), ['', '%', '', ''], [(17, 9), (10, 12), (8, 10)], [False, True, False, False], 14, False, [False, False, False, False], 6867, 'North', (14, 11))
Element 44: (2, (14, 11), ['', '', '', ''], [(16, 9), (10, 11), (9, 10)], [False, False, False, False], 12, False, [False, False, False, False], 6866, 'North', (14, 12))
Element 45: (2, (14, 12), ['', '', '%', ''], [(16, 10), (9, 11), (10, 10)], [False, False, True, False], 10, False, [False, False, False, False], 6865, 'West', (13, 12))
Element 46: (2, (13, 12), ['', '', '%', ''], [(16, 11), (9, 12), (11, 10)], [False, False, True, False], 8, False, [False, False, False, False], 6864, 'South', (13, 11))
Element 47: (2, (13, 11), ['', '', '', ''], [(16, 12), (9, 11), (12, 10)], [False, False, False, False], 6, False, [False, False, False, False], 6863, 'South', (13, 10))
Element 48: (2, (13, 10), ['', '', '', ''], [(16, 13), (8, 11), (12, 11)], [False, False, False, False], 4, False, [False, False, False, False], 6862, 'South', (13, 9))
Element 49: (2, (13, 9), ['', '', '', '%'], [(17, 13), (8, 10), (11, 11)], [False, False, False, True], 2, False, [False, False, False, False], 6861, 'South', (13, 8))
Element 50: (2, (13, 8), ['%', '', '', ''], [(17, 13), (8, 10), (12, 11)], [True, False, False, False], 0, False, [False, False, False, False], 6860, 'Stop', (13, 8))
Element 51: #0#
