Element 1: (3, (4, 5), ['%', '', '.', '.'], [(6, 7), (3, 12), (5, 4)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (5, 5))
Element 2: (3, (5, 5), ['', '', '.', '.'], [(5, 7), (3, 13), (6, 4)], [False, False, False, False], 96, False, [False, False, True, True], 68, 'East', (6, 5))
Element 3: (3, (6, 5), ['', '', '', '.'], [(5, 6), (4, 13), (7, 4)], [False, False, False, False], 94, False, [False, False, False, True], 1097, 'East', (7, 5))
Element 4: (3, (7, 5), ['', '', '%', '%'], [(4, 6), (5, 13), (8, 4)], [False, False, True, True], 92, False, [False, False, False, False], 2126, 'South', (7, 4))
Element 5: (3, (7, 4), ['', '.', '', ''], [(3, 6), (6, 13), (9, 4)], [False, False, False, False], 90, False, [False, True, False, False], 2155, 'South', (7, 3))
Element 6: (3, (7, 3), ['.', '.', '', '%'], [(3, 7), (7, 13), (10, 4)], [False, False, False, True], 88, False, [True, True, False, False], 2194, 'South', (7, 2))
Element 7: (3, (7, 2), ['.', '%', '', '.'], [(3, 8), (6, 13), (10, 5)], [False, True, False, False], 86, False, [True, False, False, True], 3213, 'East', (8, 2))
Element 8: (3, (8, 2), ['', '%', '%', '.'], [(3, 7), (5, 13), (10, 6)], [False, True, True, False], 84, False, [False, False, False, True], 3232, 'East', (9, 2))
Element 9: (3, (9, 2), ['', 'F', '%', '.'], [(2, 7), (4, 13), (10, 7)], [False, False, True, False], 82, False, [False, False, False, True], 4251, 'South', (9, 1))
Element 10: (3, (9, 1), ['%', '%', '', '.'], [(2, 6), (3, 13), (9, 7)], [True, True, False, False], 80, False, [False, False, False, True], 6260, 'East', (10, 1))
Element 11: (3, (10, 1), ['', '%', '.', '.'], [(1, 6), (2, 13), (9, 8)], [False, True, False, False], 78, False, [False, False, True, True], 6299, 'East', (11, 1))
Element 12: (3, (11, 1), ['', '%', '.', '.'], [(1, 7), (3, 13), (10, 8)], [False, True, False, False], 76, False, [False, False, True, True], 6328, 'East', (12, 1))
Element 13: (3, (12, 1), ['', '%', '.', '.'], [(1, 6), (3, 12), (11, 8)], [False, True, False, False], 74, False, [False, False, True, True], 6347, 'East', (13, 1))
Element 14: (3, (13, 1), ['', '%', '%', '.'], [(2, 6), (3, 11), (11, 9)], [False, True, True, False], 72, False, [False, False, False, True], 6376, 'East', (14, 1))
Element 15: (3, (14, 1), ['', '%', '.', '%'], [(2, 7), (3, 10), (12, 9)], [False, True, False, True], 70, False, [False, False, True, False], 6405, 'North', (14, 2))
Element 16: (3, (14, 2), ['%', '', '.', '.'], [(1, 7), (4, 10), (13, 9)], [True, False, False, False], 68, False, [False, False, True, True], 6434, 'East', (15, 2))
Element 17: (3, (15, 2), ['', '%', '%', '.'], [(2, 7), (5, 10), (13, 10)], [False, True, True, False], 66, False, [False, False, False, True], 6463, 'East', (16, 2))
Element 18: (3, (16, 2), ['', '%', '.', '%'], [(3, 7), (6, 10), (14, 10)], [False, True, False, True], 64, False, [False, False, True, False], 6492, 'North', (16, 3))
Element 19: (3, (16, 3), ['%', '', '.', '.'], [(3, 6), (6, 9), (15, 10)], [True, False, False, False], 62, False, [False, False, True, True], 7511, 'East', (17, 3))
Element 20: (3, (17, 3), ['', '%', '.', '%'], [(2, 6), (7, 9), (16, 10)], [False, True, False, True], 60, False, [False, False, True, False], 8530, 'North', (17, 4))
Element 21: (3, (17, 4), ['.', '', '.', '.'], [(3, 6), (8, 9), (17, 10)], [False, False, False, False], 58, False, [True, False, True, True], 8559, 'East', (18, 4))
Element 22: (3, (18, 4), ['', '%', '.', '%'], [(4, 6), (9, 9), (18, 10)], [False, True, False, True], 56, False, [False, False, True, False], 8588, 'North', (18, 5))
Element 23: (3, (18, 5), ['.', '', '.', '%'], [(4, 5), (9, 10), (18, 11)], [False, False, False, True], 54, False, [True, False, True, False], 8617, 'North', (18, 6))
Element 24: (3, (18, 6), ['.', '', '%', '%'], [(5, 5), (10, 10), (17, 11)], [False, False, True, True], 52, False, [True, False, False, False], 8646, 'West', (17, 6))
Element 25: (3, (17, 6), ['.', '.', '%', ''], [(6, 5), (11, 10), (16, 11)], [False, False, True, False], 50, False, [True, True, False, False], 8675, 'South', (17, 5))
Element 26: (3, (17, 5), ['%', '', '', ''], [(7, 5), (12, 10), (16, 12)], [True, False, False, False], 48, False, [False, False, False, False], 8704, 'North', (17, 6))
Element 27: (3, (17, 6), ['.', '', '%', ''], [(7, 4), (12, 11), (16, 13)], [False, False, True, False], 46, False, [True, False, False, False], 8723, 'West', (16, 6))
Element 28: (3, (16, 6), ['.', '%', '.', ''], [(8, 4), (13, 11), (17, 13)], [False, True, False, False], 44, False, [True, False, True, False], 8752, 'North', (16, 7))
Element 29: (3, (16, 7), ['.', '', '.', '%'], [(9, 4), (14, 11), (18, 13)], [False, False, False, True], 42, False, [True, False, True, False], 8781, 'North', (16, 8))
Element 30: (3, (16, 8), ['.', '', '.', '.'], [(9, 5), (15, 11), (17, 13)], [False, False, False, False], 40, False, [True, False, True, True], 8810, 'East', (17, 8))
Element 31: (3, (17, 8), ['', '%', '.', '.'], [(9, 6), (15, 12), (16, 13)], [False, True, False, False], 38, False, [False, False, True, True], 8839, 'East', (18, 8))
Element 32: (3, (18, 8), ['', '%', '.', '%'], [(10, 6), (14, 12), (16, 12)], [False, True, False, True], 36, False, [False, False, True, False], 8858, 'North', (18, 9))
Element 33: (3, (18, 9), ['.', '', '', '%'], [(10, 7), (13, 12), (15, 12)], [False, False, False, True], 34, False, [True, False, False, False], 8877, 'West', (17, 9))
Element 34: (3, (17, 9), ['.', '', '', ''], [(10, 8), (12, 12), (15, 11)], [False, False, False, False], 32, False, [True, False, False, False], 8896, 'West', (16, 9))
Element 35: (3, (16, 9), ['.', '', '', ''], [(11, 8), (12, 13), (14, 11)], [False, False, False, False], 30, False, [True, False, False, False], 9905, 'West', (15, 9))
Element 36: (3, (15, 9), ['%', '.', '', ''], [(11, 9), (11, 13), (14, 12)], [True, False, False, False], 28, False, [False, True, False, False], 9924, 'South', (15, 8))
Element 37: (3, (15, 8), ['.', '.', '', ''], [(12, 9), (10, 13), (13, 12)], [False, False, False, False], 26, False, [True, True, False, False], 9943, 'South', (15, 7))
Element 38: (3, (15, 7), ['.', '.', '', ''], [(13, 9), (10, 12), (13, 11)], [False, False, False, False], 24, False, [True, True, False, False], 9962, 'South', (15, 6))
Element 39: (3, (15, 6), ['.', '.', '', ''], [(13, 8), (10, 11), (12, 11)], [False, False, False, False], 22, False, [True, True, False, False], 9991, 'South', (15, 5))
Element 40: (3, (15, 5), ['.', '.', '', '%'], [(14, 8), (11, 11), (12, 12)], [False, False, False, True], 20, False, [True, True, False, False], 10020, 'South', (15, 4))
Element 41: (3, (15, 4), ['%', '%', '', '.'], [(14, 7), (10, 11), (12, 13)], [True, True, False, False], 18, False, [False, False, False, True], 10039, 'East', (16, 4))
Element 42: (3, (16, 4), ['', '', '%', ''], [(14, 6), (9, 11), (11, 13)], [False, False, True, False], 16, False, [False, False, False, False], 10068, 'West', (15, 4))
Element 43: (3, (15, 4), ['%', '%', '', ''], [(14, 5), (9, 12), (10, 13)], [True, True, False, False], 14, False, [False, False, False, False], 10087, 'North', (15, 5))
Element 44: (3, (15, 5), ['', '', '', '%'], [(13, 5), (9, 11), (10, 12)], [False, False, False, True], 12, False, [False, False, False, False], 10096, 'West', (14, 5))
Element 45: (3, (14, 5), ['', '%', '', ''], [(13, 6), (8, 11), (10, 11)], [False, True, False, False], 10, False, [False, False, False, False], 10115, 'North', (14, 6))
Element 46: (3, (14, 6), ['', '', '', ''], [(13, 7), (7, 11), (11, 11)], [False, False, False, False], 8, False, [False, False, False, False], 11124, 'North', (14, 7))
Element 47: (3, (14, 7), ['', '', '', ''], [(12, 7), (7, 10), (11, 10)], [False, False, False, False], 6, False, [False, False, False, False], 11143, 'North', (14, 8))
Element 48: (3, (14, 8), ['', '', '%', ''], [(12, 6), (8, 10), (12, 10)], [False, False, True, False], 4, False, [False, False, False, False], 11162, 'West', (13, 8))
