Element 1: (0, (10, 1), ['F', '%', '.', '.'], [(2, 10), (7, 13), (16, 3)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (9, 1))
Element 2: (0, (9, 1), ['%', '%', '.', ''], [(3, 10), (6, 13), (17, 3)], [True, True, False, False], 96, False, [False, False, True, False], 1029, 'North', (9, 2))
Element 3: (0, (9, 2), ['.', '', '%', '.'], [(4, 10), (5, 13), (17, 4)], [False, False, True, False], 94, False, [True, False, False, True], 2058, 'East', (10, 2))
Element 4: (0, (10, 2), ['', '', '.', '.'], [(5, 10), (4, 13), (18, 4)], [False, False, False, False], 92, False, [False, False, True, True], 3087, 'East', (11, 2))
Element 5: (0, (11, 2), ['', '.', '.', '.'], [(6, 10), (3, 13), (18, 5)], [False, False, False, False], 90, False, [False, True, True, True], 3126, 'East', (12, 2))
Element 6: (0, (12, 2), ['', '.', '.', '%'], [(6, 9), (3, 12), (18, 6)], [False, False, False, True], 88, False, [False, True, True, False], 4155, 'North', (12, 3))
Element 7: (0, (12, 3), ['.', '', '%', '.'], [(7, 9), (3, 11), (17, 6)], [False, False, True, False], 86, False, [True, False, False, True], 5184, 'East', (13, 3))
Element 8: (0, (13, 3), ['', '%', '%', '.'], [(8, 9), (2, 11), (17, 5)], [False, True, True, False], 84, False, [False, False, False, True], 5223, 'East', (14, 3))
Element 9: (0, (14, 3), ['', '.', '%', '%'], [(9, 9), (2, 12), (17, 6)], [False, False, True, True], 82, False, [False, True, False, False], 5252, 'South', (14, 2))
Element 10: (0, (14, 2), ['%', '.', '', '.'], [(9, 10), (2, 13), (16, 6)], [True, False, False, False], 80, False, [False, True, False, True], 5291, 'East', (15, 2))
Element 11: (0, (15, 2), ['', '%', '%', '.'], [(10, 10), (2, 12), (16, 7)], [False, True, True, False], 78, False, [False, False, False, True], 5320, 'East', (16, 2))
Element 12: (0, (16, 2), ['', '%', '', '%'], [(11, 10), (1, 12), (16, 8)], [False, True, False, True], 76, False, [False, False, False, False], 5359, 'North', (16, 3))
Element 13: (0, (16, 3), ['%', '', '.', ''], [(12, 10), (1, 11), (17, 8)], [True, False, False, False], 74, False, [False, False, True, False], 5388, 'North', (16, 4))
Element 14: (0, (16, 4), ['.', '', '%', ''], [(13, 10), (1, 10), (18, 8)], [False, False, True, False], 72, False, [True, False, False, False], 5427, 'West', (15, 4))
Element 15: (0, (15, 4), ['%', '%', '.', ''], [(14, 10), (2, 10), (18, 9)], [True, True, False, False], 70, False, [False, False, True, False], 5456, 'North', (15, 5))
Element 16: (0, (15, 5), ['.', '', '.', '%'], [(15, 10), (3, 10), (18, 10)], [False, False, False, True], 68, False, [True, False, True, False], 5485, 'North', (15, 6))
Element 17: (0, (15, 6), ['.', '', '.', ''], [(16, 10), (4, 10), (18, 11)], [False, False, False, False], 66, False, [True, False, True, False], 5514, 'North', (15, 7))
Element 18: (0, (15, 7), ['.', '', '.', ''], [(17, 10), (4, 9), (17, 11)], [False, False, False, False], 64, False, [True, False, True, False], 5553, 'North', (15, 8))
Element 19: (0, (15, 8), ['.', '', '.', ''], [(17, 9), (5, 9), (16, 11)], [False, False, False, False], 62, False, [True, False, True, False], 5592, 'North', (15, 9))
Element 20: (0, (15, 9), ['%', '', '', 'G'], [(16, 9), (6, 9), (16, 12)], [True, False, False, False], 60, False, [False, False, False, False], 5621, 'North', (15, 10))
Element 21: (0, (15, 10), ['', '', '.', ''], [(16, 8), (7, 9), (16, 13)], [False, False, False, False], 58, False, [False, False, True, False], 5630, 'North', (15, 11))
Element 22: (0, (15, 11), ['.', '', '.', ''], [(17, 8), (7, 10), (17, 13)], [False, False, False, False], 56, False, [True, False, True, False], 5659, 'North', (15, 12))
Element 23: (0, (15, 12), ['.', '', '%', ''], [(18, 8), (7, 11), (18, 13)], [False, False, True, False], 54, False, [True, False, False, False], 6678, 'West', (14, 12))
Element 24: (0, (14, 12), ['.', '.', '%', ''], [(18, 9), (8, 11), (17, 13)], [False, False, True, False], 52, False, [True, True, False, False], 6697, 'South', (14, 11))
Element 25: (0, (14, 11), ['.', '', '', ''], [(18, 10), (9, 11), (16, 13)], [False, False, False, False], 50, False, [True, False, False, False], 6716, 'West', (13, 11))
Element 26: (0, (13, 11), ['.', '', '.', ''], [(18, 11), (10, 11), (16, 12)], [False, False, False, False], 48, False, [True, False, True, False], 6735, 'North', (13, 12))
Element 27: (0, (13, 12), ['.', '', '%', ''], [(17, 11), (11, 11), (15, 12)], [False, False, True, False], 46, False, [True, False, False, False], 6754, 'West', (12, 12))
Element 28: (0, (12, 12), ['%', 'G', 'F', ''], [(16, 11), (12, 11), (15, 11)], [True, False, False, False], 44, False, [False, False, False, False], 6773, 'North', (12, 13))
Element 29: (0, (12, 13), ['.', '', '%', '%'], [(16, 12), (13, 11), (15, 10)], [False, False, True, True], 42, False, [True, False, False, False], 7772, 'West', (11, 13))
Element 30: (0, (11, 13), ['.', '%', '%', ''], [(16, 13), (14, 11), (16, 10)], [False, True, True, False], 40, False, [True, False, False, False], 7781, 'West', (10, 13))
Element 31: (0, (10, 13), ['%', '.', '%', ''], [(17, 13), (15, 11), (17, 10)], [True, False, True, False], 38, False, [False, True, False, False], 7790, 'South', (10, 12))
Element 32: (0, (10, 12), ['.', '', '', '%'], [(18, 13), (16, 11), (17, 9)], [False, False, False, True], 36, False, [True, False, False, False], 7799, 'West', (9, 12))
Element 33: (0, (9, 12), ['%', '', '%', ''], [(17, 13), (17, 11), (16, 9)], [True, False, True, False], 34, False, [False, False, False, False], 7808, 'South', (9, 11))
Element 34: (0, (9, 11), ['', '', '', ''], [(16, 13), (18, 11), (15, 9)], [False, False, False, False], 32, False, [False, False, False, False], 7807, 'East', (10, 11))
Element 35: (0, (10, 11), ['', '', '', ''], [(16, 12), (18, 10), (15, 8)], [False, False, False, False], 30, False, [False, False, False, False], 7806, 'East', (11, 11))
Element 36: (0, (11, 11), ['', '', '%', ''], [(15, 12), (18, 9), (14, 8)], [False, False, True, False], 28, False, [False, False, False, False], 7815, 'East', (12, 11))
Element 37: (0, (12, 11), ['', '', '', ''], [(15, 11), (18, 8), (14, 7)], [False, False, False, False], 26, False, [False, False, False, False], 7824, 'South', (12, 10))
Element 38: (0, (12, 10), ['', '.', '', ''], [(14, 11), (17, 8), (14, 6)], [False, False, False, False], 24, False, [False, True, False, False], 7833, 'South', (12, 9))
Element 39: (0, (12, 9), ['.', '%', '', '.'], [(14, 12), (17, 9), (14, 5)], [False, True, False, False], 22, False, [True, False, False, True], 7852, 'East', (13, 9))
Element 40: (0, (13, 9), ['', '.', '', '%'], [(13, 12), (17, 10), (13, 5)], [False, False, False, True], 20, False, [False, True, False, False], 7871, 'South', (13, 8))
Element 41: (0, (13, 8), ['%', '.', '', ''], [(13, 11), (16, 10), (13, 6)], [True, False, False, False], 18, False, [False, True, False, False], 7890, 'South', (13, 7))
Element 42: (0, (13, 7), ['.', '', '', ''], [(12, 11), (16, 9), (12, 6)], [False, False, False, False], 16, False, [True, False, False, False], 7909, 'West', (12, 7))
Element 43: (0, (12, 7), ['%', '', '%', ''], [(12, 12), (16, 8), (12, 5)], [True, False, True, False], 14, False, [False, False, False, False], 7928, 'South', (12, 6))
Element 44: (0, (12, 6), ['%', '', '', ''], [(12, 13), (16, 7), (13, 5)], [True, False, False, False], 12, False, [False, False, False, False], 7927, 'East', (13, 6))
Element 45: (0, (13, 6), ['', '', '', ''], [(11, 13), (16, 6), (12, 5)], [False, False, False, False], 10, False, [False, False, False, False], 7926, 'East', (14, 6))
Element 46: (0, (14, 6), ['', '', '', ''], [(10, 13), (17, 6), (13, 5)], [False, False, False, False], 8, False, [False, False, False, False], 7925, 'North', (14, 7))
Element 47: (0, (14, 7), ['', '', '', ''], [(10, 12), (18, 6), (12, 5)], [False, False, False, False], 6, False, [False, False, False, False], 7924, 'North', (14, 8))
Element 48: (0, (14, 8), ['', '', '%', ''], [(10, 11), (18, 5), (13, 5)], [False, False, True, False], 4, False, [False, False, False, False], 7923, 'South', (14, 7))
Element 49: (0, (14, 7), ['', '', '', ''], [(11, 11), (18, 4), (14, 5)], [False, False, False, False], 2, False, [False, False, False, False], 7922, 'South', (14, 6))
Element 50: (0, (14, 6), ['', '', '', ''], [(10, 11), (17, 4), (15, 5)], [False, False, False, False], 0, False, [False, False, False, False], 7921, 'Stop', (14, 6))
Element 51: #0#
