Element 1: (0, (14, 5), ['.', '%', 'G', '.'], [(3, 10), (14, 6), (18, 6)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'East', (15, 5))
Element 41: (0, (18, 11), ['', '', '%', '%'], [(12, 13), (15, 11), (7, 11)], [False, False, True, True], 18, False, [False, False, False, False], 6850, 'West', (17, 11))
Element 42: (0, (17, 11), ['', '', '%', ''], [(11, 13), (15, 10), (7, 10)], [False, False, True, False], 16, False, [False, False, False, False], 6859, 'South', (17, 10))
Element 43: (0, (17, 10), ['', '', '', ''], [(10, 13), (14, 10), (8, 10)], [False, False, False, False], 14, False, [False, False, False, False], 6868, 'South', (17, 9))
Element 44: (0, (17, 9), ['', '', '', ''], [(10, 12), (14, 11), (9, 10)], [False, False, False, False], 12, False, [False, False, False, False], 6867, 'West', (16, 9))
Element 45: (0, (16, 9), ['', '', '', ''], [(10, 11), (14, 12), (10, 10)], [False, False, False, False], 10, False, [False, False, False, False], 6866, 'North', (16, 10))
Element 46: (0, (16, 10), ['', '', '', ''], [(9, 11), (13, 12), (11, 10)], [False, False, False, False], 8, False, [False, False, False, False], 6865, 'North', (16, 11))
Element 47: (0, (16, 11), ['', '', '', ''], [(9, 12), (13, 11), (12, 10)], [False, False, False, False], 6, False, [False, False, False, False], 6864, 'North', (16, 12))
Element 48: (0, (16, 12), ['', '', '', '%'], [(9, 11), (13, 10), (12, 11)], [False, False, False, True], 4, False, [False, False, False, False], 6863, 'North', (16, 13))
Element 49: (0, (16, 13), ['%', '', '%', ''], [(8, 11), (13, 9), (11, 11)], [True, False, True, False], 2, False, [False, False, False, False], 6862, 'East', (17, 13))
Element 50: (0, (17, 13), ['', '%', '%', ''], [(8, 10), (13, 8), (12, 11)], [False, True, True, False], 0, False, [False, False, False, False], 6861, 'Stop', (17, 13))
Element 51: #0#
