Element 1: (0, (14, 5), ['.', '%', 'G', '.'], [(3, 10), (14, 6), (18, 6)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'East', (15, 5))
Element 2: (0, (15, 5), ['', '.', 'G', '%'], [(4, 10), (15, 6), (18, 5)], [False, False, False, True], 96, False, [False, True, False, False], 39, 'South', (15, 4))
Element 3: (0, (15, 4), ['%', '%', '', '.'], [(5, 10), (16, 6), (18, 4)], [True, True, False, False], 94, False, [False, False, False, True], 78, 'East', (16, 4))
Element 4: (0, (16, 4), ['', '.', '%', 'G'], [(6, 10), (17, 6), (17, 4)], [False, False, True, False], 92, False, [False, True, False, False], 117, 'South', (16, 3))
Element 5: (0, (16, 3), ['%', '.', '', 'G'], [(6, 9), (17, 5), (17, 3)], [True, False, False, False], 90, False, [False, True, False, False], 1146, 'South', (16, 2))
Element 6: (0, (16, 2), ['.', '%', 'G', '%'], [(7, 9), (18, 5), (16, 3)], [False, True, False, True], 88, False, [True, False, False, False], 2155, 'West', (15, 2))
Element 7: (0, (15, 2), ['.', '%', '%', ''], [(8, 9), (18, 6), (16, 4)], [False, True, True, False], 86, False, [True, False, False, False], 2174, 'West', (14, 2))
Element 8: (0, (14, 2), ['%', '.', '.', ''], [(9, 9), (18, 5), (15, 4)], [True, False, False, False], 84, False, [False, True, True, False], 2193, 'North', (14, 3))
Element 9: (0, (14, 3), ['.', '', '%', '%'], [(9, 10), (18, 4), (15, 5)], [False, False, True, True], 82, False, [True, False, False, False], 2212, 'West', (13, 3))
Element 10: (0, (13, 3), ['.', '%', '%', ''], [(10, 10), (17, 4), (15, 6)], [False, True, True, False], 80, False, [True, False, False, False], 2231, 'West', (12, 3))
Element 11: (0, (12, 3), ['.', '.', '%', ''], [(11, 10), (17, 3), (15, 7)], [False, False, True, False], 78, False, [True, True, False, False], 2260, 'South', (12, 2))
Element 12: (0, (12, 2), ['.', '.', '', '%'], [(12, 10), (16, 3), (16, 7)], [False, False, False, True], 76, False, [True, True, False, False], 2289, 'South', (12, 1))
Element 13: (0, (12, 1), ['.', '%', '', '.'], [(13, 10), (16, 4), (16, 8)], [False, True, False, False], 74, False, [True, False, False, True], 2318, 'East', (13, 1))
Element 14: (0, (13, 1), ['', '%', '%', '.'], [(14, 10), (15, 4), (17, 8)], [False, True, True, False], 72, False, [False, False, False, True], 2347, 'East', (14, 1))
Element 15: (0, (14, 1), ['', '%', '', '%'], [(15, 10), (15, 5), (18, 8)], [False, True, False, True], 70, False, [False, False, False, False], 2376, 'West', (13, 1))
Element 16: (0, (13, 1), ['', '%', '%', ''], [(16, 10), (14, 5), (18, 9)], [False, True, True, False], 68, False, [False, False, False, False], 2395, 'West', (12, 1))
Element 17: (0, (12, 1), ['.', '%', '', ''], [(17, 10), (13, 5), (18, 10)], [False, True, False, False], 66, False, [True, False, False, False], 2424, 'West', (11, 1))
Element 18: (0, (11, 1), ['.', '%', '.', ''], [(17, 11), (13, 6), (18, 11)], [False, True, False, False], 64, False, [True, False, True, False], 2463, 'North', (11, 2))
Element 19: (0, (11, 2), ['.', '', '.', ''], [(16, 11), (13, 7), (17, 11)], [False, False, False, False], 62, False, [True, False, True, False], 2492, 'North', (11, 3))
Element 20: (0, (11, 3), ['.', '', '%', ''], [(16, 12), (14, 7), (17, 10)], [False, False, True, False], 60, False, [True, False, False, False], 2521, 'West', (10, 3))
Element 21: (0, (10, 3), ['%', '.', '.', ''], [(16, 13), (14, 8), (17, 9)], [True, False, False, False], 58, False, [False, True, True, False], 2560, 'North', (10, 4))
Element 22: (0, (10, 4), ['.', '', '.', '%'], [(17, 13), (15, 8), (16, 9)], [False, False, False, True], 56, False, [True, False, True, False], 2599, 'North', (10, 5))
Element 23: (0, (10, 5), ['.', '', '.', '%'], [(18, 13), (15, 9), (16, 10)], [False, False, False, True], 54, False, [True, False, True, False], 2628, 'North', (10, 6))
Element 24: (0, (10, 6), ['.', '', 'F', '%'], [(17, 13), (16, 9), (16, 11)], [False, False, False, True], 52, False, [True, False, False, False], 2637, 'North', (10, 7))
Element 25: (0, (10, 7), ['F', '', '.', '%'], [(16, 13), (17, 9), (15, 11)], [False, False, False, True], 50, False, [False, False, True, False], 3646, 'West', (9, 7))
Element 26: (0, (9, 7), ['%', '.', '.', ''], [(16, 12), (18, 9), (15, 12)], [True, False, False, False], 48, False, [False, True, True, False], 4655, 'North', (9, 8))
Element 27: (0, (9, 8), ['.', '', '', '.'], [(16, 11), (18, 10), (14, 12)], [False, False, False, False], 46, False, [True, False, False, True], 4674, 'East', (10, 8))
Element 28: (0, (10, 8), ['', '', '%', '.'], [(16, 12), (18, 11), (14, 11)], [False, False, True, False], 44, False, [False, False, False, True], 4693, 'East', (11, 8))
Element 29: (0, (11, 8), ['', '%', '.', '%'], [(16, 11), (17, 11), (13, 11)], [False, True, False, True], 42, False, [False, False, True, False], 4712, 'North', (11, 9))
Element 30: (0, (11, 9), ['%', '', '', '.'], [(15, 11), (17, 10), (13, 12)], [True, False, False, False], 40, False, [False, False, False, True], 4731, 'East', (12, 9))
Element 31: (0, (12, 9), ['', '%', '', '.'], [(15, 12), (16, 10), (12, 12)], [False, True, False, False], 38, False, [False, False, False, True], 4750, 'East', (13, 9))
Element 32: (0, (13, 9), ['', '.', '', '%'], [(14, 12), (16, 11), (12, 13)], [False, False, False, True], 36, False, [False, True, False, False], 5759, 'South', (13, 8))
Element 33: (0, (13, 8), ['%', '', '', ''], [(14, 11), (16, 12), (11, 13)], [True, False, False, False], 34, False, [False, False, False, False], 5778, 'East', (14, 8))
Element 34: (0, (14, 8), ['', '', '%', ''], [(13, 11), (16, 13), (10, 13)], [False, False, True, False], 32, False, [False, False, False, False], 5787, 'East', (15, 8))
Element 35: (0, (15, 8), ['', '', '', ''], [(12, 11), (17, 13), (10, 12)], [False, False, False, False], 30, False, [False, False, False, False], 5806, 'East', (16, 8))
Element 36: (0, (16, 8), ['', '', '', ''], [(11, 11), (18, 13), (10, 11)], [False, False, False, False], 28, False, [False, False, False, False], 5825, 'East', (17, 8))
Element 37: (0, (17, 8), ['', '%', '', ''], [(12, 11), (17, 13), (9, 11)], [False, True, False, False], 26, False, [False, False, False, False], 5834, 'East', (18, 8))
Element 38: (0, (18, 8), ['', '%', '', '%'], [(12, 12), (16, 13), (9, 12)], [False, True, False, True], 24, False, [False, False, False, False], 5843, 'North', (18, 9))
Element 39: (0, (18, 9), ['', '', '', '%'], [(13, 12), (16, 12), (9, 11)], [False, False, False, True], 22, False, [False, False, False, False], 5842, 'North', (18, 10))
Element 40: (0, (18, 10), ['', '', '', '%'], [(12, 12), (15, 12), (8, 11)], [False, False, False, True], 20, False, [False, False, False, False], 5851, 'North', (18, 11))
