Element 1: (1, (10, 6), ['.', '.', 'F', '%'], [(12, 9), (14, 5), (16, 11)], [False, False, False, True], 98, False, [True, True, False, False], 9, 'North', (10, 7))
Element 2: (1, (10, 7), ['F', '', '.', '%'], [(13, 9), (15, 5), (17, 11)], [False, False, False, True], 96, False, [False, False, True, False], 1038, 'West', (9, 7))
Element 3: (1, (9, 7), ['%', '.', '.', ''], [(13, 10), (15, 6), (18, 11)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (9, 8))
Element 4: (1, (9, 8), ['.', '', '.', '.'], [(14, 10), (16, 6), (18, 10)], [False, False, False, False], 92, False, [True, False, True, True], 2106, 'East', (10, 8))
Element 5: (1, (10, 8), ['', '', '%', '.'], [(15, 10), (17, 6), (18, 9)], [False, False, True, False], 90, False, [False, False, False, True], 2145, 'East', (11, 8))
Element 6: (1, (11, 8), ['', '%', '', '%'], [(16, 10), (18, 6), (18, 8)], [False, True, False, True], 88, False, [False, False, False, False], 2184, 'North', (11, 9))
Element 7: (1, (11, 9), ['%', '', '.', ''], [(17, 10), (18, 5), (17, 8)], [True, False, False, False], 86, False, [False, False, True, False], 2213, 'North', (11, 10))
Element 8: (1, (11, 10), ['.', '', '.', '.'], [(18, 10), (18, 4), (17, 9)], [False, False, False, False], 84, False, [True, False, True, True], 2242, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '', '.', ''], [(18, 11), (17, 4), (16, 9)], [False, False, False, False], 82, False, [False, False, True, False], 2271, 'North', (12, 11))
Element 10: (1, (12, 11), ['.', '', '.', '.'], [(17, 11), (17, 5), (16, 8)], [False, False, False, False], 80, False, [True, False, True, True], 2300, 'East', (13, 11))
Element 11: (1, (13, 11), ['', '', '.', '.'], [(16, 11), (17, 4), (16, 7)], [False, False, False, False], 78, False, [False, False, True, True], 2319, 'East', (14, 11))
Element 12: (1, (14, 11), ['', '', '.', '.'], [(16, 12), (17, 3), (15, 7)], [False, False, False, False], 76, False, [False, False, True, True], 2358, 'East', (15, 11))
Element 13: (1, (15, 11), ['', '', '.', ''], [(16, 13), (16, 3), (15, 8)], [False, False, False, False], 74, False, [False, False, True, False], 2397, 'North', (15, 12))
Element 14: (1, (15, 12), ['.', '', '%', ''], [(17, 13), (16, 4), (15, 9)], [False, False, True, False], 72, False, [True, False, False, False], 2436, 'West', (14, 12))
Element 15: (1, (14, 12), ['.', '', '%', ''], [(18, 13), (15, 4), (15, 10)], [False, False, True, False], 70, False, [True, False, False, False], 2465, 'West', (13, 12))
Element 16: (1, (13, 12), ['.', '', '%', ''], [(17, 13), (16, 4), (16, 10)], [False, False, True, False], 68, False, [True, False, False, False], 2474, 'West', (12, 12))
Element 17: (1, (12, 12), ['%', '', 'F', ''], [(16, 13), (16, 3), (17, 10)], [True, False, False, False], 66, False, [False, False, False, False], 2483, 'North', (12, 13))
Element 18: (1, (12, 13), ['.', '', '%', '%'], [(16, 12), (16, 2), (16, 10)], [False, False, True, True], 64, False, [True, False, False, False], 3492, 'West', (11, 13))
Element 19: (1, (11, 13), ['.', '%', '%', ''], [(15, 12), (15, 2), (15, 10)], [False, True, True, False], 62, False, [True, False, False, False], 3511, 'West', (10, 13))
Element 20: (1, (10, 13), ['%', '.', '%', ''], [(14, 12), (14, 2), (15, 11)], [True, False, True, False], 60, False, [False, True, False, False], 3530, 'South', (10, 12))
Element 21: (1, (10, 12), ['.', '.', '', '%'], [(14, 11), (14, 3), (15, 12)], [False, False, False, True], 58, False, [True, True, False, False], 3549, 'South', (10, 11))
Element 22: (1, (10, 11), ['.', '.', '', '.'], [(15, 11), (13, 3), (16, 12)], [False, False, False, False], 56, False, [True, True, False, True], 3568, 'East', (11, 11))
Element 23: (1, (11, 11), ['', '', '%', ''], [(14, 11), (12, 3), (16, 13)], [False, False, True, False], 54, False, [False, False, False, False], 3587, 'West', (10, 11))
Element 24: (1, (10, 11), ['.', '.', '', ''], [(13, 11), (12, 2), (17, 13)], [False, False, False, False], 52, False, [True, True, False, False], 3596, 'South', (10, 10))
Element 25: (1, (10, 10), ['.', '%', '', ''], [(13, 12), (12, 1), (18, 13)], [False, True, False, False], 50, False, [True, False, False, False], 3615, 'West', (9, 10))
Element 26: (1, (9, 10), ['.', '.', '.', ''], [(12, 12), (13, 1), (17, 13)], [False, False, False, False], 48, False, [True, True, True, False], 3634, 'North', (9, 11))
Element 27: (1, (9, 11), ['.', '', '.', ''], [(12, 13), (14, 1), (16, 13)], [False, False, False, False], 46, False, [True, False, True, False], 3653, 'North', (9, 12))
Element 28: (1, (9, 12), ['%', '', '%', ''], [(11, 13), (13, 1), (16, 12)], [True, False, True, False], 44, False, [False, False, False, False], 3662, 'South', (9, 11))
Element 29: (1, (9, 11), ['.', '', '', ''], [(10, 13), (12, 1), (15, 12)], [False, False, False, False], 42, False, [True, False, False, False], 3661, 'West', (8, 11))
Element 30: (1, (8, 11), ['F', '.', '%', ''], [(10, 12), (11, 1), (14, 12)], [False, False, True, False], 40, False, [False, True, False, False], 3680, 'West', (7, 11))
Element 31: (1, (7, 11), ['.', '.', '%', ''], [(10, 11), (11, 2), (14, 11)], [False, False, True, False], 38, False, [True, True, False, False], 4689, 'South', (7, 10))
Element 32: (1, (7, 10), ['.', 'F', '', '.'], [(11, 11), (11, 3), (14, 10)], [False, False, False, False], 36, False, [True, False, False, True], 4708, 'South', (7, 9))
Element 33: (1, (7, 9), ['F', '%', '', '.'], [(12, 11), (10, 3), (13, 10)], [False, True, False, False], 34, False, [False, False, False, True], 5717, 'West', (6, 9))
Element 34: (1, (6, 9), ['.', '%', '.', ''], [(12, 10), (10, 4), (13, 11)], [False, True, False, False], 32, False, [True, False, True, False], 6726, 'North', (6, 10))
Element 35: (1, (6, 10), ['.', '', '.', ''], [(11, 10), (10, 5), (13, 12)], [False, False, False, False], 30, False, [True, False, True, False], 6745, 'North', (6, 11))
Element 36: (1, (6, 11), ['.', '', '%', ''], [(10, 10), (9, 5), (12, 12)], [False, False, True, False], 28, False, [True, False, False, False], 6764, 'West', (5, 11))
Element 37: (1, (5, 11), ['%', '.', '%', ''], [(9, 10), (9, 6), (12, 13)], [True, False, True, False], 26, False, [False, True, False, False], 6783, 'South', (5, 10))
Element 38: (1, (5, 10), ['.', '.', '', ''], [(9, 9), (10, 6), (11, 13)], [False, False, False, False], 24, False, [True, True, False, False], 6802, 'South', (5, 9))
Element 39: (1, (5, 9), ['.', '%', '', ''], [(8, 9), (10, 7), (10, 13)], [False, True, False, False], 22, False, [True, False, False, False], 6821, 'West', (4, 9))
Element 40: (1, (4, 9), ['%', '%', '.', ''], [(8, 10), (10, 8), (10, 12)], [True, True, False, False], 20, False, [False, False, True, False], 6840, 'North', (4, 10))
Element 41: (1, (4, 10), ['.', '', '%', ''], [(8, 11), (11, 8), (10, 11)], [False, False, True, False], 18, False, [True, False, False, False], 6849, 'West', (3, 10))
Element 42: (1, (3, 10), ['.', '%', '.', ''], [(9, 11), (11, 9), (11, 11)], [False, True, False, False], 16, False, [True, False, True, False], 6858, 'North', (3, 11))
Element 43: (1, (3, 11), ['.', '', '.', '%'], [(9, 12), (12, 9), (12, 11)], [False, False, False, True], 14, False, [True, False, True, False], 6867, 'North', (3, 12))
Element 44: (1, (3, 12), ['.', '', '.', '%'], [(9, 11), (13, 9), (12, 10)], [False, False, False, True], 12, False, [True, False, True, False], 6876, 'North', (3, 13))
Element 45: (1, (3, 13), ['.', '', '%', 'F'], [(8, 11), (13, 8), (12, 9)], [False, False, True, False], 10, False, [True, False, False, False], 6895, 'East', (4, 13))
Element 46: (1, (4, 13), ['', '%', '%', 'F'], [(7, 11), (14, 8), (13, 9)], [False, True, True, False], 8, False, [False, False, False, False], 7904, 'East', (5, 13))
