Element 1: (0, (3, 7), ['.', '.', 'F', '%'], [(12, 3), (15, 12), (16, 8)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (3, 8))
Element 2: (0, (3, 8), ['%', '', '%', '%'], [(13, 3), (16, 12), (17, 8)], [True, False, True, True], 96, False, [False, False, False, False], 1029, 'South', (3, 7))
Element 3: (0, (3, 7), ['.', '.', '', '%'], [(14, 3), (16, 13), (18, 8)], [False, False, False, True], 94, False, [True, True, False, False], 1058, 'South', (3, 6))
Element 4: (0, (3, 6), ['.', '%', '', '.'], [(14, 2), (17, 13), (18, 9)], [False, True, False, False], 92, False, [True, False, False, True], 1097, 'East', (4, 6))
Element 5: (0, (4, 6), ['', '.', '%', '.'], [(15, 2), (18, 13), (18, 10)], [False, False, True, False], 90, False, [False, True, False, True], 1136, 'East', (5, 6))
Element 6: (0, (5, 6), ['', '.', '.', '.'], [(16, 2), (17, 13), (18, 11)], [False, False, False, False], 88, False, [False, True, True, True], 1165, 'East', (6, 6))
Element 7: (0, (6, 6), ['', '.', '.', '%'], [(16, 3), (16, 13), (17, 11)], [False, False, False, True], 86, False, [False, True, True, False], 1194, 'North', (6, 7))
Element 8: (0, (6, 7), ['.', '', '%', '%'], [(17, 3), (16, 12), (17, 10)], [False, False, True, True], 84, False, [True, False, False, False], 1223, 'West', (5, 7))
Element 9: (0, (5, 7), ['%', '', '%', ''], [(17, 4), (16, 11), (17, 9)], [True, False, True, False], 82, False, [False, False, False, False], 1262, 'East', (6, 7))
Element 10: (0, (6, 7), ['', '', '%', '%'], [(18, 4), (16, 10), (16, 9)], [False, False, True, True], 80, False, [False, False, False, False], 1291, 'South', (6, 6))
Element 11: (0, (6, 6), ['', '.', '', '%'], [(18, 5), (15, 10), (15, 9)], [False, False, False, True], 78, False, [False, True, False, False], 1320, 'South', (6, 5))
Element 12: (0, (6, 5), ['.', '.', '', '.'], [(18, 6), (15, 11), (15, 8)], [False, False, False, False], 76, False, [True, True, False, True], 1359, 'East', (7, 5))
Element 13: (0, (7, 5), ['', '.', '%', '%'], [(17, 6), (14, 11), (15, 7)], [False, False, True, True], 74, False, [False, True, False, False], 1398, 'South', (7, 4))
Element 14: (0, (7, 4), ['.', '.', '', '.'], [(17, 5), (14, 12), (16, 7)], [False, False, False, False], 72, False, [True, True, False, True], 1437, 'East', (8, 4))
Element 15: (0, (8, 4), ['', '%', '%', '.'], [(17, 6), (13, 12), (16, 6)], [False, True, True, False], 70, False, [False, False, False, True], 1466, 'East', (9, 4))
Element 16: (0, (9, 4), ['', '%', '.', '.'], [(17, 5), (13, 11), (15, 6)], [False, True, False, False], 68, False, [False, False, True, True], 1495, 'East', (10, 4))
Element 17: (0, (10, 4), ['', '.', '.', '%'], [(17, 6), (13, 10), (15, 5)], [False, False, False, True], 66, False, [False, True, True, False], 1524, 'North', (10, 5))
Element 18: (0, (10, 5), ['.', '', '.', '%'], [(18, 6), (14, 10), (15, 4)], [False, False, False, True], 64, False, [True, False, True, False], 1553, 'North', (10, 6))
Element 19: (0, (10, 6), ['.', '', 'F', '%'], [(18, 5), (13, 10), (16, 4)], [False, False, False, True], 62, False, [True, False, False, False], 1572, 'North', (10, 7))
Element 20: (0, (10, 7), ['F', '', '.', '%'], [(17, 5), (13, 9), (17, 4)], [False, False, False, True], 60, False, [False, False, True, False], 2581, 'West', (9, 7))
Element 21: (0, (9, 7), ['%', '.', '.', ''], [(18, 5), (13, 8), (18, 4)], [True, False, False, False], 58, False, [False, True, True, False], 3590, 'North', (9, 8))
Element 22: (0, (9, 8), ['.', '', '.', '.'], [(17, 5), (14, 8), (18, 5)], [False, False, False, False], 56, False, [True, False, True, True], 3609, 'East', (10, 8))
Element 23: (0, (10, 8), ['', '', '%', '.'], [(17, 4), (14, 7), (18, 6)], [False, False, True, False], 54, False, [False, False, False, True], 3628, 'East', (11, 8))
Element 24: (0, (11, 8), ['', '%', '.', '%'], [(17, 5), (14, 6), (17, 6)], [False, True, False, True], 52, False, [False, False, True, False], 3647, 'North', (11, 9))
Element 25: (0, (11, 9), ['%', '', '.', '.'], [(17, 4), (14, 5), (17, 5)], [True, False, False, False], 50, False, [False, False, True, True], 3666, 'East', (12, 9))
Element 26: (0, (12, 9), ['', '%', '.', ''], [(16, 4), (13, 5), (17, 6)], [False, True, False, False], 48, False, [False, False, True, False], 3685, 'North', (12, 10))
Element 27: (0, (12, 10), ['.', '', '.', ''], [(15, 4), (13, 6), (18, 6)], [False, False, False, False], 46, False, [True, False, True, False], 3704, 'North', (12, 11))
Element 28: (0, (12, 11), ['.', '', '.', ''], [(15, 5), (13, 7), (18, 5)], [False, False, False, False], 44, False, [True, False, True, False], 3723, 'North', (12, 12))
Element 29: (0, (12, 12), ['%', '', 'F', ''], [(15, 6), (12, 7), (17, 5)], [True, False, False, False], 42, False, [False, False, False, False], 3742, 'North', (12, 13))
Element 30: (0, (12, 13), ['.', '', '%', '%'], [(16, 6), (12, 6), (18, 5)], [False, False, True, True], 40, False, [True, False, False, False], 4751, 'West', (11, 13))
Element 31: (0, (11, 13), ['.', '%', '%', ''], [(16, 7), (12, 5), (18, 4)], [False, True, True, False], 38, False, [True, False, False, False], 4770, 'West', (10, 13))
Element 32: (0, (10, 13), ['%', '.', '%', ''], [(16, 8), (12, 6), (17, 4)], [True, False, True, False], 36, False, [False, True, False, False], 4779, 'South', (10, 12))
Element 33: (0, (10, 12), ['.', '.', '', '%'], [(17, 8), (12, 7), (17, 5)], [False, False, False, True], 34, False, [True, True, False, False], 4788, 'South', (10, 11))
Element 34: (0, (10, 11), ['.', '.', '', '.'], [(18, 8), (13, 7), (17, 4)], [False, False, False, False], 32, False, [True, True, False, True], 4797, 'East', (11, 11))
Element 35: (0, (11, 11), ['', '.', '%', ''], [(18, 9), (13, 6), (17, 3)], [False, False, True, False], 30, False, [False, True, False, False], 4806, 'South', (11, 10))
Element 36: (0, (11, 10), ['.', '', '', ''], [(18, 10), (12, 6), (16, 3)], [False, False, False, False], 28, False, [True, False, False, False], 4815, 'West', (10, 10))
Element 37: (0, (10, 10), ['.', '%', '', ''], [(18, 11), (13, 6), (16, 2)], [False, True, False, False], 26, False, [True, False, False, False], 4824, 'West', (9, 10))
Element 38: (0, (9, 10), ['.', '.', '.', ''], [(17, 11), (13, 5), (15, 2)], [False, False, False, False], 24, False, [True, True, True, False], 4833, 'North', (9, 11))
Element 39: (0, (9, 11), ['.', '', '.', ''], [(17, 10), (12, 5), (14, 2)], [False, False, False, False], 22, False, [True, False, True, False], 4842, 'North', (9, 12))
Element 40: (0, (9, 12), ['%', '', '%', ''], [(17, 9), (13, 5), (14, 1)], [True, False, True, False], 20, False, [False, False, False, False], 4861, 'South', (9, 11))
Element 41: (0, (9, 11), ['.', '', '', ''], [(16, 9), (14, 5), (13, 1)], [False, False, False, False], 18, False, [True, False, False, False], 4870, 'West', (8, 11))
Element 42: (0, (8, 11), ['F', '.', '%', ''], [(16, 10), (15, 5), (12, 1)], [False, False, True, False], 16, False, [False, True, False, False], 4889, 'West', (7, 11))
Element 43: (0, (7, 11), ['.', '.', '%', ''], [(16, 11), (15, 6), (12, 2)], [False, False, True, False], 14, False, [True, True, False, False], 5898, 'South', (7, 10))
Element 44: (0, (7, 10), ['.', 'F', '', '.'], [(16, 12), (16, 6), (11, 2)], [False, False, False, False], 12, False, [True, False, False, True], 5917, 'South', (7, 9))
Element 45: (0, (7, 9), ['F', '%', '', '.'], [(16, 13), (17, 6), (11, 3)], [False, True, False, False], 10, False, [False, False, False, True], 6926, 'West', (6, 9))
Element 46: (0, (6, 9), ['.', '%', '.', ''], [(17, 13), (18, 6), (10, 3)], [False, True, False, False], 8, False, [True, False, True, False], 7935, 'North', (6, 10))
