Element 1: (3, (14, 8), ['.', '.', '%', '.'], [(6, 11), (5, 6), (10, 5)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (15, 8))
Element 2: (3, (15, 8), ['', '.', '.', '.'], [(7, 11), (6, 6), (10, 6)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (16, 8))
Element 3: (3, (16, 8), ['', '.', '.', '.'], [(8, 11), (6, 7), (10, 7)], [False, False, False, False], 94, False, [False, True, True, True], 2087, 'East', (17, 8))
Element 4: (3, (17, 8), ['', '%', '.', '.'], [(9, 11), (5, 7), (9, 7)], [False, True, False, False], 92, False, [False, False, True, True], 3116, 'East', (18, 8))
Element 5: (3, (18, 8), ['', '%', '.', '%'], [(10, 11), (6, 7), (9, 8)], [False, True, False, True], 90, False, [False, False, True, False], 3145, 'North', (18, 9))
Element 6: (3, (18, 9), ['.', '', '.', '%'], [(11, 11), (6, 6), (10, 8)], [False, False, False, True], 88, False, [True, False, True, False], 3174, 'North', (18, 10))
Element 7: (3, (18, 10), ['.', '', '.', '%'], [(12, 11), (6, 5), (11, 8)], [False, False, False, True], 86, False, [True, False, True, False], 3213, 'North', (18, 11))
Element 8: (3, (18, 11), ['.', '', '%', '%'], [(13, 11), (7, 5), (11, 9)], [False, False, True, True], 84, False, [True, False, False, False], 3252, 'West', (17, 11))
Element 9: (3, (17, 11), ['.', '.', '%', ''], [(14, 11), (7, 4), (12, 9)], [False, False, True, False], 82, False, [True, True, False, False], 3291, 'South', (17, 10))
Element 10: (3, (17, 10), ['.', '.', '', ''], [(15, 11), (8, 4), (13, 9)], [False, False, False, False], 80, False, [True, True, False, False], 3330, 'South', (17, 9))
Element 11: (3, (17, 9), ['.', '', '', ''], [(16, 11), (9, 4), (13, 10)], [False, False, False, False], 78, False, [True, False, False, False], 3369, 'West', (16, 9))
Element 12: (3, (16, 9), ['.', '', '.', ''], [(16, 12), (10, 4), (14, 10)], [False, False, False, False], 76, False, [True, False, True, False], 3408, 'North', (16, 10))
Element 13: (3, (16, 10), ['G', '', '', ''], [(16, 13), (10, 3), (15, 10)], [False, False, False, False], 74, False, [False, False, False, False], 3447, 'North', (16, 11))
Element 14: (3, (16, 11), ['', '', '', ''], [(17, 13), (11, 3), (15, 9)], [False, False, False, False], 72, False, [False, False, False, False], 3476, 'North', (16, 12))
Element 15: (3, (16, 12), ['.', '', '', '%'], [(18, 13), (12, 3), (16, 9)], [False, False, False, True], 70, False, [True, False, False, False], 3495, 'West', (15, 12))
Element 16: (3, (15, 12), ['.', '', '%', ''], [(17, 13), (13, 3), (17, 9)], [False, False, True, False], 68, False, [True, False, False, False], 3514, 'West', (14, 12))
Element 17: (3, (14, 12), ['.', '', '%', ''], [(16, 13), (14, 3), (18, 9)], [False, False, True, False], 66, False, [True, False, False, False], 3533, 'West', (13, 12))
Element 18: (3, (13, 12), ['.', '', '%', ''], [(16, 12), (14, 2), (18, 10)], [False, False, True, False], 64, False, [True, False, False, False], 3552, 'West', (12, 12))
Element 19: (3, (12, 12), ['%', '', 'F', ''], [(15, 12), (15, 2), (18, 11)], [True, False, False, False], 62, False, [False, False, False, False], 3571, 'North', (12, 13))
Element 20: (3, (12, 13), ['.', '', '%', '%'], [(14, 12), (16, 2), (17, 11)], [False, False, True, True], 60, False, [True, False, False, False], 4580, 'West', (11, 13))
Element 21: (3, (11, 13), ['.', '%', '%', ''], [(13, 12), (16, 3), (17, 10)], [False, True, True, False], 58, False, [True, False, False, False], 4599, 'West', (10, 13))
Element 22: (3, (10, 13), ['%', '.', '%', ''], [(12, 12), (17, 3), (16, 10)], [True, False, True, False], 56, False, [False, True, False, False], 4618, 'South', (10, 12))
Element 23: (3, (10, 12), ['.', '', '', '%'], [(12, 13), (17, 4), (16, 11)], [False, False, False, True], 54, False, [True, False, False, False], 4637, 'West', (9, 12))
Element 24: (3, (9, 12), ['%', '', '%', ''], [(11, 13), (18, 4), (16, 12)], [True, False, True, False], 52, False, [False, False, False, False], 4656, 'South', (9, 11))
Element 25: (3, (9, 11), ['', '.', '', ''], [(10, 13), (18, 5), (16, 13)], [False, False, False, False], 50, False, [False, True, False, False], 4665, 'South', (9, 10))
Element 26: (3, (9, 10), ['.', '.', '', '.'], [(10, 12), (18, 6), (17, 13)], [False, False, False, False], 48, False, [True, True, False, True], 4684, 'East', (10, 10))
Element 27: (3, (10, 10), ['', '%', '', '.'], [(9, 12), (17, 6), (18, 13)], [False, True, False, False], 46, False, [False, False, False, True], 4703, 'East', (11, 10))
Element 28: (3, (11, 10), ['', '', '', '.'], [(10, 12), (17, 5), (17, 13)], [False, False, False, False], 44, False, [False, False, False, True], 4722, 'East', (12, 10))
Element 29: (3, (12, 10), ['', '', '', ''], [(10, 13), (17, 6), (16, 13)], [False, False, False, False], 42, False, [False, False, False, False], 4731, 'East', (13, 10))
Element 30: (3, (13, 10), ['', '', '', ''], [(11, 13), (16, 6), (16, 12)], [False, False, False, False], 40, False, [False, False, False, False], 4740, 'East', (14, 10))
Element 31: (3, (14, 10), ['', '%', '', ''], [(12, 13), (16, 7), (15, 12)], [False, True, False, False], 38, False, [False, False, False, False], 4749, 'East', (15, 10))
