Element 1: (1, (9, 8), ['.', 'F', '.', '.'], [(5, 2), (12, 5), (14, 7)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (9, 7))
Element 2: (1, (9, 7), ['%', '.', '', 'F'], [(6, 2), (13, 5), (15, 7)], [True, False, False, False], 96, False, [False, True, False, False], 1038, 'East', (10, 7))
Element 3: (1, (10, 7), ['', '.', '.', '%'], [(7, 2), (14, 5), (16, 7)], [False, False, False, True], 94, False, [False, True, True, False], 2067, 'North', (10, 8))
Element 4: (1, (10, 8), ['', '', '%', '.'], [(8, 2), (15, 5), (16, 8)], [False, False, True, False], 92, False, [False, False, False, True], 2106, 'East', (11, 8))
Element 5: (1, (11, 8), ['', '%', '.', '%'], [(9, 2), (15, 6), (17, 8)], [False, True, False, True], 90, False, [False, False, True, False], 2145, 'North', (11, 9))
Element 6: (1, (11, 9), ['%', '', '.', '.'], [(9, 1), (16, 6), (18, 8)], [True, False, False, False], 88, False, [False, False, True, True], 3174, 'East', (12, 9))
Element 7: (1, (12, 9), ['', '%', '.', '.'], [(10, 1), (17, 6), (18, 9)], [False, True, False, False], 86, False, [False, False, True, True], 3213, 'East', (13, 9))
Element 8: (1, (13, 9), ['', '.', '.', '%'], [(11, 1), (18, 6), (18, 10)], [False, False, False, True], 84, False, [False, True, True, False], 3252, 'North', (13, 10))
Element 9: (1, (13, 10), ['.', '', '.', '.'], [(12, 1), (18, 5), (18, 11)], [False, False, False, False], 82, False, [True, False, True, True], 3291, 'East', (14, 10))
Element 10: (1, (14, 10), ['', '%', '.', '.'], [(13, 1), (18, 4), (17, 11)], [False, True, False, False], 80, False, [False, False, True, True], 3330, 'East', (15, 10))
Element 11: (1, (15, 10), ['', '.', '.', '.'], [(14, 1), (17, 4), (17, 10)], [False, False, False, False], 78, False, [False, True, True, True], 3369, 'East', (16, 10))
Element 12: (1, (16, 10), ['', '.', '.', ''], [(14, 2), (17, 5), (17, 9)], [False, False, False, False], 76, False, [False, True, True, False], 3408, 'North', (16, 11))
Element 13: (1, (16, 11), ['.', '', '.', ''], [(15, 2), (17, 4), (16, 9)], [False, False, False, False], 74, False, [True, False, True, False], 3437, 'North', (16, 12))
Element 14: (1, (16, 12), ['.', '', '.', '%'], [(16, 2), (17, 3), (15, 9)], [False, False, False, True], 72, False, [True, False, True, False], 3476, 'North', (16, 13))
Element 15: (1, (16, 13), ['%', '', '%', '.'], [(15, 2), (16, 3), (15, 8)], [True, False, True, False], 70, False, [False, False, False, True], 3505, 'East', (17, 13))
Element 16: (1, (17, 13), ['', '%', '%', '.'], [(14, 2), (16, 4), (14, 8)], [False, True, True, False], 68, False, [False, False, False, True], 3534, 'East', (18, 13))
Element 17: (1, (18, 13), ['', '%', '%', '%'], [(14, 3), (15, 4), (13, 8)], [False, True, True, True], 66, False, [False, False, False, False], 3573, 'West', (17, 13))
Element 18: (1, (17, 13), ['', '%', '%', ''], [(13, 3), (16, 4), (13, 7)], [False, True, True, False], 64, False, [False, False, False, False], 3592, 'West', (16, 13))
Element 19: (1, (16, 13), ['%', '', '%', ''], [(12, 3), (16, 3), (13, 6)], [True, False, True, False], 62, False, [False, False, False, False], 3611, 'South', (16, 12))
Element 20: (1, (16, 12), ['.', '', '', '%'], [(12, 2), (16, 2), (14, 6)], [False, False, False, True], 60, False, [True, False, False, False], 3630, 'West', (15, 12))
Element 21: (1, (15, 12), ['.', '.', '%', ''], [(11, 2), (15, 2), (15, 6)], [False, False, True, False], 58, False, [True, True, False, False], 3649, 'South', (15, 11))
Element 22: (1, (15, 11), ['.', '', '', ''], [(11, 3), (14, 2), (16, 6)], [False, False, False, False], 56, False, [True, False, False, False], 3668, 'West', (14, 11))
Element 23: (1, (14, 11), ['.', '', '.', ''], [(10, 3), (14, 3), (17, 6)], [False, False, False, False], 54, False, [True, False, True, False], 3687, 'North', (14, 12))
Element 24: (1, (14, 12), ['.', '', '%', ''], [(10, 4), (13, 3), (18, 6)], [False, False, True, False], 52, False, [True, False, False, False], 3706, 'West', (13, 12))
Element 25: (1, (13, 12), ['.', '.', '%', ''], [(10, 5), (12, 3), (18, 5)], [False, False, True, False], 50, False, [True, True, False, False], 3725, 'South', (13, 11))
Element 26: (1, (13, 11), ['.', '', '', ''], [(10, 6), (12, 2), (18, 4)], [False, False, False, False], 48, False, [True, False, False, False], 3744, 'West', (12, 11))
Element 27: (1, (12, 11), ['.', '.', '.', ''], [(9, 6), (12, 1), (17, 4)], [False, False, False, False], 46, False, [True, True, True, False], 3763, 'North', (12, 12))
