Element 1: (3, (14, 6), ['.', '.', '.', '.'], [(9, 6), (7, 1), (12, 6)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (15, 6))
Element 2: (3, (15, 6), ['', '.', '.', '%'], [(10, 6), (8, 1), (13, 6)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (15, 7))
Element 3: (3, (15, 7), ['.', '', '.', '%'], [(10, 7), (9, 1), (13, 7)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (15, 8))
Element 4: (3, (15, 8), ['.', '', '.', '%'], [(10, 8), (10, 1), (14, 7)], [False, False, False, True], 92, False, [True, False, True, False], 1136, 'North', (15, 9))
Element 5: (3, (15, 9), ['.', '', '%', '%'], [(11, 8), (11, 1), (14, 8)], [False, False, True, True], 90, False, [True, False, False, False], 2165, 'West', (14, 9))
Element 6: (3, (14, 9), ['.', '', '%', ''], [(11, 9), (12, 1), (13, 8)], [False, False, True, False], 88, False, [True, False, False, False], 3194, 'West', (13, 9))
Element 7: (3, (13, 9), ['.', '', '%', ''], [(10, 9), (13, 1), (12, 8)], [False, False, True, False], 86, False, [True, False, False, False], 4223, 'West', (12, 9))
Element 8: (3, (12, 9), ['', '', '%', ''], [(9, 9), (14, 1), (12, 7)], [False, False, True, False], 84, False, [False, False, False, False], 4262, 'South', (12, 8))
Element 9: (3, (12, 8), ['', '', '', ''], [(9, 8), (13, 1), (11, 7)], [False, False, False, False], 82, False, [False, False, False, False], 4281, 'East', (13, 8))
Element 10: (3, (13, 8), ['', '', '', ''], [(9, 7), (13, 2), (11, 8)], [False, False, False, False], 80, False, [False, False, False, False], 4300, 'East', (14, 8))
Element 11: (3, (14, 8), ['', '', '', ''], [(8, 7), (13, 3), (11, 9)], [False, False, False, False], 78, False, [False, False, False, False], 4319, 'South', (14, 7))
Element 12: (3, (14, 7), ['', '', '', ''], [(8, 8), (14, 3), (12, 9)], [False, False, False, False], 76, False, [False, False, False, False], 4338, 'West', (13, 7))
Element 13: (3, (13, 7), ['', '', '', ''], [(8, 9), (15, 3), (13, 9)], [False, False, False, False], 74, False, [False, False, False, False], 4357, 'South', (13, 6))
Element 14: (3, (13, 6), ['', '.', '', ''], [(7, 9), (15, 4), (14, 9)], [False, False, False, False], 72, False, [False, True, False, False], 4376, 'South', (13, 5))
Element 15: (3, (13, 5), ['.', '.', '', '.'], [(7, 8), (15, 5), (15, 9)], [False, False, False, False], 70, False, [True, True, False, True], 4405, 'East', (14, 5))
Element 16: (3, (14, 5), ['', '.', '', ''], [(7, 7), (15, 6), (15, 8)], [False, False, False, False], 68, False, [False, True, False, False], 4424, 'South', (14, 4))
Element 17: (3, (14, 4), ['.', '', '', ''], [(7, 6), (15, 7), (15, 9)], [False, False, False, False], 66, False, [True, False, False, False], 4443, 'West', (13, 4))
Element 18: (3, (13, 4), ['.', '', '', ''], [(7, 5), (15, 8), (14, 9)], [False, False, False, False], 64, False, [True, False, False, False], 4462, 'West', (12, 4))
Element 19: (3, (12, 4), ['F', '.', '.', ''], [(8, 5), (15, 9), (13, 9)], [False, False, False, False], 62, False, [False, True, True, False], 4481, 'West', (11, 4))
Element 20: (3, (11, 4), ['F', '.', '.', ''], [(9, 5), (14, 9), (12, 9)], [False, False, False, False], 60, False, [False, True, True, False], 5490, 'West', (10, 4))
Element 21: #1#
