Element 1: (0, (7, 6), ['.', '.', '.', '.'], [(3, 9), (8, 5), (13, 1)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (8, 6))
Element 2: (0, (8, 6), ['', '', '.', '.'], [(4, 9), (9, 5), (14, 1)], [False, False, False, False], 96, False, [False, False, True, True], 39, 'East', (9, 6))
Element 3: (0, (9, 6), ['', '', '.', '.'], [(5, 9), (10, 5), (13, 1)], [False, False, False, False], 94, False, [False, False, True, True], 68, 'East', (10, 6))
Element 4: (0, (10, 6), ['', '', '.', '.'], [(6, 9), (10, 4), (13, 2)], [False, False, False, False], 92, False, [False, False, True, True], 1097, 'East', (11, 6))
Element 5: (0, (11, 6), ['', '.', '.', '.'], [(7, 9), (11, 4), (13, 3)], [False, False, False, False], 90, False, [False, True, True, True], 2126, 'East', (12, 6))
Element 6: (0, (12, 6), ['', '.', '.', '.'], [(8, 9), (12, 4), (14, 3)], [False, False, False, False], 88, False, [False, True, True, True], 2165, 'East', (13, 6))
Element 7: (0, (13, 6), ['', '.', '.', '.'], [(9, 9), (13, 4), (15, 3)], [False, False, False, False], 86, False, [False, True, True, True], 2204, 'East', (14, 6))
Element 8: (0, (14, 6), ['', '.', '.', '.'], [(10, 9), (14, 4), (15, 4)], [False, False, False, False], 84, False, [False, True, True, True], 3233, 'East', (15, 6))
Element 9: (0, (15, 6), ['', 'G', '.', '%'], [(11, 9), (14, 5), (15, 5)], [False, False, False, True], 82, False, [False, False, True, False], 4262, 'North', (15, 7))
Element 10: (0, (15, 7), ['.', 'G', '.', '%'], [(11, 8), (13, 5), (15, 6)], [False, False, False, True], 80, False, [True, False, True, False], 5281, 'North', (15, 8))
Element 11: #1#
