Element 1: (1, (3, 1), ['.', '%', '%', '.'], [(8, 4), (4, 3), (5, 5)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (4, 1))
Element 2: (1, (4, 1), ['', '%', '.', '%'], [(9, 4), (5, 3), (6, 5)], [False, True, False, True], 96, False, [False, False, True, False], 48, 'North', (4, 2))
Element 3: (1, (4, 2), ['%', '', '', '%'], [(10, 4), (6, 3), (7, 5)], [True, False, False, True], 94, False, [False, False, False, False], 1077, 'North', (4, 3))
Element 4: (1, (4, 3), ['.', '', '.', ''], [(11, 4), (7, 3), (8, 5)], [False, False, False, False], 92, False, [True, False, True, False], 2096, 'North', (4, 4))
Element 5: (1, (4, 4), ['.', '', '.', '.'], [(12, 4), (8, 3), (9, 5)], [False, False, False, False], 90, False, [True, False, True, True], 2135, 'East', (5, 4))
Element 6: (1, (5, 4), ['', '', '', '.'], [(13, 4), (9, 3), (10, 5)], [False, False, False, False], 88, False, [False, False, False, True], 2174, 'East', (6, 4))
Element 7: (1, (6, 4), ['', '', '', ''], [(14, 4), (10, 3), (11, 5)], [False, False, False, False], 86, False, [False, False, False, False], 2213, 'East', (7, 4))
Element 8: (1, (7, 4), ['', '', '', ''], [(15, 4), (11, 3), (12, 5)], [False, False, False, False], 84, False, [False, False, False, False], 2242, 'East', (8, 4))
Element 9: (1, (8, 4), ['', '', '', ''], [(15, 5), (12, 3), (13, 5)], [False, False, False, False], 82, False, [False, False, False, False], 2271, 'East', (9, 4))
Element 10: (1, (9, 4), ['', '', '', ''], [(15, 6), (13, 3), (14, 5)], [False, False, False, False], 80, False, [False, False, False, False], 2300, 'East', (10, 4))
Element 11: (1, (10, 4), ['', '', '', ''], [(15, 7), (14, 3), (14, 6)], [False, False, False, False], 78, False, [False, False, False, False], 2329, 'East', (11, 4))
Element 12: (1, (11, 4), ['', '', '', ''], [(15, 8), (15, 3), (14, 7)], [False, False, False, False], 76, False, [False, False, False, False], 2358, 'East', (12, 4))
Element 13: (1, (12, 4), ['', '', '', ''], [(15, 9), (15, 2), (14, 8)], [False, False, False, False], 74, False, [False, False, False, False], 2387, 'East', (13, 4))
Element 14: (1, (13, 4), ['', '', '', ''], [(15, 8), (15, 3), (14, 9)], [False, False, False, False], 72, False, [False, False, False, False], 2396, 'East', (14, 4))
Element 15: (1, (14, 4), ['', '', '', 'G'], [(15, 7), (15, 4), (13, 9)], [False, False, False, False], 70, False, [False, False, False, False], 2405, 'North', (14, 5))
Element 16: (1, (14, 5), ['', '', '', 'G'], [(15, 6), (15, 5), (13, 8)], [False, False, False, False], 68, False, [False, False, False, False], 2414, 'North', (14, 6))
Element 17: (1, (14, 6), ['.', 'G', '', ''], [(15, 5), (14, 5), (13, 7)], [False, False, False, False], 66, False, [True, False, False, False], 2423, 'West', (13, 6))
Element 18: (1, (13, 6), ['.', '', '', 'G'], [(15, 4), (14, 6), (12, 7)], [False, False, False, False], 64, False, [True, False, False, False], 2442, 'West', (12, 6))
Element 19: (1, (12, 6), ['.', '', '', ''], [(15, 3), (15, 6), (12, 8)], [False, False, False, False], 62, False, [True, False, False, False], 2461, 'West', (11, 6))
Element 20: (1, (11, 6), ['.', '', '.', ''], [(15, 2), (15, 7), (11, 8)], [False, False, False, False], 60, False, [True, False, True, False], 3470, 'North', (11, 7))
Element 21: (1, (11, 7), ['.', '', '', ''], [(15, 3), (15, 8), (11, 9)], [False, False, False, False], 58, False, [True, False, False, False], 4479, 'West', (10, 7))
Element 22: (1, (10, 7), ['.', '.', 'F', ''], [(14, 3), (15, 9), (10, 9)], [False, False, False, False], 56, False, [True, True, False, False], 5488, 'North', (10, 8))
Element 23: #1#
