Element 1: (0, (18, 1), ['.', '%', '%', '%'], [(4, 7), (6, 4), (15, 5)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (17, 1))
Element 2: (0, (17, 1), ['.', '%', '%', ''], [(5, 7), (7, 4), (15, 6)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (16, 1))
Element 3: (0, (16, 1), ['%', '%', '%', ''], [(6, 7), (8, 4), (15, 7)], [True, True, True, False], 94, False, [False, False, False, False], 78, 'East', (17, 1))
Element 4: (0, (17, 1), ['', '%', '%', ''], [(7, 7), (9, 4), (15, 8)], [False, True, True, False], 92, False, [False, False, False, False], 107, 'East', (18, 1))
Element 5: (0, (18, 1), ['', '%', '%', '%'], [(8, 7), (10, 4), (15, 9)], [False, True, True, True], 90, False, [False, False, False, False], 1126, 'Stop', (18, 1))
Element 6: (0, (18, 1), ['', '%', '%', '%'], [(9, 7), (11, 4), (14, 9)], [False, True, True, True], 88, False, [False, False, False, False], 2145, 'West', (17, 1))
Element 7: (0, (17, 1), ['', '%', '%', ''], [(10, 7), (12, 4), (14, 8)], [False, True, True, False], 86, False, [False, False, False, False], 2174, 'West', (16, 1))
Element 8: (0, (16, 1), ['%', '%', '%', ''], [(10, 8), (13, 4), (14, 7)], [True, True, True, False], 84, False, [False, False, False, False], 3193, 'East', (17, 1))
Element 9: (0, (17, 1), ['', '%', '%', ''], [(11, 8), (14, 4), (14, 6)], [False, True, True, False], 82, False, [False, False, False, False], 4212, 'East', (18, 1))
Element 10: (0, (18, 1), ['', '%', '%', '%'], [(11, 9), (15, 4), (14, 5)], [False, True, True, True], 80, False, [False, False, False, False], 5231, 'Stop', (18, 1))
Element 11: #1#
