Element 1: (3, (13, 5), ['.', '.', '.', '.'], [(13, 1), (4, 3), (13, 3)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (14, 5))
Element 2: (3, (14, 5), ['', '.', '.', '.'], [(12, 1), (5, 3), (14, 3)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (15, 5))
Element 3: (3, (15, 5), ['', '.', '.', '%'], [(11, 1), (6, 3), (15, 3)], [False, False, False, True], 94, False, [False, True, True, False], 107, 'North', (15, 6))
Element 4: (3, (15, 6), ['.', '', '.', '%'], [(10, 1), (7, 3), (15, 4)], [False, False, False, True], 92, False, [True, False, True, False], 146, 'North', (15, 7))
Element 5: (3, (15, 7), ['.', '', '.', '%'], [(10, 2), (8, 3), (14, 4)], [False, False, False, True], 90, False, [True, False, True, False], 185, 'North', (15, 8))
Element 6: (3, (15, 8), ['.', '', '.', '%'], [(10, 3), (9, 3), (13, 4)], [False, False, False, True], 88, False, [True, False, True, False], 224, 'North', (15, 9))
Element 7: (3, (15, 9), ['.', '', '%', '%'], [(10, 4), (9, 4), (12, 4)], [False, False, True, True], 86, False, [True, False, False, False], 1253, 'West', (14, 9))
Element 8: (3, (14, 9), ['.', '.', '%', ''], [(11, 4), (9, 5), (12, 5)], [False, False, True, False], 84, False, [True, True, False, False], 2282, 'South', (14, 8))
Element 9: (3, (14, 8), ['.', '.', '', ''], [(11, 5), (10, 5), (12, 6)], [False, False, False, False], 82, False, [True, True, False, False], 2321, 'South', (14, 7))
Element 10: (3, (14, 7), ['.', '.', '', ''], [(11, 6), (10, 6), (13, 6)], [False, False, False, False], 80, False, [True, True, False, False], 2360, 'South', (14, 6))
Element 11: (3, (14, 6), ['', '', '', ''], [(11, 7), (10, 7), (13, 7)], [False, False, False, False], 78, False, [False, False, False, False], 2399, 'West', (13, 6))
Element 12: (3, (13, 6), ['', '', '', ''], [(11, 8), (10, 8), (13, 8)], [False, False, False, False], 76, False, [False, False, False, False], 4408, 'North', (13, 7))
Element 13: #1#
