Element 1: (1, (3, 3), ['%', '%', '.', '.'], [(15, 3), (8, 3), (9, 4)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 3))
Element 2: (1, (4, 3), ['', '.', '.', '.'], [(15, 4), (9, 3), (10, 4)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 3))
Element 3: (1, (5, 3), ['', '%', '.', '.'], [(15, 5), (10, 3), (11, 4)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (6, 3))
Element 4: (1, (6, 3), ['', '.', '.', '.'], [(15, 6), (11, 3), (12, 4)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (7, 3))
Element 5: (1, (7, 3), ['', '.', '.', ''], [(15, 7), (12, 3), (13, 4)], [False, False, False, False], 90, False, [False, True, True, False], 2145, 'North', (7, 4))
Element 6: (1, (7, 4), ['.', '', '.', '.'], [(15, 8), (13, 3), (14, 4)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (8, 4))
Element 7: (1, (8, 4), ['', '', '.', ''], [(15, 9), (14, 3), (14, 5)], [False, False, False, False], 86, False, [False, False, True, False], 2223, 'North', (8, 5))
Element 8: (1, (8, 5), ['.', '', '.', '.'], [(14, 9), (15, 3), (14, 6)], [False, False, False, False], 84, False, [True, False, True, True], 2252, 'East', (9, 5))
Element 9: (1, (9, 5), ['', '', '.', '.'], [(14, 8), (15, 4), (14, 7)], [False, False, False, False], 82, False, [False, False, True, True], 2281, 'East', (10, 5))
Element 10: (1, (10, 5), ['', '', '.', '.'], [(13, 8), (15, 5), (13, 7)], [False, False, False, False], 80, False, [False, False, True, True], 2310, 'East', (11, 5))
Element 11: (1, (11, 5), ['', '', '.', '.'], [(13, 9), (15, 6), (13, 6)], [False, False, False, False], 78, False, [False, False, True, True], 2339, 'East', (12, 5))
Element 12: (1, (12, 5), ['', '', '.', 'G'], [(12, 9), (15, 7), (13, 5)], [False, False, False, False], 76, False, [False, False, True, False], 2368, 'North', (12, 6))
Element 13: (1, (12, 6), ['.', 'G', '.', ''], [(11, 9), (15, 8), (12, 5)], [False, False, False, False], 74, False, [True, False, True, False], 3377, 'North', (12, 7))
Element 14: (1, (12, 7), ['.', 'G', '.', ''], [(11, 8), (15, 9), (12, 6)], [False, False, False, False], 72, False, [True, False, True, False], 4386, 'North', (12, 8))
Element 15: (1, (12, 8), ['', '', '', ''], [(10, 8), (14, 9), (11, 6)], [False, False, False, False], 70, False, [False, False, False, False], 5405, 'East', (13, 8))
Element 16: #1#
