Element 1: (0, (1, 3), ['%', '.', '.', '%'], [(5, 5), (5, 6), (12, 7)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 4))
Element 2: (0, (1, 4), ['%', '', '.', '%'], [(6, 5), (6, 6), (13, 7)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (1, 5))
Element 3: (0, (1, 5), ['%', '', '.', '%'], [(7, 5), (7, 6), (14, 7)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (1, 6))
Element 4: (0, (1, 6), ['%', '', '.', '%'], [(8, 5), (8, 6), (15, 7)], [True, False, False, True], 92, False, [False, False, True, False], 117, 'North', (1, 7))
Element 5: (0, (1, 7), ['%', '', '.', '%'], [(9, 5), (9, 6), (15, 8)], [True, False, False, True], 90, False, [False, False, True, False], 156, 'North', (1, 8))
Element 6: (0, (1, 8), ['%', '', '.', '%'], [(10, 5), (10, 6), (15, 9)], [True, False, False, True], 88, False, [False, False, True, False], 195, 'North', (1, 9))
Element 7: (0, (1, 9), ['%', '', '%', '%'], [(10, 4), (11, 6), (14, 9)], [True, False, True, True], 86, False, [False, False, False, False], 1224, 'South', (1, 8))
Element 8: (0, (1, 8), ['%', '', '', '%'], [(11, 4), (12, 6), (14, 8)], [True, False, False, True], 84, False, [False, False, False, False], 2243, 'South', (1, 7))
Element 9: (0, (1, 7), ['%', '', '', '%'], [(12, 4), (13, 6), (13, 8)], [True, False, False, True], 82, False, [False, False, False, False], 2272, 'South', (1, 6))
Element 10: (0, (1, 6), ['%', '', '', '%'], [(13, 4), (14, 6), (13, 9)], [True, False, False, True], 80, False, [False, False, False, False], 2301, 'South', (1, 5))
Element 11: (0, (1, 5), ['%', '', '', '%'], [(14, 4), (15, 6), (12, 9)], [True, False, False, True], 78, False, [False, False, False, False], 2330, 'South', (1, 4))
Element 12: (0, (1, 4), ['%', '', '', '%'], [(15, 4), (15, 5), (11, 9)], [True, False, False, True], 76, False, [False, False, False, False], 3349, 'South', (1, 3))
Element 13: (0, (1, 3), ['%', '.', '', '%'], [(15, 3), (14, 5), (11, 8)], [True, False, False, True], 74, False, [False, True, False, False], 4368, 'South', (1, 2))
Element 14: (0, (1, 2), ['%', '.', '', '%'], [(15, 2), (13, 5), (10, 8)], [True, False, False, True], 72, False, [False, True, False, False], 5397, 'South', (1, 1))
Element 15: #1#
