Element 1: (0, (14, 9), ['.', '.', '%', '.'], [(3, 1), (8, 4), (12, 3)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (15, 9))
Element 2: (0, (15, 9), ['', '.', '%', '%'], [(4, 1), (9, 4), (13, 3)], [False, False, True, True], 96, False, [False, True, False, False], 39, 'South', (15, 8))
Element 3: (0, (15, 8), ['.', '.', '', '%'], [(4, 2), (10, 4), (14, 3)], [False, False, False, True], 94, False, [True, True, False, False], 1068, 'South', (15, 7))
Element 4: (0, (15, 7), ['.', '.', '', '%'], [(4, 3), (11, 4), (15, 3)], [False, False, False, True], 92, False, [True, True, False, False], 2097, 'South', (15, 6))
Element 5: (0, (15, 6), ['.', '.', '', '%'], [(5, 3), (12, 4), (15, 4)], [False, False, False, True], 90, False, [True, True, False, False], 2136, 'South', (15, 5))
Element 6: (0, (15, 5), ['.', '', '', '%'], [(6, 3), (13, 4), (14, 4)], [False, False, False, True], 88, False, [True, False, False, False], 2175, 'West', (14, 5))
Element 7: (0, (14, 5), ['G', '', '.', ''], [(7, 3), (13, 5), (13, 4)], [False, False, False, False], 86, False, [False, False, True, False], 2204, 'North', (14, 6))
Element 8: (0, (14, 6), ['G', '', '.', ''], [(8, 3), (13, 6), (13, 5)], [False, False, False, False], 84, False, [False, False, True, False], 2233, 'North', (14, 7))
Element 9: (0, (14, 7), ['G', '', '.', ''], [(9, 3), (13, 7), (12, 5)], [False, False, False, False], 82, False, [False, False, True, False], 2272, 'North', (14, 8))
Element 10: (0, (14, 8), ['G', '', '', ''], [(10, 3), (13, 8), (12, 6)], [False, False, False, False], 80, False, [False, False, False, False], 2311, 'South', (14, 7))
Element 11: (0, (14, 7), ['', '', '', ''], [(11, 3), (13, 9), (12, 7)], [False, False, False, False], 78, False, [False, False, False, False], 2340, 'South', (14, 6))
Element 12: (0, (14, 6), ['', '', '', ''], [(12, 3), (12, 9), (12, 8)], [False, False, False, False], 76, False, [False, False, False, False], 2359, 'South', (14, 5))
Element 13: (0, (14, 5), ['', '', '', ''], [(13, 3), (11, 9), (11, 8)], [False, False, False, False], 74, False, [False, False, False, False], 4358, 'South', (14, 4))
Element 14: #1#
