Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(10, 4), (4, 2), (12, 1)], [True, False, True, False], 98, False, [False, True, False, True], 999, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', '.'], [(11, 4), (4, 3), (13, 1)], [False, False, True, False], 96, False, [False, True, False, True], 2028, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '.', '%', '.'], [(12, 4), (5, 3), (14, 1)], [False, False, True, False], 94, False, [False, True, False, True], 2067, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '.', '%', '.'], [(13, 4), (6, 3), (13, 1)], [False, False, True, False], 92, False, [False, True, False, True], 2096, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '.', '%', '.'], [(14, 4), (7, 3), (13, 2)], [False, False, True, False], 90, False, [False, True, False, True], 2135, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '.', '%', '.'], [(15, 4), (8, 3), (13, 3)], [False, False, True, False], 88, False, [False, True, False, True], 2174, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '.', '%', 'F'], [(15, 5), (9, 3), (14, 3)], [False, False, True, False], 86, False, [False, True, False, False], 2213, 'East', (10, 9))
Element 8: (1, (10, 9), ['', 'F', '%', 'F'], [(15, 6), (10, 3), (15, 3)], [False, False, True, False], 84, False, [False, False, False, False], 3242, 'East', (11, 9))
Element 9: (1, (11, 9), ['', 'F', '%', '.'], [(15, 7), (11, 3), (15, 2)], [False, False, True, False], 82, False, [False, False, False, True], 4271, 'South', (11, 8))
Element 10: (1, (11, 8), ['F', '.', '', '.'], [(15, 8), (12, 3), (15, 3)], [False, False, False, False], 80, False, [False, True, False, True], 5290, 'West', (10, 8))
Element 11: #1#
